created_at,id,retweeted_status.created_at,retweeted_status.id,retweeted_status.retweet_count,retweeted_status.user.followers_count,retweeted_status.user.id,text,user.followers_count,user.friends_count,user.id,user.screen_name
Tue Nov 08 21:18:49 +0000 2016,796099682804133890,Tue Nov 08 21:18:31 +0000 2016,796099607189131264,1,51972,4224729994,"RT @TEN_GOP: 🚨WOW: another proof of #VoterFraud!! Machine refuses to allow vote for Trump!!

RT b/c Media will never report this… ",93,163,3441062201,nayla0522
Tue Nov 08 21:19:10 +0000 2016,796099770326642689,Tue Nov 08 21:18:31 +0000 2016,796099607189131264,5,51972,4224729994,"RT @TEN_GOP: 🚨WOW: another proof of #VoterFraud!! Machine refuses to allow vote for Trump!!

RT b/c Media will never report this… ",126,125,111124426,camarosquid
Tue Nov 08 21:19:11 +0000 2016,796099775678545920,Tue Nov 08 21:18:31 +0000 2016,796099607189131264,6,51972,4224729994,"RT @TEN_GOP: 🚨WOW: another proof of #VoterFraud!! Machine refuses to allow vote for Trump!!

RT b/c Media will never report this… ",177,122,705548001255800833,wdbeetle
Tue Nov 08 21:19:27 +0000 2016,796099841768247300,Tue Nov 08 21:18:31 +0000 2016,796099607189131264,10,51972,4224729994,"RT @TEN_GOP: 🚨WOW: another proof of #VoterFraud!! Machine refuses to allow vote for Trump!!

RT b/c Media will never report this… ",20,36,770438369247653888,SITWITHKAEP
Tue Nov 08 21:19:27 +0000 2016,796099842720362496,Tue Nov 08 21:18:31 +0000 2016,796099607189131264,11,51972,4224729994,"RT @TEN_GOP: 🚨WOW: another proof of #VoterFraud!! Machine refuses to allow vote for Trump!!

RT b/c Media will never report this… ",161,304,373080652,zhughes1352
Tue Nov 08 21:19:39 +0000 2016,796099892770783232,Tue Nov 08 21:18:31 +0000 2016,796099607189131264,18,51975,4224729994,"RT @TEN_GOP: 🚨WOW: another proof of #VoterFraud!! Machine refuses to allow vote for Trump!!

RT b/c Media will never report this… ",403,217,3029027123,ObsrvyryxShadow
Tue Nov 08 21:19:40 +0000 2016,796099895933419520,Tue Nov 08 21:18:31 +0000 2016,796099607189131264,20,51972,4224729994,"RT @TEN_GOP: 🚨WOW: another proof of #VoterFraud!! Machine refuses to allow vote for Trump!!

RT b/c Media will never report this… ",212,252,2342972004,davidn4138
Tue Nov 08 21:19:56 +0000 2016,796099963407187968,Tue Nov 08 21:18:31 +0000 2016,796099607189131264,23,51972,4224729994,"RT @TEN_GOP: 🚨WOW: another proof of #VoterFraud!! Machine refuses to allow vote for Trump!!

RT b/c Media will never report this… ",4003,4051,124789225,ProudlyWeHail
Tue Nov 08 21:20:00 +0000 2016,796099979689545728,Tue Nov 08 21:18:31 +0000 2016,796099607189131264,25,51972,4224729994,"RT @TEN_GOP: 🚨WOW: another proof of #VoterFraud!! Machine refuses to allow vote for Trump!!

RT b/c Media will never report this… ",410,128,721472876545753089,ctconnolly56
Tue Nov 08 21:20:15 +0000 2016,796100043820273664,Tue Nov 08 21:18:31 +0000 2016,796099607189131264,29,51975,4224729994,"RT @TEN_GOP: 🚨WOW: another proof of #VoterFraud!! Machine refuses to allow vote for Trump!!

RT b/c Media will never report this… ",247,396,3885188713,Jon_t__
Tue Nov 08 21:20:24 +0000 2016,796100081132982272,Tue Nov 08 21:18:31 +0000 2016,796099607189131264,30,51972,4224729994,"RT @TEN_GOP: 🚨WOW: another proof of #VoterFraud!! Machine refuses to allow vote for Trump!!

RT b/c Media will never report this… ",5,2,788190808352649216,truthsleague
Tue Nov 08 21:20:34 +0000 2016,796100119712202757,Tue Nov 08 21:18:31 +0000 2016,796099607189131264,32,51972,4224729994,"RT @TEN_GOP: 🚨WOW: another proof of #VoterFraud!! Machine refuses to allow vote for Trump!!

RT b/c Media will never report this… ",720,489,1541165762,free2meetu
Tue Nov 08 21:20:38 +0000 2016,796100138683039744,Tue Nov 08 21:18:31 +0000 2016,796099607189131264,33,51972,4224729994,"RT @TEN_GOP: 🚨WOW: another proof of #VoterFraud!! Machine refuses to allow vote for Trump!!

RT b/c Media will never report this… ",427,370,91595212,skinnysumo09
Tue Nov 08 21:20:48 +0000 2016,796100180856672258,Tue Nov 08 21:18:31 +0000 2016,796099607189131264,35,51973,4224729994,"RT @TEN_GOP: 🚨WOW: another proof of #VoterFraud!! Machine refuses to allow vote for Trump!!

RT b/c Media will never report this… ",4130,4560,1465857446,nomoreamnesty
Tue Nov 08 21:20:48 +0000 2016,796100182442065920,Tue Nov 08 21:18:31 +0000 2016,796099607189131264,36,51976,4224729994,"RT @TEN_GOP: 🚨WOW: another proof of #VoterFraud!! Machine refuses to allow vote for Trump!!

RT b/c Media will never report this… ",5,38,763737296520654849,TheHairyDuck
Tue Nov 08 21:20:50 +0000 2016,796100189291479040,Tue Nov 08 21:18:31 +0000 2016,796099607189131264,37,51974,4224729994,"RT @TEN_GOP: 🚨WOW: another proof of #VoterFraud!! Machine refuses to allow vote for Trump!!

RT b/c Media will never report this… ",244,164,236756261,kasualtaz
Tue Nov 08 21:20:53 +0000 2016,796100202188992512,Tue Nov 08 21:18:31 +0000 2016,796099607189131264,39,51974,4224729994,"RT @TEN_GOP: 🚨WOW: another proof of #VoterFraud!! Machine refuses to allow vote for Trump!!

RT b/c Media will never report this… ",314,428,4876462094,karen88591
