Time Difference,Retweet Count
00:00:11,1
00:00:12,2
00:00:14,5
00:00:15,7
00:00:16,9
00:00:17,10
00:00:18,13
00:00:20,16
00:00:20,17
00:00:20,18
00:00:20,18
00:00:22,21
00:00:21,20
00:00:23,22
00:00:24,26
00:00:25,27
00:00:27,28
00:00:27,29
00:00:30,31
00:00:31,32
00:00:31,34
00:00:31,34
00:00:32,36
00:00:34,39
00:00:39,45
00:00:40,46
00:00:40,46
00:00:41,48
00:00:42,49
00:00:43,50
00:00:46,53
00:00:46,54
00:00:46,56
00:00:46,56
00:00:47,58
00:00:48,60
00:00:49,61
00:00:49,61
00:00:50,63
00:00:51,64
00:00:52,65
00:00:52,65
00:00:52,67
00:00:54,68
00:00:55,70
00:00:56,72
00:00:56,74
00:00:56,75
00:00:57,76
00:00:59,78
00:01:01,80
00:01:02,83
00:01:02,84
00:01:03,85
00:01:03,86
00:01:04,87
00:01:05,87
00:01:06,89
00:01:07,90
00:01:10,92
00:01:14,94
00:01:14,94
00:01:18,97
00:01:20,99
00:01:23,101
00:01:27,102
00:01:29,103
00:01:30,104
00:01:30,106
00:01:33,110
00:01:33,111
00:01:34,112
00:01:34,113
00:01:35,114
00:01:38,116
00:01:41,118
00:01:41,119
00:01:42,120
00:01:42,120
00:01:42,122
00:01:45,123
00:01:45,125
00:01:46,127
00:01:48,130
00:01:49,131
00:01:50,132
00:01:51,133
00:01:52,134
00:01:53,136
00:01:54,137
00:01:56,139
00:01:59,142
00:02:00,143
00:02:02,144
00:02:02,145
00:02:03,146
00:02:04,147
00:02:05,148
00:02:07,150
00:02:08,151
00:02:10,153
00:02:10,155
00:02:10,155
00:02:12,158
00:02:13,160
00:02:17,162
00:02:17,163
00:02:18,164
00:02:19,165
00:02:20,167
00:02:21,168
00:02:24,171
00:02:27,175
00:02:27,176
00:02:27,178
00:02:29,180
00:02:29,181
00:02:29,181
00:02:32,183
00:02:32,183
00:02:33,185
00:02:33,186
00:02:33,187
00:02:34,188
00:02:34,189
00:02:37,191
00:02:38,192
00:02:39,193
00:02:39,195
00:02:40,196
00:02:40,196
00:02:43,201
00:02:44,202
00:02:44,204
00:02:47,206
00:02:47,207
00:02:49,209
00:02:54,214
00:02:55,215
00:02:58,221
00:02:59,223
00:02:59,223
00:03:01,225
00:03:03,227
00:03:05,228
00:03:06,229
00:03:07,230
00:03:08,232
00:03:09,233
00:03:09,233
00:03:10,236
00:03:12,238
00:03:16,243
00:03:17,245
00:03:18,246
00:03:18,247
00:03:24,249
00:03:29,256
00:03:30,257
00:03:31,258
00:03:31,259
00:03:38,263
00:03:38,264
00:03:39,266
00:03:40,266
00:03:42,269
00:03:42,270
00:03:43,271
00:03:46,274
00:03:47,275
00:03:47,276
00:03:48,277
00:03:48,278
00:03:49,279
00:03:52,281
00:03:53,282
00:03:53,282
00:03:55,284
00:03:55,286
00:03:56,287
00:03:57,288
00:03:59,289
00:04:00,291
00:04:00,293
00:04:04,296
00:04:04,297
00:04:08,302
00:04:11,303
00:04:14,306
00:04:19,308
00:04:22,309
00:04:23,310
00:04:24,313
00:04:24,314
00:04:25,315
00:04:26,316
00:04:24,311
00:04:28,317
00:04:28,318
00:04:28,319
00:04:28,319
00:04:35,326
00:04:37,327
00:04:38,328
00:04:38,328
00:04:39,330
00:04:39,331
00:04:42,333
00:04:43,335
00:04:45,337
00:04:45,338
00:04:49,340
00:04:50,341
00:04:50,342
00:04:51,344
00:04:53,345
