created_at,id,retweeted_status.created_at,retweeted_status.id,retweeted_status.retweet_count,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.id,retweeted_status.user.screen_name,text,user.followers_count,user.friends_count,user.id,user.screen_name
Tue Nov 08 17:23:00 +0000 2016,796040335432486912,,,,,,,,Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… https://t.co/2yWSOxpZUQ,118031,9934,328878936,JaredWyand
Tue Nov 08 17:23:10 +0000 2016,796040376381378560,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,1,118027,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",1442,1950,779563097237303296,2braptuedbyJC77
Tue Nov 08 17:23:12 +0000 2016,796040387957846017,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,4,118031,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",125,142,784531500926722052,Unicorn688
Tue Nov 08 17:23:18 +0000 2016,796040412976840704,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,7,118031,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",29,65,4609062205,TruthTellerPol
Tue Nov 08 17:23:22 +0000 2016,796040427228962816,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,10,118027,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",241,526,33306157,plineytheelder
Tue Nov 08 17:23:23 +0000 2016,796040433767829505,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,11,118027,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",123,353,75308194,mriej
Tue Nov 08 17:23:27 +0000 2016,796040447655342080,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,13,118031,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",496,214,3012932259,BethanyB_AdamG
Tue Nov 08 17:23:30 +0000 2016,796040463090323456,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,15,118032,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",2248,2568,1150914516,nooneishere51
Tue Nov 08 17:23:34 +0000 2016,796040477178892289,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,18,118028,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",329,328,2265056095,crystal20562765
Tue Nov 08 17:23:35 +0000 2016,796040481016778761,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,19,118032,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",151,473,756643693763768320,LetaJones13
Tue Nov 08 17:23:35 +0000 2016,796040481247522816,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,19,118032,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",1639,2423,744232736089575424,dougpiontkowski
Tue Nov 08 17:23:38 +0000 2016,796040496670011392,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,24,118032,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",5881,5867,3283723057,Lisa22545183
Tue Nov 08 17:23:38 +0000 2016,796040496607072257,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,24,118032,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",106,153,4852228768,4jeansladybug
Tue Nov 08 17:23:43 +0000 2016,796040517951729664,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,27,118028,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",81,145,786312777136648193,SeanStyles68
Tue Nov 08 17:23:56 +0000 2016,796040572418998273,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,31,118028,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",435,275,284468784,arisingz
Tue Nov 08 17:24:02 +0000 2016,796040594070061056,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,35,118032,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",572,275,979495020,_RainyDayWoman
Tue Nov 08 17:24:03 +0000 2016,796040602421002240,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,36,118032,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",203,57,778952146117165056,ZoroasterReborn
Tue Nov 08 17:24:04 +0000 2016,796040605935824896,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,38,118032,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",816,1421,746008255567015936,RobAristotle
Tue Nov 08 17:24:11 +0000 2016,796040635417563137,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,40,118032,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",208,292,729311880,austinsmithsonn
Tue Nov 08 17:24:11 +0000 2016,796040635568521220,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,41,118032,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",194,56,780990436580155393,trumps_all
Tue Nov 08 17:24:16 +0000 2016,796040656380694529,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,43,118032,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",279,317,1480938668,ugh_Dolan
Tue Nov 08 17:24:27 +0000 2016,796040702111031296,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,49,118028,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",22873,340,794769772202393601,WDFx2EU8
Tue Nov 08 17:24:29 +0000 2016,796040710420099072,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,51,118032,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",618,372,3311859836,KReady997
Tue Nov 08 17:24:43 +0000 2016,796040766980112384,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,58,118028,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",24280,1718,2360077765,Hxted
Tue Nov 08 17:24:43 +0000 2016,796040769324904448,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,60,118032,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",187,191,734168839735349248,JimBager86
Tue Nov 08 17:24:44 +0000 2016,796040773397573634,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,62,118032,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",162,91,2849043154,PissedWhiteDude
Tue Nov 08 17:24:44 +0000 2016,796040773959581698,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,63,118032,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",215,487,53710141,volleymac40
Tue Nov 08 17:24:45 +0000 2016,796040777394634752,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,64,118028,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",129,260,712729721671266304,DarkStoneVeda
Tue Nov 08 17:24:51 +0000 2016,796040803164495872,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,67,118032,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",962,2019,3106728217,vbriggs07
Tue Nov 08 17:24:58 +0000 2016,796040831945871360,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,68,118032,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",95,109,788582685581021184,TheSwampDC
Tue Nov 08 17:25:00 +0000 2016,796040840103784448,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,70,118032,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",4440,2559,348661583,AlphaRomeo223
Tue Nov 08 17:25:01 +0000 2016,796040841982857220,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,71,118032,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",2279,2309,747664766,LorieDillahunt
Tue Nov 08 17:25:07 +0000 2016,796040870365724673,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,78,118032,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",76,78,468215851,TerriNoble1
Tue Nov 08 17:25:09 +0000 2016,796040875398680576,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,79,118028,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",170,269,762409577681784832,john_bugaj
Tue Nov 08 17:25:11 +0000 2016,796040886924742657,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,80,118032,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",21,57,2920754614,morstroud
Tue Nov 08 17:25:15 +0000 2016,796040903412580352,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,82,118032,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",451,208,4729637907,KOTCOL_
Tue Nov 08 17:25:17 +0000 2016,796040911285342212,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,84,118032,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",124,165,722150503371710465,joeyd541
Tue Nov 08 17:25:24 +0000 2016,796040941488508928,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,85,118033,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",170,84,762317017131126784,Viewtiful1337
Tue Nov 08 17:25:32 +0000 2016,796040974845833216,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,89,118033,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",328,423,4925311677,Mad_Agrar
Tue Nov 08 17:25:34 +0000 2016,796040983989264384,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,90,118029,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",421,1404,1963612351,AddisonDeNitwit
Tue Nov 08 17:25:47 +0000 2016,796041034484486144,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,96,118030,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",196,186,707771806480924672,GadiHyer
Tue Nov 08 17:25:49 +0000 2016,796041045834338305,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,97,118034,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",382,100,708636491929546754,QueenAlexa227
Tue Nov 08 17:25:55 +0000 2016,796041071209959424,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,99,118034,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",26,75,742878781199810560,Johnoha02978265
Tue Nov 08 17:26:02 +0000 2016,796041100003840000,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,102,118034,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",1815,293,390669478,Surfpicks
Tue Nov 08 17:26:05 +0000 2016,796041112607739908,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,105,118034,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",337,239,2374945830,DannyFennessy
Tue Nov 08 17:26:13 +0000 2016,796041146652905472,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,107,118034,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",430,716,771563682262241280,BadlassLawbabe
Tue Nov 08 17:26:15 +0000 2016,796041154563362819,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,108,118034,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",80,17,762758328300736516,CarolineHonz
Tue Nov 08 17:26:18 +0000 2016,796041167842476032,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,109,118034,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",2822,5001,4720357461,trumper4life
Tue Nov 08 17:26:21 +0000 2016,796041180265857024,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,110,118030,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",170,249,2911284561,williamrocksyou
Tue Nov 08 17:26:37 +0000 2016,796041247399870464,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,112,118028,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",701,754,768661230596689921,RoryCross10
Tue Nov 08 17:26:44 +0000 2016,796041276877586432,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,118,118032,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",1722,1686,3063990535,cassidyphoenyx
Tue Nov 08 17:26:46 +0000 2016,796041285912104960,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,119,118032,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",123,468,713489735428124672,jackhinson45
Tue Nov 08 17:27:05 +0000 2016,796041364760829952,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,123,118032,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",47,342,121160712,Cheryl_Starkey
Tue Nov 08 17:27:20 +0000 2016,796041427407007744,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,128,118032,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",1769,3327,570222582,PeachsInGa
Tue Nov 08 17:27:21 +0000 2016,796041431756349440,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,130,118028,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",90,59,3108389382,fickets_
Tue Nov 08 17:27:37 +0000 2016,796041499951714304,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,134,118032,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",286,142,780829149950726144,thatgirlsandra5
Tue Nov 08 17:27:38 +0000 2016,796041500232712192,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,134,118032,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",58,79,1722320954,Chris22anne
Tue Nov 08 17:27:45 +0000 2016,796041532625272832,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,139,118032,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",98,168,3567793761,PinochetsPilot
Tue Nov 08 17:27:48 +0000 2016,796041545317105664,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,140,118028,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",4624,4525,2660410752,Beata_0101
Tue Nov 08 17:27:51 +0000 2016,796041554888560640,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,141,118028,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",536,326,577553459,Black_Churchill
Tue Nov 08 17:28:11 +0000 2016,796041638451802112,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,145,118032,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",126,266,782602320769011713,tjo4283
Tue Nov 08 17:28:19 +0000 2016,796041676133384192,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,149,118035,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",47,220,715953311661182976,jmiller_789
Tue Nov 08 17:28:34 +0000 2016,796041734987755520,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,150,118035,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",40,29,221115739,farathomas
Tue Nov 08 17:28:43 +0000 2016,796041775907565569,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,159,118035,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",323,1066,86158601,agstup
Tue Nov 08 17:28:51 +0000 2016,796041809172512768,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,161,118036,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",309,114,56713264,floridayys
Tue Nov 08 17:28:56 +0000 2016,796041828562829312,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,166,118036,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",89,220,3306234950,ttmperry
Tue Nov 08 17:28:56 +0000 2016,796041831230291968,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,167,118036,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",443,715,15828458,ponyexpress_gsc
Tue Nov 08 17:28:59 +0000 2016,796041842584420353,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,168,118036,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",255,330,764226316228890624,GeneObrien12
Tue Nov 08 17:29:02 +0000 2016,796041855888592897,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,170,118036,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",1376,2118,753736936209219584,JuneSaidF
Tue Nov 08 17:29:11 +0000 2016,796041893486411776,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,174,118036,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",2766,1426,2369976362,PaulKnorr2008
Tue Nov 08 17:29:14 +0000 2016,796041906392367104,Tue Nov 08 17:23:00 +0000 2016,796040335432486912,176,118036,9934,328878936,JaredWyand,"RT @JaredWyand: Do you want 4 more years of the government taking money from your paycheck to give it to illegals who sneak across… ",79,198,357943895,CN725
