created_at,id,retweeted_status.created_at,retweeted_status.id,retweeted_status.retweet_count,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.id,retweeted_status.user.screen_name,text,user.followers_count,user.friends_count,user.id,user.screen_name
Tue Nov 08 21:20:04 +0000 2016,796099997209137156,Tue Nov 08 21:20:03 +0000 2016,796099993274818560,1,109288,142,2897938046,CollectorCorps,"RT @CollectorCorps: Happy #ElectionDay! RT &amp; follow @CollectorCorps for a chance to win an Amazon exclusive Pop! &amp; Hot Topic Dorbz Sepi… ",302,1365,759870516517675008,CharlieChimp9
Tue Nov 08 21:20:12 +0000 2016,796100030327296002,Tue Nov 08 21:20:03 +0000 2016,796099993274818560,3,109288,142,2897938046,CollectorCorps,"RT @CollectorCorps: Happy #ElectionDay! RT &amp; follow @CollectorCorps for a chance to win an Amazon exclusive Pop! &amp; Hot Topic Dorbz Sepi… ",616,971,545485345,NicholasMattina
Tue Nov 08 21:20:13 +0000 2016,796100031581487109,Tue Nov 08 21:20:03 +0000 2016,796099993274818560,4,109288,142,2897938046,CollectorCorps,"RT @CollectorCorps: Happy #ElectionDay! RT &amp; follow @CollectorCorps for a chance to win an Amazon exclusive Pop! &amp; Hot Topic Dorbz Sepi… ",439,394,1614466100,broccoli_Barnes
Tue Nov 08 21:20:14 +0000 2016,796100038745292800,Tue Nov 08 21:20:03 +0000 2016,796099993274818560,10,109288,142,2897938046,CollectorCorps,"RT @CollectorCorps: Happy #ElectionDay! RT &amp; follow @CollectorCorps for a chance to win an Amazon exclusive Pop! &amp; Hot Topic Dorbz Sepi… ",10,8,3507118456,gstrother6454
Tue Nov 08 21:20:15 +0000 2016,796100042784407552,Tue Nov 08 21:20:03 +0000 2016,796099993274818560,12,109288,142,2897938046,CollectorCorps,"RT @CollectorCorps: Happy #ElectionDay! RT &amp; follow @CollectorCorps for a chance to win an Amazon exclusive Pop! &amp; Hot Topic Dorbz Sepi… ",834,921,18442005,mightycosmic
Tue Nov 08 21:20:15 +0000 2016,796100043262586880,Tue Nov 08 21:20:03 +0000 2016,796099993274818560,13,109288,142,2897938046,CollectorCorps,"RT @CollectorCorps: Happy #ElectionDay! RT &amp; follow @CollectorCorps for a chance to win an Amazon exclusive Pop! &amp; Hot Topic Dorbz Sepi… ",4,136,1932337688,jacbo22
Tue Nov 08 21:20:17 +0000 2016,796100051529396225,Tue Nov 08 21:20:03 +0000 2016,796099993274818560,19,109288,142,2897938046,CollectorCorps,"RT @CollectorCorps: Happy #ElectionDay! RT &amp; follow @CollectorCorps for a chance to win an Amazon exclusive Pop! &amp; Hot Topic Dorbz Sepi… ",1110,1025,17325803,HardlyClerkin
Tue Nov 08 21:20:17 +0000 2016,796100051110084611,Tue Nov 08 21:20:03 +0000 2016,796099993274818560,19,109288,142,2897938046,CollectorCorps,"RT @CollectorCorps: Happy #ElectionDay! RT &amp; follow @CollectorCorps for a chance to win an Amazon exclusive Pop! &amp; Hot Topic Dorbz Sepi… ",2810,3238,1424901937,03Amanda17
Tue Nov 08 21:20:18 +0000 2016,796100055820333056,Tue Nov 08 21:20:03 +0000 2016,796099993274818560,25,109288,142,2897938046,CollectorCorps,"RT @CollectorCorps: Happy #ElectionDay! RT &amp; follow @CollectorCorps for a chance to win an Amazon exclusive Pop! &amp; Hot Topic Dorbz Sepi… ",533,412,167992605,TheRealRoscoe
Tue Nov 08 21:20:19 +0000 2016,796100060434067458,Tue Nov 08 21:20:03 +0000 2016,796099993274818560,30,109288,142,2897938046,CollectorCorps,"RT @CollectorCorps: Happy #ElectionDay! RT &amp; follow @CollectorCorps for a chance to win an Amazon exclusive Pop! &amp; Hot Topic Dorbz Sepi… ",115,440,2389450999,Ambroaag
Tue Nov 08 21:20:20 +0000 2016,796100062128599040,Tue Nov 08 21:20:03 +0000 2016,796099993274818560,31,109288,142,2897938046,CollectorCorps,"RT @CollectorCorps: Happy #ElectionDay! RT &amp; follow @CollectorCorps for a chance to win an Amazon exclusive Pop! &amp; Hot Topic Dorbz Sepi… ",72,111,862112784,sivsiva3
Tue Nov 08 21:20:20 +0000 2016,796100064598847488,Tue Nov 08 21:20:03 +0000 2016,796099993274818560,35,109288,142,2897938046,CollectorCorps,"RT @CollectorCorps: Happy #ElectionDay! RT &amp; follow @CollectorCorps for a chance to win an Amazon exclusive Pop! &amp; Hot Topic Dorbz Sepi… ",177,392,705925806086684673,Shibbnn
Tue Nov 08 21:20:20 +0000 2016,796100064410157056,Tue Nov 08 21:20:03 +0000 2016,796099993274818560,34,109288,142,2897938046,CollectorCorps,"RT @CollectorCorps: Happy #ElectionDay! RT &amp; follow @CollectorCorps for a chance to win an Amazon exclusive Pop! &amp; Hot Topic Dorbz Sepi… ",70,520,259219378,travelclarkie
Tue Nov 08 21:20:14 +0000 2016,796100038443278340,Tue Nov 08 21:20:03 +0000 2016,796099993274818560,10,109288,142,2897938046,CollectorCorps,"RT @CollectorCorps: Happy #ElectionDay! RT &amp; follow @CollectorCorps for a chance to win an Amazon exclusive Pop! &amp; Hot Topic Dorbz Sepi… ",48,470,374098710,Reddissint
