Time Difference,user.screen_name
0 days 00:00:41.000000000,SUFCBlade
0 days 00:07:50.000000000,wlow9
0 days 00:09:58.000000000,DenzelBangBang
0 days 00:11:51.000000000,nybsnchico
0 days 00:18:29.000000000,yeslouisville
0 days 00:21:30.000000000,mannyfrank
0 days 00:22:46.000000000,OwenKYoung
0 days 00:29:37.000000000,thumpTrump2016
0 days 00:31:56.000000000,ceejay_delarea
0 days 00:32:05.000000000,turner805
0 days 00:32:44.000000000,LSebestinaite
0 days 00:32:44.000000000,TEDxBellevueCol
0 days 00:38:32.000000000,macsunny33
0 days 00:41:33.000000000,GLENN_BEATTY
0 days 00:42:59.000000000,lynnopdyke
0 days 01:01:10.000000000,Stef_1108
0 days 01:04:27.000000000,DrM39296837
0 days 01:04:55.000000000,ohaakopa
0 days 01:06:48.000000000,ConservCuration
0 days 01:07:30.000000000,HalesDanielle13
0 days 01:13:01.000000000,Purge1994
0 days 01:15:14.000000000,LiberalCuration
0 days 01:15:52.000000000,MBT_2014
0 days 01:18:19.000000000,Brandons_Dead
0 days 01:22:48.000000000,somereedforlife
0 days 01:25:07.000000000,chintanv_vora
0 days 01:27:29.000000000,lizy340
0 days 01:30:11.000000000,bgiambroni
0 days 01:38:27.000000000,MSkelskey
0 days 01:45:45.000000000,SKrogfoss
0 days 01:46:16.000000000,ryanzbartlett
0 days 01:59:26.000000000,SueHunt12345
0 days 02:17:14.000000000,NabeelSalihMD
0 days 02:18:13.000000000,mndbodysprt
0 days 02:35:14.000000000,VladianaP
0 days 02:39:08.000000000,JoePacheco12
0 days 02:51:39.000000000,rios_gilmore
0 days 03:59:38.000000000,mdtucker120
0 days 04:08:56.000000000,TamaraZayas1
0 days 04:25:45.000000000,hazzeleyes12001
0 days 05:43:34.000000000,Nancy_Marin1
0 days 05:53:41.000000000,roobeeyo
0 days 09:51:17.000000000,luckymcgeegee
0 days 00:00:17.000000000,steelman14711
0 days 00:00:40.000000000,allen_nanci
0 days 00:00:43.000000000,StryderSR
0 days 00:00:45.000000000,hasnopants
0 days 00:03:24.000000000,MatrixJacker
0 days 00:03:59.000000000,damonbrown827
0 days 00:05:34.000000000,SoCalConserv16
0 days 00:06:39.000000000,FridgeVice
0 days 00:06:44.000000000,qt4shrt
0 days 00:07:18.000000000,dek6media
0 days 00:08:03.000000000,thatgirlsandra5
0 days 00:08:04.000000000,GStashko
0 days 00:08:52.000000000,GLENCOLLINS_
0 days 00:09:27.000000000,JerrodRenner
0 days 00:12:17.000000000,Mcrick03
0 days 00:12:32.000000000,AustinRayParson
0 days 00:12:35.000000000,MattJC73
0 days 00:14:55.000000000,DMHord1
0 days 00:14:58.000000000,MatthewJinx
0 days 00:16:18.000000000,CaptureTheSky82
0 days 00:16:27.000000000,MitraBasaula
0 days 00:17:38.000000000,letradoarmando1
0 days 00:17:48.000000000,_aks5
0 days 00:18:34.000000000,JLLammy
0 days 00:20:39.000000000,lobecohmngbird
0 days 00:25:22.000000000,DeplorableCath
0 days 00:25:48.000000000,ElectionDayPoll
0 days 00:26:15.000000000,tzanneng
0 days 00:29:46.000000000,iKneelForNoMan
0 days 00:31:38.000000000,BunkerBlast
0 days 00:32:40.000000000,pinksugar61
0 days 00:33:51.000000000,jacksonpeters05
0 days 00:34:30.000000000,roddy202620
0 days 00:35:26.000000000,Yanktanker1
0 days 00:36:40.000000000,gbky1
0 days 00:36:52.000000000,Glory_Patriot
0 days 00:37:47.000000000,BrookNatalie10
0 days 00:37:55.000000000,zghzgly
0 days 00:38:24.000000000,dave_deplorable
0 days 00:39:53.000000000,_ShonkJ
0 days 00:40:41.000000000,lezlie_9198
0 days 00:41:49.000000000,lisainco
0 days 00:42:22.000000000,Murlgirl1
0 days 00:44:10.000000000,exitandobserve
0 days 00:44:32.000000000,JimBurdinMD
0 days 00:44:47.000000000,IndigoJewelry
0 days 00:46:55.000000000,JerryNi84431179
0 days 00:47:39.000000000,workingwoman911
0 days 00:49:50.000000000,CaballeroOHara
0 days 00:53:00.000000000,CharliSixx
0 days 00:54:17.000000000,Mike_Sand_Man
0 days 00:57:47.000000000,DoreenParrish
0 days 00:58:33.000000000,ALobo2372
0 days 01:01:23.000000000,SteveC_USA
0 days 01:05:52.000000000,antonimorodrigo
0 days 01:07:48.000000000,cmrose999
0 days 01:08:15.000000000,BertiniJohn
0 days 01:08:17.000000000,WolfensPride
0 days 01:08:34.000000000,Daisies55
0 days 01:10:39.000000000,burk9
0 days 01:11:54.000000000,debbi139
0 days 01:13:00.000000000,Cate66
0 days 01:15:16.000000000,MelanieKReese
0 days 01:17:04.000000000,chally1946
0 days 01:21:06.000000000,JanLaduron
0 days 01:21:39.000000000,cindyjcamp
0 days 01:22:38.000000000,Pitako1340
0 days 01:23:54.000000000,ladydwall
0 days 01:30:33.000000000,martinmarcus21
0 days 01:33:33.000000000,michelleaukamp
0 days 01:34:29.000000000,zabeyou
0 days 01:40:06.000000000,GrammerSherry
0 days 01:42:02.000000000,MrsWunami
0 days 01:46:29.000000000,vikingmom7
0 days 01:47:10.000000000,Grandtheauto4
0 days 01:47:12.000000000,Grandtheauto4
0 days 01:47:46.000000000,mandersonhare1
0 days 01:51:31.000000000,badtweetbot
0 days 01:52:05.000000000,lmaxir1
0 days 01:53:14.000000000,MichaelSartorSr
0 days 01:54:22.000000000,deannaguillory
0 days 01:57:36.000000000,goodinplenty1
0 days 01:58:30.000000000,Claudia4Trump
0 days 01:58:34.000000000,tnted96
0 days 01:58:50.000000000,tigerandbuck
0 days 02:01:08.000000000,jcpeanut2345
0 days 02:01:53.000000000,kthawkins8
