Time Difference,Retweet Count
00:00:17,11
00:00:18,13
00:00:23,1
00:00:33,38
00:00:38,24
00:00:38,24
00:00:40,46
00:00:41,5
00:00:42,6
00:00:43,50
00:00:45,52
00:00:49,8
00:00:49,61
00:00:55,17
00:01:00,18
00:01:00,74
00:01:04,87
00:01:05,17
00:01:06,89
00:01:10,83
00:01:10,88
00:01:12,18
00:01:16,109
00:01:17,6
00:01:22,38
00:01:30,104
00:01:39,117
00:01:43,63
00:01:47,129
00:01:50,31
00:01:50,131
00:01:52,166
00:01:53,35
00:01:54,69
00:01:57,66
00:02:07,53
00:02:13,160
00:02:19,86
00:02:21,164
00:02:24,173
00:02:24,215
00:02:25,174
00:02:25,174
00:02:25,174
00:02:25,174
00:02:35,231
00:02:40,55
00:02:46,205
00:02:55,99
00:03:02,26
00:03:06,253
00:03:10,235
00:03:13,215
00:03:13,84
00:03:14,65
00:03:19,276
00:03:24,251
00:03:26,68
00:03:28,102
00:03:28,89
00:03:38,264
00:03:38,74
00:03:39,48
00:03:50,20
00:03:53,307
00:03:56,254
00:03:59,290
00:04:03,258
00:04:04,134
00:04:09,72
00:04:25,315
00:04:35,324
00:04:37,134
00:04:41,332
00:04:41,87
00:04:45,361
00:04:46,290
00:04:48,89
00:04:53,345
00:04:55,91
00:05:01,94
00:05:07,381
00:05:13,395
00:05:17,120
00:05:26,371
00:05:27,145
00:05:31,378
00:05:32,415
00:05:34,382
00:05:34,31
00:05:34,417
00:05:36,385
00:05:39,161
00:05:51,194
00:05:58,72
00:05:59,164
00:06:00,433
00:06:14,359
00:06:17,114
00:06:19,421
00:06:25,156
00:06:25,448
00:06:27,450
00:06:38,440
00:06:39,441
00:06:42,216
00:06:44,445
00:06:45,447
00:06:55,160
00:06:58,386
00:07:13,483
00:07:18,471
00:07:19,191
00:07:20,487
00:07:28,498
00:07:36,125
00:07:46,500
00:07:50,249
00:07:54,506
00:07:56,180
00:08:02,518
00:08:03,519
00:08:03,520
00:08:04,521
00:08:13,530
00:08:15,529
00:08:19,153
00:08:26,545
00:08:28,218
00:08:28,552
00:08:43,280
00:08:49,562
00:08:52,565
00:08:57,50
00:08:59,227
00:09:12,585
00:09:12,166
00:09:13,588
00:09:14,296
00:09:14,44
00:09:18,165
00:09:25,235
00:09:27,604
00:09:30,239
00:09:31,109
00:09:34,608
00:09:37,54
00:09:40,174
00:09:42,176
00:09:56,177
00:09:58,308
00:10:01,218
00:10:06,603
00:10:15,260
00:10:19,611
00:10:19,250
00:10:20,612
00:10:22,317
00:10:25,665
00:10:27,617
00:10:28,619
00:10:34,228
00:10:39,271
00:10:40,683
00:10:45,689
00:10:53,620
00:10:55,634
00:11:00,335
00:11:06,190
00:11:19,533
00:11:28,168
00:11:46,53
00:11:50,669
00:11:51,348
00:11:51,171
00:12:01,766
00:12:10,775
00:12:12,778
00:12:15,234
00:12:17,786
00:12:17,178
00:12:19,237
00:12:23,360
00:12:24,138
00:12:27,795
00:12:32,802
00:12:33,182
00:12:33,573
00:12:35,806
00:12:36,214
00:12:37,255
00:12:38,73
00:12:45,60
00:12:49,579
00:13:03,310
00:13:06,386
00:13:06,834
00:13:11,145
00:13:23,393
00:13:24,394
00:13:25,708
00:13:51,338
