created_at,id,retweeted_status.created_at,retweeted_status.id,retweeted_status.retweet_count,retweeted_status.user.followers_count,retweeted_status.user.id,text,user.followers_count,user.friends_count,user.id,user.screen_name
Tue Nov 08 14:18:55 +0000 2016,795994008787054593,,,,,,"UPDATE: Ward 4 divisions 10, 16, 17 -- ILLEGAL @HillaryClinton lit being distributed INSIDE polling place. #VoterFraud",1793,888,27067705,PhillyGOP
Tue Nov 08 14:22:16 +0000 2016,795994851275894784,Tue Nov 08 14:18:55 +0000 2016,795994008787054593,1,1797,27067705,"RT @PhillyGOP: UPDATE: Ward 4 divisions 10, 16, 17 -- ILLEGAL @HillaryClinton lit being distributed INSIDE polling place. #VoterFraud",758,3147,275467066,saady76
Tue Nov 08 14:24:04 +0000 2016,795995307775590401,Tue Nov 08 14:18:55 +0000 2016,795994008787054593,2,1798,27067705,"RT @PhillyGOP: UPDATE: Ward 4 divisions 10, 16, 17 -- ILLEGAL @HillaryClinton lit being distributed INSIDE polling place. #VoterFraud",16,73,105611619,frankw76
Tue Nov 08 14:25:10 +0000 2016,795995584507195392,Tue Nov 08 14:18:55 +0000 2016,795994008787054593,3,1799,27067705,"RT @PhillyGOP: UPDATE: Ward 4 divisions 10, 16, 17 -- ILLEGAL @HillaryClinton lit being distributed INSIDE polling place. #VoterFraud",813,581,19895729,happenstance013
Tue Nov 08 14:26:30 +0000 2016,795995917941899264,Tue Nov 08 14:18:55 +0000 2016,795994008787054593,3,1799,27067705,"RT @PhillyGOP: UPDATE: Ward 4 divisions 10, 16, 17 -- ILLEGAL @HillaryClinton lit being distributed INSIDE polling place. #VoterFraud",1088,1893,784872435770241024,DeplorableBabe
Tue Nov 08 14:27:23 +0000 2016,795996140529418240,Tue Nov 08 14:18:55 +0000 2016,795994008787054593,4,1799,27067705,"RT @PhillyGOP: UPDATE: Ward 4 divisions 10, 16, 17 -- ILLEGAL @HillaryClinton lit being distributed INSIDE polling place. #VoterFraud",365,495,4266211361,iiilllliii3
Tue Nov 08 14:31:50 +0000 2016,795997262488961024,Tue Nov 08 14:18:55 +0000 2016,795994008787054593,5,1799,27067705,"RT @PhillyGOP: UPDATE: Ward 4 divisions 10, 16, 17 -- ILLEGAL @HillaryClinton lit being distributed INSIDE polling place. #VoterFraud",83,185,417098951,StopSpendingUSA
Tue Nov 08 14:35:58 +0000 2016,795998301753577472,Tue Nov 08 14:18:55 +0000 2016,795994008787054593,6,1801,27067705,"RT @PhillyGOP: UPDATE: Ward 4 divisions 10, 16, 17 -- ILLEGAL @HillaryClinton lit being distributed INSIDE polling place. #VoterFraud",184,95,779879770330849280,jercars1964
Tue Nov 08 14:40:41 +0000 2016,795999489043603456,Tue Nov 08 14:18:55 +0000 2016,795994008787054593,7,1803,27067705,"RT @PhillyGOP: UPDATE: Ward 4 divisions 10, 16, 17 -- ILLEGAL @HillaryClinton lit being distributed INSIDE polling place. #VoterFraud",151,398,1360688594,Roportm
Tue Nov 08 14:44:14 +0000 2016,796000379146215424,Tue Nov 08 14:18:55 +0000 2016,795994008787054593,8,1803,27067705,"RT @PhillyGOP: UPDATE: Ward 4 divisions 10, 16, 17 -- ILLEGAL @HillaryClinton lit being distributed INSIDE polling place. #VoterFraud",15909,649,41909971,paxdickinson
