user_id,cap,content_score,display_score,friend_score,network_score,sentiment_score,english_score,universal_score
27067705,0.008048111,1.2,,0.8,1.5,1.1,0.108277007,0.148120708
275467066,0.016452305,1.1,,0.5,1.5,0.5,0.062633878,0.221795688
105611619,0.005778301,1.2,,0.8,1.9,0.6,0.06783457,0.119569867
19895729,0.002013937,0.5,,0.6,1.2,0.8,0.085924,0.037980136
784872435770241024,0.00521331,0.3,,1.3,1.7,0.3,0.085924,0.111167191
4266211361,0.003626193,1.5,,2.1,1,1.9,0.168473166,0.082539663
417098951,0.002100996,0.3,,1.3,0.4,0.3,0.041789835,0.04110674
779879770330849280,0.009037049,1.3,,1.6,0.7,2,0.252653217,0.158817464
1360688594,0.00430424,0.9,,0.5,0.8,0.6,0.038503445,0.095902762
41909971,,,,,,,,
1442644592,,,,,,,,
782341825830985728,,,,,,,,
213071545,,,,,,,,
742015734461517824,,,,,,,,
2832252374,0.007183846,2.7,,1,0.9,1.9,0.156855103,0.13802619
317995805,0.00272963,0.3,,0.4,0.8,0.2,0.035465933,0.060780114
47752015,,,,,,,,
91634855,,,,,,,,
27105241,0.009037049,1.7,,0.8,1.2,0.6,0.145897657,0.158817464
775838218423984128,,,,,,,,
128401279,,,,,,,,
781371748851732481,0.008048111,0.7,,0.8,1.8,0.6,0.116795374,0.148120708
2784591602,0.845413118,0.6,,0.8,3.1,0.7,0.860167737,0.936923076
4902878650,,,,,,,,
3586900037,0.043420869,3.9,,2.4,1.4,2,0.322306022,0.355186217
1557555787,,,,,,,,
441489350,0.002431366,0.3,,1.4,0.4,0.4,0.035465933,0.052029366
247000146,0.00430424,1.2,,1.1,0.6,0.6,0.079454653,0.095902762
3689270355,0.075193114,4.3,,2.5,3.2,4,0.723800247,0.454005729
747914680669134848,0.004725362,0.6,,1.3,1.1,0.6,0.073433262,0.103285735
728255524303740928,0.018599227,3.3,,1.8,1.9,2.2,0.207427967,0.236336911
739237283920912384,0.003116818,1.1,,1.5,3.1,1.3,0.125889289,0.070892573
1170230138,0.002571044,1.3,,0.5,0.5,0.6,0.025471598,0.056244912
489966018,0.003116818,0.5,,0.9,0.4,0.5,0.092866954,0.070892573
795366067665154048,,,,,,,,
520556809,0.002431366,0.4,,0.4,0.4,0.3,0.025471598,0.052029366
775307910813323267,,,,,,,,
778952146117165056,0.005778301,2.8,,1.6,0.9,3.9,0.252653217,0.119569867
4541361673,,,,,,,,
32278745,0.007183846,0.2,,1,0.3,0.2,0.053331281,0.13802619
2734496022,0.933880075,4.8,,3.1,4.7,4.6,0.973624716,0.968917167
52456292,,,,,,,,
3976085120,,,,,,,,
751865425621725184,0.00430424,0.3,,0.6,2.2,2.4,0.06783457,0.095902762
168855061,0.003116818,3.1,,0.6,2.2,3.7,0.038503445,0.070892573
742767685767946240,0.016452305,1.7,,1.2,1.8,1.5,0.125889289,0.221795688
739079370518728704,0.199882599,4.8,,4.1,4.7,4.8,0.740529101,0.63570684
795437483106435073,,,,,,,,
356534899,,,,,,,,
744919222334164992,,,,,,,,
48223373,0.012907437,1.2,,2.9,3.7,3.4,0.193749479,0.194667737
110496780,0.003116818,0.2,,1.4,0.6,0.4,0.045343501,0.070892573
2305879171,0.067479061,1.8,,1.1,2.1,2,0.442451481,0.433677434
1370714197,0.385458881,4.7,,4.6,4.6,4.6,0.89641407,0.756452465
3538830740,0.003940624,3.5,,1.4,2.5,3.4,0.286212062,0.088995156
3405071801,,,,,,,,
772618228124221440,0.014565852,1.7,,0.8,3,2.7,0.252653217,0.207905573
219878231,,,,,,,,
708755724743122945,0.244462545,3.6,,3.1,1.9,3.4,0.723800247,0.672938752
922902360,0.060559163,4.1,,2.5,1.7,3.8,0.548702008,0.413569898
2361150007,0.00272963,0.7,,0.7,1.1,1.6,0.053331281,0.060780114
558300803,0.023811569,3.8,,1.5,3.7,3.4,0.360651907,0.267344003
121841971,,,,,,,,
4858811129,0.002910297,0.2,,0.6,0.3,0.2,0.038503445,0.065655562
2888930500,0.016452305,1.3,,1.6,1.3,1.5,0.092866954,0.221795688
27047824,0.003940624,0.5,,0.6,0.4,0.6,0.057807183,0.088995156
92342279,,,,,,,,
143499060,0.003353677,2.7,,1.3,0.6,3.4,0.156855103,0.076513107
2584988735,,,,,,,,
785934671628603393,0.011448498,1.7,,1,1.7,0.4,0.073433262,0.182079031
49360504,0.007183846,1.3,,2.1,1.9,1.5,0.062633878,0.13802619
718238996573372416,0.296768766,3.2,,2.8,2.9,3.7,0.610975721,0.708112627
780582061224570880,0.006431293,0.9,,1.2,0.8,1.1,0.057807183,0.128515834
1086796146,0.002431366,1,,1.1,1.2,0.7,0.03265991,0.052029366
554297658,0.003940624,0.5,,1,0.5,1,0.053331281,0.088995156
381618515,0.002307921,0.5,,0.7,2,0.6,0.06783457,0.048113666
751277313841520642,0.005778301,1.9,,1,1.3,0.9,0.073433262,0.119569867
714235834463981568,0.00430424,0.4,,0.7,0.6,1,0.085924,0.095902762
776412309883281408,,,,,,,,
733828747690811392,0.067479061,0.9,,0.6,1.1,0.5,0.236883777,0.433677434
786596529796739072,0.003626193,1.1,,2,3.3,1.1,0.085924,0.082539663
726545181173010432,0.008048111,0.3,,1.5,0.7,0.7,0.079454653,0.148120708
30170214,,,,,,,,
153993024,,,,,,,,
320267399,0.116935967,2.9,,1.9,2.7,1,0.421517259,0.536176148
51967388,0.026940289,2.4,,1.5,2.1,1.1,0.207427967,0.283782475
209138134,,,,,,,,
325280206,0.010164988,1.2,,1.6,0.8,1.9,0.135582577,0.170132427
4062613580,0.009037049,2.2,,1,3.3,2.3,0.286212062,0.158817464
165351064,,,,,,,,
59330404,,,,,,,,
491928325,0.004725362,1.8,,1.6,0.8,1.5,0.252653217,0.103285735
39211740,0.002571044,0.6,,0.9,0.8,0.6,0.057807183,0.056244912
17859082,0.00430424,1.4,,1.5,1.3,0.4,0.045343501,0.095902762
772614147741593600,0.00521331,0.6,,0.7,1,1,0.079454653,0.111167191
2581758266,0.522820682,4.5,,3.3,4.6,3.9,0.756585473,0.820236966
2329148937,0.002910297,1.5,,0.6,0.8,0.7,0.079454653,0.065655562
151792927,0.002571044,1.3,,1.4,2.5,1,0.038503445,0.056244912
169315871,0.00272963,3.8,,0.9,0.9,2.1,0.053331281,0.060780114
433098000,0.004725362,4,,1.4,1.4,3.9,0.180767269,0.103285735
45989687,0.002910297,0.2,,0.6,0.3,0.5,0.025471598,0.065655562
339341358,0.003940624,0.4,,0.6,0.6,0.8,0.041789835,0.088995156
361715248,0.005778301,1.1,,0.4,1,2.1,0.092866954,0.119569867
36473243,0.018599227,0.3,,0.8,1.3,0.4,0.053331281,0.236336911
1247454686,0.03867703,2,,1.4,2.6,1.3,0.207427967,0.336555195
240658286,0.005778301,3.6,,1.7,3.2,3.8,0.303957332,0.119569867
42273915,0.002571044,1.2,,1,0.9,0.5,0.079454653,0.056244912
45764433,0.003940624,1.9,,1.6,2.2,1,0.062633878,0.088995156
4822039626,0.1803031,1.1,,2.8,0.8,3.2,0.688417762,0.616428063
703048228531523584,0.016452305,3.6,,1.4,3.1,4,0.135582577,0.221795688
537829851,0.005778301,0.4,,1,0.5,1.4,0.073433262,0.119569867
713172021438337025,0.043420869,0.6,,1.8,0.4,0.7,0.506191959,0.355186217
843685032,0.002910297,0.6,,0.8,0.8,1.1,0.062633878,0.065655562
1264187220,0.012907437,3.6,,0.6,2.6,2.3,0.135582577,0.194667737
2729092821,0.008048111,0.8,,2,2.8,0.9,0.073433262,0.148120708
255376157,0.002100996,0.5,,0.6,0.8,1.1,0.035465933,0.04110674
159180954,0.002307921,0.3,,0.6,0.9,0.4,0.049183848,0.048113666
748786742388404225,0.016452305,0.4,,1.7,1.1,0.7,0.100309357,0.221795688
3285693535,0.011448498,3.2,,0.4,0.9,1.5,0.100309357,0.182079031
753933982077710336,0.005778301,0.8,,0.8,0.6,2.3,0.135582577,0.119569867
786396701133111296,0.003353677,1.4,,1.9,2.7,1.8,0.135582577,0.076513107
730490705882288128,0.010164988,0.6,,1.8,2.3,1.2,0.116795374,0.170132427
2198812885,,,,,,,,
154108144,0.002571044,1.2,,1.6,1.9,1.7,0.085924,0.056244912
1512460285,0.060559163,3.3,,0.8,1.1,1.1,0.506191959,0.413569898
374789783,0.003626193,0.7,,0.8,2.2,0.6,0.049183848,0.082539663
733074254866976769,0.014565852,0.7,,1.2,1.7,1.3,0.116795374,0.207905573
788719576322306048,,,,,,,,
34540554,0.007183846,3.3,,0.7,2.6,1.1,0.085924,0.13802619
4744550834,0.048615291,3.2,,2.8,3.4,4,0.442451481,0.374266788
345713715,0.003626193,1.2,,0.9,1.5,3.7,0.100309357,0.082539663
786696669614247937,0.012907437,0.6,,1.6,1.9,1,0.116795374,0.194667737
807749390,,,,,,,,
171514767,,,,,,,,
4912635480,0.005778301,0.6,,1.4,0.4,1.2,0.100309357,0.119569867
2619593276,0.083851147,0.8,,1.8,1.3,0.4,0.303957332,0.474488541
24157071,,,,,,,,
4870772656,0.008048111,3,,1.6,3.5,4.6,0.286212062,0.148120708
752502593994170369,0.014565852,1.9,,0.9,0.8,1.5,0.116795374,0.207905573
3015263133,0.003626193,1.2,,0.8,0.8,0.9,0.057807183,0.082539663
540417834,0.002307921,0.6,,0.8,0.5,0.6,0.027677698,0.048113666
792834952446357504,,,,,,,,
1016479896,0.011448498,2.6,,1.6,3.2,0.9,0.252653217,0.182079031
744768955517046784,0.00430424,0.9,,1.4,1.1,0.7,0.156855103,0.095902762
1623104534,0.003116818,1.4,,0.7,1,1.6,0.049183848,0.070892573
200681161,,,,,,,,
451718848,0.003116818,1.4,,0.6,1,1.3,0.035465933,0.070892573
312873552,0.006431293,1.7,,1.9,2.8,1.7,0.236883777,0.128515834
758089361829273601,0.325413494,3.6,,2.8,3.2,2.9,0.723800247,0.724840216
239475029,,,,,,,,
2262100846,,,,,,,,
785483834490060800,0.006431293,0.7,,1.2,0.7,0.7,0.049183848,0.128515834
2941503296,0.003353677,0.3,,0.6,1,0.2,0.030068974,0.076513107
26812918,0.00521331,2,,0.8,1.9,2.4,0.156855103,0.111167191
3761843294,,,,,,,,
2332573171,,,,,,,,
760799468434300928,,,,,,,,
20932284,0.008048111,2.7,,0.5,1.2,2.2,0.207427967,0.148120708
2868136206,,,,,,,,
1515093056,0.002100996,0.5,,0.4,0.6,0.4,0.035465933,0.04110674
15722081,0.00272963,0.5,,0.7,1.1,0.4,0.049183848,0.060780114
757435081711554560,0.004725362,0.3,,0.6,0.9,0.6,0.057807183,0.103285735
17546242,0.067479061,2.9,,2,4.2,2.3,0.135582577,0.433677434
728799704,,,,,,,,
513873998,,,,,,,,
628038157,,,,,,,,
175144654,0.008048111,0.7,,1.1,1,0.3,0.062633878,0.148120708
4871818929,0.048615291,3.7,,2.4,3.5,3.8,0.569731783,0.374266788
197147881,,,,,,,,
582158348,0.004725362,0.6,,1.2,1.8,0.7,0.06783457,0.103285735
255273042,,,,,,,,
14794544,0.010164988,0.9,,1.3,1.2,0.4,0.079454653,0.170132427
3560501177,,,,,,,,
4771860976,,,,,,,,
4771860976,,,,,,,,
4771860976,,,,,,,,
67903191,,,,,,,,
769926301859938304,0.003353677,0.9,,0.8,1.5,0.7,0.057807183,0.076513107
244768566,,,,,,,,
703763643054333953,,,,,,,,
50691835,,,,,,,,
2320245122,0.003940624,1.2,,0.8,2.9,0.5,0.025471598,0.088995156
4735176079,,,,,,,,
766797083290456064,,,,,,,,
22081490,0.018599227,3.6,,1.9,3.2,3.9,0.341219355,0.236336911
759443240219049984,0.708611687,4.7,,4.3,3.5,4.7,0.860167737,0.892994217
3073622757,0.002571044,1.2,,0.5,1.4,0.6,0.073433262,0.056244912
4841197752,0.005778301,1,,0.8,1,1.1,0.085924,0.119569867
385204223,,,,,,,,
259485957,,,,,,,,
235709466,0.199882599,4.5,,2.2,4.7,4.7,0.590512927,0.63570684
742175568104456192,0.00430424,1.7,,0.7,0.8,3.9,0.079454653,0.095902762
763828781790355456,0.002910297,0.8,,0.8,1.3,1.1,0.079454653,0.065655562
770174775226408960,,,,,,,,
718303168875139072,0.00430424,0.9,,0.9,2.6,1.1,0.06783457,0.095902762
25455235,0.00521331,0.6,,0.8,1.7,0.5,0.057807183,0.111167191
711556496807501825,0.269683227,3.8,,1.5,3.1,3.8,0.548702008,0.690801916
3747197847,0.504016168,1.2,,1.3,1.1,0.8,0.756585473,0.811958128
2436723198,0.083851147,2.2,,1,2,3.2,0.286212062,0.474488541
1141027980,0.014565852,0.6,,1.5,2.8,0.4,0.156855103,0.207905573
4818110147,0.012907437,0.4,,1.4,0.6,0.3,0.180767269,0.194667737
3483407775,,,,,,,,
47539247,0.012907437,3,,1.3,2.4,1.3,0.193749479,0.194667737
3254227777,0.014565852,1.4,,1.2,1.3,1.1,0.156855103,0.207905573
4855698568,0.03867703,0.6,,1.1,1.7,0.7,0.168473166,0.336555195
1860953034,,,,,,,,
41132216,0.003116818,0.9,,0.9,0.5,0.5,0.045343501,0.070892573
145856687,0.016452305,3.3,,0.8,2.2,4.2,0.221806472,0.221795688
830060251,0.001691229,0.6,,0.4,0.5,0.6,0.023437101,0.025486425
700693962798067712,,,,,,,,
