created_at,id,retweeted_status.created_at,retweeted_status.id,retweeted_status.retweet_count,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.id,retweeted_status.user.screen_name,text,user.followers_count,user.friends_count,user.id,user.screen_name
Tue Nov 08 13:33:16 +0000 2016,795982521586642945,,,,,,,,"Today is your day to prove yourself, America! VOTE! (We did.) &amp; U can still help @HillaryClinton get out the vote!… https://t.co/Aon12WD1GR",2550458,90,39689218,mishacollins
Tue Nov 08 13:33:27 +0000 2016,795982566293704704,Tue Nov 08 13:33:16 +0000 2016,795982521586642945,1,2550458,90,39689218,mishacollins,"RT @mishacollins: Today is your day to prove yourself, America! VOTE! (We did.) &amp; U can still help @HillaryClinton get out the vote!… ",386,267,2339404399,FEMlNlSTROYE
Tue Nov 08 13:33:28 +0000 2016,795982570576084995,Tue Nov 08 13:33:16 +0000 2016,795982521586642945,2,2550458,90,39689218,mishacollins,"RT @mishacollins: Today is your day to prove yourself, America! VOTE! (We did.) &amp; U can still help @HillaryClinton get out the vote!… ",649,111,2474533414,alivebcmyidols
Tue Nov 08 13:33:28 +0000 2016,795982571591110656,Tue Nov 08 13:33:16 +0000 2016,795982521586642945,3,2550458,90,39689218,mishacollins,"RT @mishacollins: Today is your day to prove yourself, America! VOTE! (We did.) &amp; U can still help @HillaryClinton get out the vote!… ",1340,1380,946921482,1DBrittany1D77
Tue Nov 08 13:33:28 +0000 2016,795982572572573697,Tue Nov 08 13:33:16 +0000 2016,795982521586642945,4,2550458,90,39689218,mishacollins,"RT @mishacollins: Today is your day to prove yourself, America! VOTE! (We did.) &amp; U can still help @HillaryClinton get out the vote!… ",322,220,3427033379,encefalites
Tue Nov 08 13:33:28 +0000 2016,795982573235277824,Tue Nov 08 13:33:16 +0000 2016,795982521586642945,5,2550458,90,39689218,mishacollins,"RT @mishacollins: Today is your day to prove yourself, America! VOTE! (We did.) &amp; U can still help @HillaryClinton get out the vote!… ",52,154,3207077110,pastel_sivan
Tue Nov 08 13:33:28 +0000 2016,795982573260382212,Tue Nov 08 13:33:16 +0000 2016,795982521586642945,5,2550458,90,39689218,mishacollins,"RT @mishacollins: Today is your day to prove yourself, America! VOTE! (We did.) &amp; U can still help @HillaryClinton get out the vote!… ",827,826,3980000176,fightmecas
Tue Nov 08 13:33:28 +0000 2016,795982573415579648,Tue Nov 08 13:33:16 +0000 2016,795982521586642945,5,2550458,90,39689218,mishacollins,"RT @mishacollins: Today is your day to prove yourself, America! VOTE! (We did.) &amp; U can still help @HillaryClinton get out the vote!… ",4239,3586,371292231,salvatorskaya
Tue Nov 08 13:33:28 +0000 2016,795982573293932544,Tue Nov 08 13:33:16 +0000 2016,795982521586642945,5,2550458,90,39689218,mishacollins,"RT @mishacollins: Today is your day to prove yourself, America! VOTE! (We did.) &amp; U can still help @HillaryClinton get out the vote!… ",2472,73,2763866221,MishaNews
Tue Nov 08 13:33:29 +0000 2016,795982574443253760,Tue Nov 08 13:33:16 +0000 2016,795982521586642945,9,2550458,90,39689218,mishacollins,"RT @mishacollins: Today is your day to prove yourself, America! VOTE! (We did.) &amp; U can still help @HillaryClinton get out the vote!… ",371,662,2712553398,dumbldork
