,created_at,id,retweeted_status.created_at,retweeted_status.retweet_count,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.id,retweeted_status.user.screen_name,text,user.followers_count,user.friends_count,user.id,user.screen_name,Time Difference,Weight,size,user_id,cap,content_score,friend_score,network_score,sentiment_score,english_score,universal_score,bot_english
0,13:33:16,795982521586642945,,,,,,,"Today is your day to prove yourself, America! VOTE! (We did.) &amp; U can still help @HillaryClinton get out the vote!… https://t.co/Aon12WD1GR",2550458,90,39689218,mishacollins,,,28338.422222222223,39689218.0,0.001691229427366616,0.2,0.4,0.3,0.2,0.027677698437753848,0.0254864249403189,0.0
1,13:33:27,795982566293704704,13:33:16,1.0,2550458.0,90.0,39689218.0,mishacollins,"RT @mishacollins: Today is your day to prove yourself, America! VOTE! (We did.) &amp; U can still help @HillaryClinton get out the vote!… ",386,267,2339404399,FEMlNlSTROYE,0 days 00:00:11.000000000,785.4545454545455,1.4456928838951308,2339404399.0,0.002307920823838437,0.2,0.4,0.4,0.4,0.04918384795249982,0.04811366570775446,0.0
2,13:33:28,795982570576084995,13:33:16,2.0,2550458.0,90.0,39689218.0,mishacollins,"RT @mishacollins: Today is your day to prove yourself, America! VOTE! (We did.) &amp; U can still help @HillaryClinton get out the vote!… ",649,111,2474533414,alivebcmyidols,0 days 00:00:12.000000000,720.0,5.846846846846848,2474533414.0,,,,,,,,-1.0
3,13:33:28,795982571591110656,13:33:16,3.0,2550458.0,90.0,39689218.0,mishacollins,"RT @mishacollins: Today is your day to prove yourself, America! VOTE! (We did.) &amp; U can still help @HillaryClinton get out the vote!… ",1340,1380,946921482,1DBrittany1D77,0 days 00:00:12.000000000,720.0,0.9710144927536232,946921482.0,0.010164988287386762,3.1,2.3,3.8,2.5,0.3412193545017134,0.1701324265302999,0.0
4,13:33:28,795982572572573697,13:33:16,4.0,2550458.0,90.0,39689218.0,mishacollins,"RT @mishacollins: Today is your day to prove yourself, America! VOTE! (We did.) &amp; U can still help @HillaryClinton get out the vote!… ",322,220,3427033379,encefalites,0 days 00:00:12.000000000,720.0,1.4636363636363636,3427033379.0,,,,,,,,-1.0
5,13:33:28,795982573235277824,13:33:16,5.0,2550458.0,90.0,39689218.0,mishacollins,"RT @mishacollins: Today is your day to prove yourself, America! VOTE! (We did.) &amp; U can still help @HillaryClinton get out the vote!… ",52,154,3207077110,pastel_sivan,0 days 00:00:12.000000000,720.0,0.3376623376623377,3207077110.0,0.007183846426565749,0.6,2.3,1.9,0.6,0.2691022464970497,0.13802618960216584,0.0
6,13:33:28,795982573260382212,13:33:16,5.0,2550458.0,90.0,39689218.0,mishacollins,"RT @mishacollins: Today is your day to prove yourself, America! VOTE! (We did.) &amp; U can still help @HillaryClinton get out the vote!… ",827,826,3980000176,fightmecas,0 days 00:00:12.000000000,720.0,1.0012106537530263,3980000176.0,0.0033536770167744536,2.4,0.9,3.1,1.4,0.08592399976334196,0.07651310672792835,0.0
7,13:33:28,795982573415579648,13:33:16,5.0,2550458.0,90.0,39689218.0,mishacollins,"RT @mishacollins: Today is your day to prove yourself, America! VOTE! (We did.) &amp; U can still help @HillaryClinton get out the vote!… ",4239,3586,371292231,salvatorskaya,0 days 00:00:12.000000000,720.0,1.1820970440602343,371292231.0,0.0043042404804791,0.7,0.8,1.7,0.4,0.10827700665723966,0.09590276214117437,0.0
8,13:33:28,795982573293932544,13:33:16,5.0,2550458.0,90.0,39689218.0,mishacollins,"RT @mishacollins: Today is your day to prove yourself, America! VOTE! (We did.) &amp; U can still help @HillaryClinton get out the vote!… ",2472,73,2763866221,MishaNews,0 days 00:00:12.000000000,720.0,33.86301369863013,2763866221.0,0.0018655051726169808,1.1,0.5,0.6,1.5,0.045343501437382056,0.032398754737074244,0.0
9,13:33:29,795982574443253760,13:33:16,9.0,2550458.0,90.0,39689218.0,mishacollins,"RT @mishacollins: Today is your day to prove yourself, America! VOTE! (We did.) &amp; U can still help @HillaryClinton get out the vote!… ",371,662,2712553398,dumbldork,0 days 00:00:13.000000000,664.6153846153845,0.5604229607250756,2712553398.0,0.01290743735099326,2.3,1.7,2.4,1.7,0.10030935716061676,0.19466773728450493,0.0
