,user_id,cap,content_score,friend_score,network_score,sentiment_score,english_score,universal_score
43,46780595,0.0029102973297387607,4.1,0.3,2.5,4.2,0.13558257714003935,0.06565556198004287
44,2334620353,0.003626193494014071,1.4,0.6,1.1,0.5,0.045343501437382056,0.0825396626774012
45,201198666,0.021041094138717433,0.8,1.6,0.9,3.1,0.16847316644464133,0.25152334764543
46,448917061.0,,,,,,,
47,3385173317,0.14577620294303828,4.8,0.8,3.6,4.8,0.8383531326036774,0.5768086562548855
48,427391480,0.0027296301902785666,1.5,1.2,0.6,2.6,0.04178983547133819,0.06078011352084069
49,2563924147,0.29676876603976116,4.0,4.0,2.3,4.3,0.7565854729457974,0.7081126267613624
50,45027878,0.0021009963244625067,0.3,0.5,1.6,0.5,0.025471598156045747,0.041106740219567735
51,438155250.0,,,,,,,
52,346913936,0.16230758351843008,4.5,1.4,3.7,3.1,0.5274968237537414,0.5967761711282766
53,282735989,0.0043042404804791,0.3,0.6,0.4,0.3,0.05780718298413593,0.09590276214117437
54,1530562104,0.008048111281043234,3.7,1.0,0.9,3.7,0.23688377651035014,0.14812070832967303
55,500158755,0.008048111281043234,1.2,2.1,1.9,0.5,0.09286695366967546,0.14812070832967303
56,37018861,0.0027296301902785666,3.3,1.0,2.1,4.1,0.05333128056896264,0.06078011352084069
57,199772215,0.0043042404804791,1.4,0.9,2.2,1.3,0.1167953743919475,0.09590276214117437
58,89231850,0.038677030425236264,4.5,0.9,1.1,2.6,0.5487020083865324,0.33655519548719853
59,153112727,0.038677030425236264,2.0,0.4,1.2,2.6,0.25265321740844954,0.33655519548719853
60,136892758,0.0021009963244625067,0.4,0.6,1.7,0.4,0.05780718298413593,0.041106740219567735
61,36959118,0.0021984408773070953,0.4,0.6,0.3,0.2,0.023437100509770627,0.04447883217419818
62,397635241,0.002571043998532308,3.6,0.4,1.2,4.7,0.06263387811083082,0.05624491210051878
63,360343309.0,,,,,,,
64,63678456,0.03435849422907052,2.7,1.9,0.6,2.1,0.28621206238390096,0.3184188561317807
65,312428938,0.6852592634093605,4.6,2.2,3.5,3.9,0.9240939964164224,0.8848653406184375
66,2269320047,0.0021009963244625067,2.7,0.4,1.6,1.9,0.03546593341354506,0.041106740219567735
67,31055922,0.0020139366550120737,0.2,0.5,0.3,0.2,0.03265990956683609,0.037980136466376074
68,99370680,0.0024313661894161103,0.7,0.6,0.8,2.5,0.038503444945083086,0.05202936550695904
69,188001123,0.0021984408773070953,0.8,0.7,3.0,1.5,0.03546593341354506,0.04447883217419818
70,794869524164059139,0.7936717511946978,4.7,3.2,3.6,3.7,0.7866262980972412,0.9206457832445352
71,233566730,0.010164988287386762,3.9,2.8,2.7,2.2,0.5061919589474342,0.1701324265302999
72,3310317747,0.07519311407072778,4.8,0.8,2.9,4.8,0.46359219069702307,0.4540057291614072
73,763027212,0.06747906081432216,3.6,2.2,3.7,3.7,0.2691022464970497,0.4336774335329319
74,72395797,0.023811568542435598,0.7,0.8,0.7,1.1,0.20742796687543463,0.26734400306340506
75,2972069865.0,,,,,,,
76,2480392286,0.005213309669283597,2.8,0.6,1.4,4.3,0.19374947883382485,0.11116719108518804
77,455160256,0.0020139366550120737,0.8,0.5,0.4,0.4,0.023437100509770627,0.037980136466376074
78,1719928081,0.026940288992638697,2.4,0.8,1.0,3.8,0.20742796687543463,0.28378247513569405
79,101019641,0.002571043998532308,0.7,0.8,1.1,1.1,0.027677698437753848,0.05624491210051878
80,35743817,0.04861529098537897,0.3,3.2,2.5,0.9,0.13558257714003935,0.3742667881821624
81,239024517,0.04342086940555935,0.5,0.9,1.4,2.1,0.22180647190550215,0.3551862170861128
82,3189815923,0.005778300973814037,2.1,0.8,4.0,3.4,0.28621206238390096,0.11956986651967942
83,21478123,0.0019358455432931132,0.7,0.4,0.4,0.4,0.027677698437753848,0.03508264339315584
84,7.808944312767734e+17,,,,,,,
85,31236647,0.0018655051726169808,0.3,0.4,0.5,0.3,0.023437100509770627,0.032398754737074244
86,190292396,0.0033536770167744536,1.7,0.5,3.1,2.5,0.045343501437382056,0.07651310672792835
87,4558712296.0,,,,,,,
88,2218860368,0.0021984408773070953,1.1,0.5,0.8,0.7,0.030068974042493608,0.04447883217419818
89,4589078235.0,,,,,,,
90,3616129163,0.0020139366550120737,0.5,0.7,0.6,2.1,0.05780718298413593,0.037980136466376074
91,156587518,0.0019358455432931132,0.6,0.3,1.3,1.5,0.0215615093045025,0.03508264339315584
92,1365982560,0.1998825988113924,4.9,1.4,2.5,4.7,0.7719542327261165,0.635706839522915
93,2638425199,0.0016427961109141277,1.2,0.9,0.7,1.2,0.04918384795249982,0.023518771605329593
94,2155740971,0.011448498001345467,2.7,1.3,0.7,4.1,0.32230602190830704,0.18207903130928815
95,270411815,0.0018655051726169808,0.6,0.3,0.4,0.3,0.025471598156045747,0.032398754737074244
96,3341657429,0.004725361816828223,0.5,2.4,1.8,0.7,0.05333128056896264,0.10328573467123618
97,123242250,0.011448498001345467,2.9,1.0,0.5,2.1,0.10827700665723966,0.18207903130928815
98,70566378,0.008048111281043234,0.6,0.8,0.5,0.3,0.04918384795249982,0.14812070832967303
99,3280902319,0.921247939164411,4.6,4.6,4.0,4.7,0.9713426487044083,0.9635539418518627
100,16158788,0.0027296301902785666,0.2,0.5,1.1,0.2,0.030068974042493608,0.06078011352084069
101,223281133,0.05430460982015838,0.6,1.1,1.3,2.0,0.40086139116347386,0.393746460000491
102,1574726744,0.0023079208238384373,2.4,1.0,1.0,3.4,0.027677698437753848,0.04811366570775446
103,717942960395067393,0.16230758351843008,4.6,1.0,3.1,4.4,0.826453203646374,0.5967761711282766
104,2245300876,0.002571043998532308,0.7,0.4,0.9,1.0,0.07343326191269153,0.05624491210051878
105,131408140,0.004725361816828223,0.3,0.8,1.3,0.5,0.14589765727494236,0.10328573467123618
106,30177845,0.003626193494014071,0.7,0.4,0.5,1.2,0.038503444945083086,0.0825396626774012
107,3127089461,0.004725361816828223,0.4,0.8,1.1,0.3,0.1167953743919475,0.10328573467123618
108,2263016802,0.1998825988113924,4.8,2.6,3.5,4.8,0.9040736566800007,0.635706839522915
109,2301980310,0.005213309669283597,0.3,0.8,0.4,0.3,0.03546593341354506,0.11116719108518804
110,2863282498,0.0024313661894161103,0.8,1.5,0.5,3.0,0.04178983547133819,0.05202936550695904
111,7.04710813609812e+17,,,,,,,
112,140813652.0,,,,,,,
113,47572831,0.0021009963244625067,0.2,0.4,0.3,0.2,0.025471598156045747,0.041106740219567735
114,604206240,0.005213309669283597,0.5,0.5,0.5,1.7,0.05333128056896264,0.11116719108518804
115,778704462705598464,0.0024313661894161103,2.6,0.9,2.3,1.3,0.05333128056896264,0.05202936550695904
116,4012787474,0.021041094138717433,0.4,0.8,0.5,0.4,0.1167953743919475,0.25152334764543
117,453400007,0.003116817556886547,0.3,0.9,0.7,0.4,0.038503444945083086,0.07089257330076087
118,3242556061.0,,,,,,,
119,418393958,0.011448498001345467,0.6,0.7,0.6,0.4,0.06783456974919343,0.18207903130928815
120,2168881667,0.0043042404804791,3.0,1.2,1.5,4.3,0.15685510336103622,0.09590276214117437
121,7.681309966173061e+17,,,,,,,
122,3115337244,0.005213309669283597,4.5,0.7,2.4,4.0,0.46359219069702307,0.11116719108518804
123,48393,0.0027296301902785666,0.5,1.0,1.3,0.8,0.04918384795249982,0.06078011352084069
124,3799714455,0.47530138941405353,4.3,4.1,4.6,4.7,0.8005982245473489,0.7990584410047699
125,128192274,0.030450444848239933,2.2,1.2,1.5,3.8,0.40086139116347386,0.300816711527256
126,510985031,0.0021009963244625067,0.7,0.6,0.9,1.9,0.07945465272791494,0.041106740219567735
127,4552485683,0.026940288992638697,4.8,1.0,2.8,4.4,0.44245148142042123,0.28378247513569405
128,766038267682779136,0.007183846426565749,1.4,1.6,0.3,1.5,0.05780718298413593,0.13802618960216584
129,378160807,0.002571043998532308,3.3,0.4,0.6,3.3,0.045343501437382056,0.05624491210051878
130,1061013830,0.0023079208238384373,0.4,0.5,0.5,0.3,0.025471598156045747,0.04811366570775446
131,3498001096,0.0017440333583248883,1.6,0.4,0.5,3.1,0.03265990956683609,0.027614042942260764
132,3027883361,0.011448498001345467,3.3,2.2,1.2,3.1,0.09286695366967546,0.18207903130928815
133,457371183,0.006431292840898396,0.3,0.3,0.6,0.3,0.07343326191269153,0.1285158337598371
134,336541419,0.0020139366550120737,0.4,1.2,2.0,0.3,0.025471598156045747,0.037980136466376074
135,273561292,0.0018655051726169808,0.3,0.3,1.7,0.2,0.04178983547133819,0.032398754737074244
136,789928102142980096,0.005213309669283597,0.4,0.9,0.6,1.1,0.05333128056896264,0.11116719108518804
137,79397589,0.0021009963244625067,0.6,0.6,0.6,0.6,0.03546593341354506,0.041106740219567735
138,3001780089,0.005778300973814037,0.9,0.8,0.8,0.7,0.07343326191269153,0.11956986651967942
139,1670959074,0.0019358455432931132,1.3,0.6,0.4,0.9,0.038503444945083086,0.03508264339315584
140,95143470,0.14577620294303828,4.4,1.2,3.2,3.4,0.8138717339737572,0.5768086562548855
141,1200538350,0.008048111281043234,4.8,0.8,2.4,4.7,0.2691022464970497,0.14812070832967303
142,401625108,0.0027296301902785666,0.6,0.6,0.4,0.8,0.038503444945083086,0.06078011352084069
143,1868681682.0,,,,,,,
144,1426961484.0,,,,,,,
145,84664270,0.023811568542435598,0.9,1.0,0.8,2.1,0.5061919589474342,0.26734400306340506
146,85124556,0.0018018679035892223,0.2,0.4,0.3,0.2,0.0215615093045025,0.029913823351421277
147,727013270150766592,0.0033536770167744536,0.9,0.8,0.8,2.9,0.08592399976334196,0.07651310672792835
148,1403245891,0.06747906081432216,4.7,1.7,2.8,4.6,0.7064204238004218,0.4336774335329319
149,45640585,0.038677030425236264,2.9,1.7,0.7,4.0,0.6109757209767682,0.33655519548719853
150,587801315,0.9517077832802119,4.6,1.8,3.7,4.5,0.9688694437075864,0.9774448840869744
151,270342312,0.0029102973297387607,2.9,1.4,1.2,3.4,0.22180647190550215,0.06565556198004287
152,2790289976,0.003116817556886547,0.6,1.2,1.2,0.7,0.030068974042493608,0.07089257330076087
153,172328648,0.04342086940555935,0.6,0.3,0.6,1.7,0.32230602190830704,0.3551862170861128
154,104328314,0.003940623559956331,2.7,0.5,0.6,4.2,0.05333128056896264,0.08899515596679244
155,4237002394,0.021041094138717433,0.5,1.4,0.7,1.1,0.06783456974919343,0.25152334764543
156,2343669767,0.005213309669283597,0.7,0.8,0.8,1.5,0.1167953743919475,0.11116719108518804
157,62939772.0,,,,,,,
158,369779634.0,,,,,,,
159,581970057,0.0024313661894161103,3.0,1.7,0.8,4.0,0.06783456974919343,0.05202936550695904
160,155944737,0.0017440333583248883,0.2,0.4,0.4,0.5,0.025471598156045747,0.027614042942260764
161,338481504,0.011448498001345467,1.5,0.8,0.8,0.8,0.10827700665723966,0.18207903130928815
162,2944366621,0.0027296301902785666,3.6,0.4,0.6,2.0,0.038503444945083086,0.06078011352084069
163,4847690631,0.021041094138717433,0.9,0.4,0.5,0.6,0.06783456974919343,0.25152334764543
164,178656204,0.0018018679035892223,0.3,0.4,1.0,0.9,0.025471598156045747,0.029913823351421277
165,2633701395.0,,,,,,,
166,1425952200,0.012907437350993261,1.1,1.4,1.7,2.0,0.15685510336103622,0.19466773728450495
167,960671118,0.005213309669283597,0.4,0.3,1.9,0.6,0.04918384795249982,0.11116719108518804
168,1592532588.0,,,,,,,
169,387993469,0.012907437350993261,4.3,1.3,1.7,3.8,0.28621206238390096,0.19466773728450495
170,789159512959660032,0.006431292840898396,1.4,0.6,1.0,1.3,0.08592399976334196,0.1285158337598371
171,1550212921.0,,,,,,,
172,157410273,0.038677030425236264,3.7,0.5,1.2,4.1,0.5061919589474342,0.33655519548719853
173,717815366341144576,0.26968322684725654,4.7,0.7,2.8,4.7,0.826453203646374,0.6908019160064479
174,4611892937,0.011448498001345467,0.6,3.1,1.5,0.7,0.16847316644464133,0.18207903130928815
175,2932682711,0.04861529098537897,1.2,1.4,0.5,0.9,0.3039573320934062,0.3742667881821624
176,1470071364,0.023811568542435598,2.3,2.5,2.9,4.3,0.5487020083865324,0.26734400306340506
177,2450972773,0.0029102973297387607,0.7,0.5,0.6,0.6,0.03546593341354506,0.06565556198004287
178,708301542,0.0021009963244625067,0.6,0.5,0.9,0.4,0.05333128056896264,0.041106740219567735
179,2976579483,0.5591583735107447,4.9,1.4,4.2,4.7,0.8601677371481485,0.8358285757752799
180,32409020.0,,,,,,,
181,3107758454,0.0020139366550120737,0.4,0.8,1.0,0.8,0.027677698437753848,0.037980136466376074
182,1493844060,0.0024313661894161103,0.3,0.3,0.4,0.6,0.038503444945083086,0.05202936550695904
183,291619097,0.005213309669283597,4.7,0.9,2.9,4.3,0.25265321740844954,0.11116719108518804
184,1319960510,0.16230758351843008,3.6,1.1,4.3,4.4,0.44245148142042123,0.5967761711282766
185,17684653,0.26968322684725654,0.7,2.3,0.8,1.8,0.5905129273413294,0.6908019160064479
186,2946802315,0.0024313661894161103,0.6,0.8,0.4,3.0,0.045343501437382056,0.05202936550695904
187,467906533,0.030450444848239933,4.5,2.3,1.8,3.3,0.5487020083865324,0.300816711527256
188,151034928,0.38545888128841016,4.7,1.6,4.4,4.3,0.7866262980972412,0.7564524646655568
189,38257569,0.0033536770167744536,1.5,0.7,2.1,3.0,0.05333128056896264,0.07651310672792835
190,509451375,0.0021009963244625067,0.2,0.4,0.7,0.4,0.025471598156045747,0.041106740219567735
191,1443931268,0.006431292840898396,1.5,1.3,1.5,0.8,0.04918384795249982,0.1285158337598371
192,1871824364,0.06747906081432216,4.6,2.2,3.5,4.7,0.7719542327261165,0.4336774335329319
193,2402666887,0.0023079208238384373,1.1,0.6,0.7,0.4,0.038503444945083086,0.04811366570775446
194,321624306,0.18030310025096605,4.7,1.5,3.6,2.6,0.7238002465135849,0.6164280626387617
195,705631291,0.002571043998532308,1.5,0.4,0.5,4.0,0.05780718298413593,0.05624491210051878
196,2745255664,0.038677030425236264,4.7,2.0,1.7,4.8,0.36065190656573104,0.33655519548719853
197,2799621740,0.012907437350993261,4.0,1.7,1.1,2.9,0.14589765727494236,0.19466773728450495
198,37734962,0.008048111281043234,0.7,0.4,0.4,1.7,0.15685510336103622,0.14812070832967303
199,4492717709,0.011448498001345467,4.0,0.9,3.6,2.3,0.1167953743919475,0.18207903130928815
200,25456202,0.010164988287386762,0.9,1.1,1.6,4.1,0.07945465272791494,0.1701324265302999
201,169645910,0.05430460982015838,2.4,4.3,1.4,4.1,0.5487020083865324,0.393746460000491
202,331119477,0.04861529098537897,1.3,1.8,0.7,1.7,0.42151725890598224,0.3742667881821624
203,50803368,0.0033536770167744536,0.4,0.6,1.4,0.5,0.05333128056896264,0.07651310672792835
204,433820072,0.0021009963244625067,0.3,0.9,1.1,1.6,0.05333128056896264,0.041106740219567735
205,273919035,0.002571043998532308,1.5,0.7,0.8,0.9,0.04918384795249982,0.05624491210051878
206,4080600273,0.13065598435976788,4.6,0.9,1.8,4.4,0.6310548366819692,0.5565870373496533
207,1891668313,0.0018018679035892223,0.3,0.6,0.6,0.6,0.023437100509770627,0.029913823351421277
208,179875203,0.002571043998532308,1.5,1.2,0.8,3.2,0.038503444945083086,0.05624491210051878
209,1086819476,0.0029102973297387607,4.5,1.0,1.0,4.5,0.05333128056896264,0.06565556198004287
210,66296887,0.0043042404804791,0.5,1.5,1.7,0.7,0.04918384795249982,0.09590276214117437
211,794803395630661632,0.6366637042669882,4.7,2.6,4.7,4.6,0.9040736566800007,0.8669901931103381
212,239409449,0.0023079208238384373,4.6,0.7,0.6,4.7,0.04178983547133819,0.04811366570775446
213,357247657,0.06055916271173367,0.4,1.5,1.5,1.1,0.42151725890598224,0.413569897933165
214,915127572,0.030450444848239933,0.6,1.3,1.1,0.4,0.10030935716061677,0.300816711527256
215,38002464,0.0024313661894161103,0.8,0.5,0.5,3.0,0.027677698437753848,0.05202936550695904
216,2584851625,0.005778300973814037,2.9,2.7,1.5,4.3,0.25265321740844954,0.11956986651967942
217,4521538395,0.021041094138717433,0.4,1.7,0.6,0.4,0.14589765727494236,0.25152334764543
218,2522874873,0.9505189212908461,4.8,3.9,4.5,2.5,0.9770408971734027,0.9768316065913775
219,1280677255,0.7312451284333126,3.8,3.2,4.5,4.4,0.8495856011768973,0.9006136298589785
220,7.714710566704292e+17,,,,,,,
221,37244056,0.006431292840898396,0.2,0.6,0.4,0.2,0.05780718298413593,0.1285158337598371
222,151102906,0.010164988287386762,1.5,0.7,0.8,1.8,0.19374947883382485,0.1701324265302999
223,2781265115.0,,,,,,,
224,236795889,0.22121616027906205,4.8,1.2,4.2,4.7,0.6310548366819692,0.6545596461071505
225,2921533004,0.0024313661894161103,3.4,0.6,0.5,4.1,0.10827700665723966,0.05202936550695904
226,732555701889961985,0.0027296301902785666,4.6,0.6,1.1,4.6,0.5274968237537414,0.06078011352084069
227,4636489355,0.0043042404804791,0.3,0.8,0.4,0.4,0.15685510336103622,0.09590276214117437
228,1289535534,0.0024313661894161103,2.7,1.0,1.8,1.3,0.04178983547133819,0.05202936550695904
229,463670315,0.014565852401308765,1.9,0.4,0.7,3.0,0.15685510336103622,0.2079055732880228
230,3116443877,0.01645230483113907,4.7,0.4,1.7,3.6,0.4848645828256039,0.22179568769021463
231,63815496,0.0033536770167744536,0.4,0.4,0.3,0.4,0.03546593341354506,0.07651310672792835
232,1137384169,0.8850402072644973,4.5,2.0,4.7,4.0,0.9240939964164224,0.9500427150733608
233,115717004,0.09360841931572118,4.7,1.6,2.1,4.6,0.8383531326036774,0.49505756400804624
234,545669710,0.008048111281043234,2.5,2.4,2.1,2.5,0.23688377651035014,0.14812070832967303
235,792491779484446721,0.38545888128841016,4.7,2.4,3.1,4.7,0.9240939964164224,0.7564524646655568
236,404859179,0.04861529098537897,1.9,0.4,1.2,3.4,0.42151725890598224,0.3742667881821624
237,601712956.0,,,,,,,
238,24456222,0.003116817556886547,0.9,0.7,0.7,1.7,0.045343501437382056,0.07089257330076087
239,709329484,0.005213309669283597,1.2,0.7,0.7,0.8,0.04178983547133819,0.11116719108518804
240,700897219310964736,0.002571043998532308,0.5,0.9,1.0,1.3,0.04178983547133819,0.05624491210051878
241,508997206.0,,,,,,,
242,158451091,0.0043042404804791,2.4,0.4,2.0,1.6,0.038503444945083086,0.09590276214117437
243,2272491037,0.011448498001345467,4.2,2.7,1.2,3.0,0.20742796687543463,0.18207903130928815
244,1525833283,0.021041094138717433,4.7,0.6,0.9,4.7,0.5061919589474342,0.25152334764543
245,525776005,0.014565852401308765,3.2,0.5,1.2,2.1,0.3039573320934062,0.2079055732880228
246,794763190575972352,0.6852592634093605,4.0,4.3,4.7,4.0,0.8964140695210783,0.8848653406184375
247,2160183789,0.0021009963244625067,4.0,0.3,0.7,3.6,0.08592399976334196,0.041106740219567735
248,4881025646,0.005213309669283597,2.2,0.5,1.1,2.2,0.06263387811083082,0.11116719108518804
249,43498049,0.003116817556886547,0.6,1.1,0.4,0.2,0.030068974042493608,0.07089257330076087
250,18041242,0.0020139366550120737,0.4,0.3,0.7,1.6,0.025471598156045747,0.037980136466376074
251,77634276,0.0043042404804791,0.4,0.6,0.5,0.5,0.038503444945083086,0.09590276214117437
252,78427992.0,,,,,,,
253,4393742742,0.0023079208238384373,0.9,0.6,1.0,0.4,0.03546593341354506,0.04811366570775446
254,955031916,0.0029102973297387607,3.7,1.2,1.5,4.6,0.10827700665723966,0.06565556198004287
255,533503284,0.004725361816828223,0.7,1.0,0.6,3.6,0.05333128056896264,0.10328573467123618
256,2423928481,0.003626193494014071,1.1,0.8,0.6,1.1,0.06263387811083082,0.0825396626774012
257,3234541412,0.01859922727344653,4.6,4.7,3.0,4.1,0.380551857066998,0.23633691139538376
258,3239015930,0.011448498001345467,1.9,1.7,0.9,3.0,0.16847316644464133,0.18207903130928815
259,1157156125,0.011448498001345467,0.5,0.7,0.5,1.1,0.10030935716061677,0.18207903130928815
260,2234742529,0.030450444848239933,4.6,0.7,3.7,4.8,0.6884177623265628,0.300816711527256
261,59818041,0.0018018679035892223,2.9,0.6,0.6,2.1,0.06783456974919343,0.029913823351421277
262,17514507,0.0021009963244625067,0.9,0.5,1.0,0.6,0.04178983547133819,0.041106740219567735
263,630996086,0.002571043998532308,2.4,0.7,0.7,1.7,0.07945465272791494,0.05624491210051878
264,1898531839,0.0027296301902785666,1.2,0.7,2.5,1.6,0.027677698437753848,0.06078011352084069
265,2205244526,0.003116817556886547,1.7,0.9,0.6,4.0,0.06263387811083082,0.07089257330076087
266,365530240,0.29676876603976116,4.8,3.3,4.2,4.7,0.826453203646374,0.7081126267613624
267,2828725880,0.38545888128841016,4.7,3.5,4.6,4.4,0.8495856011768973,0.7564524646655568
268,2787149318,0.002571043998532308,0.5,0.6,3.5,1.3,0.04918384795249982,0.05624491210051878
269,1660780662,0.030450444848239933,4.1,1.4,1.5,3.8,0.6884177623265628,0.300816711527256
270,3296287847,0.005213309669283597,2.7,0.5,0.6,3.9,0.22180647190550215,0.11116719108518804
271,251380995,0.0018018679035892223,0.5,0.4,0.4,0.2,0.027677698437753848,0.029913823351421277
272,1935950348,0.06747906081432216,4.6,0.8,2.1,3.6,0.44245148142042123,0.4336774335329319
273,2226617958,0.026940288992638697,2.4,1.2,1.2,3.2,0.3039573320934062,0.28378247513569405
274,3240037444,0.023811568542435598,1.3,2.0,0.9,2.7,0.19374947883382485,0.26734400306340506
275,549333171,0.0020139366550120737,1.4,0.5,0.7,3.4,0.03546593341354506,0.037980136466376074
276,1253022062,0.0018655051726169808,1.1,1.3,0.7,2.5,0.04918384795249982,0.032398754737074244
277,2468605219,0.030450444848239933,2.2,0.8,1.2,3.8,0.44245148142042123,0.300816711527256
278,232323103,0.24446254495086733,3.5,2.9,3.9,3.4,0.8701191997119831,0.6729387518017023
279,313747750,0.4158259511579834,4.4,1.7,2.6,3.3,0.7238002465135849,0.7713044789889335
280,197746485,0.009037049400998034,3.1,2.1,0.3,4.6,0.42151725890598224,0.15881746424200632
281,789937347739656193,0.07519311407072778,4.4,0.7,3.8,4.8,0.7866262980972412,0.4540057291614072
282,1467954344,0.026940288992638697,3.8,1.1,0.7,2.5,0.3039573320934062,0.28378247513569405
283,113026974,0.006431292840898396,1.1,1.4,0.9,1.2,0.05333128056896264,0.1285158337598371
284,3252737648,0.0027296301902785666,4.2,0.6,0.6,4.4,0.10030935716061677,0.06078011352084069
285,383188372,0.35515431108103784,4.5,0.7,2.5,4.6,0.6310548366819692,0.7409598586102422
286,4453827508,0.9052279070132568,4.6,4.2,4.1,4.8,0.9530817363696625,0.9573060895532347
287,2810830497.0,,,,,,,
288,622761530,0.14577620294303828,4.8,4.6,3.7,4.8,0.826453203646374,0.5768086562548855
289,180494607,0.003626193494014071,1.1,0.7,1.2,3.3,0.07945465272791494,0.0825396626774012
290,2202644206,0.0029102973297387607,0.3,0.8,0.8,1.3,0.01983296694956421,0.06565556198004287
291,739911248238809092,0.003626193494014071,1.6,0.9,0.5,3.3,0.07945465272791494,0.0825396626774012
292,1348461828,0.24446254495086733,3.8,3.2,0.8,4.6,0.5487020083865324,0.6729387518017023
293,2851769912,0.002571043998532308,1.4,0.7,1.3,2.4,0.08592399976334196,0.05624491210051878
294,2456995790,0.012907437350993261,0.3,0.8,0.8,0.4,0.06783456974919343,0.19466773728450495
295,1924367557,0.0029102973297387607,3.8,0.8,1.8,4.4,0.08592399976334196,0.06565556198004287
296,2875852637,0.0033536770167744536,0.6,0.3,1.4,0.3,0.038503444945083086,0.07651310672792835
297,52930506,0.22121616027906205,1.9,2.1,1.5,2.9,0.6310548366819692,0.6545596461071505
298,1932351392,0.003116817556886547,1.3,1.8,2.8,1.0,0.038503444945083086,0.07089257330076087
299,789924398438445056,0.023811568542435598,0.7,0.6,1.5,2.6,0.13558257714003935,0.26734400306340506
300,1677406682.0,,,,,,,
301,2436045642,0.003626193494014071,0.4,0.5,1.6,1.2,0.04918384795249982,0.0825396626774012
