Time Difference,user.screen_name
00:00:17,realtortto
00:05:12,MaeroCarol
00:06:51,knittingalone
00:24:34,MannieMforever
00:29:21,PrimeauNeil
00:30:04,smithalamd
00:31:32,RogerForTRUMP
00:32:45,DeplorableDee
00:34:11,Smakdaddy422
00:40:29,butteronastick
00:40:57,Xander_ExE
00:41:23,Lisa22545183
00:41:24,clintonchineduc
00:41:59,ctyu
00:42:29,Cgar1971Chad
00:46:45,BrownMarelina
00:47:06,nanr18
00:47:21,broker1ajs
00:48:45,Cranekami455
00:48:55,KEVDSP10
00:53:04,BertiniJohn
00:54:31,dlindianos
01:00:26,YoungInformed87
01:07:43,SecretAZ12
01:09:48,MatthewJinx
01:10:57,Bucketjeff
01:12:55,SkippyManuel
01:20:33,LeahR77
01:22:48,Scrufey21Me
01:29:05,1stayinformed
01:45:08,NwekeJero
02:15:53,veganvecoh
02:15:58,LedaNeilson
02:16:44,Mike_Sand_Man
02:25:53,AngryCitizen8
02:34:43,AB04030218
02:52:29,nikkimcpherson
02:52:33,1wh1tet1ger2
03:03:28,LOYALtoTRUMP
03:04:26,CherishedSolace
03:45:00,Jesus2Come
03:46:31,candyw
03:49:12,angelena4Cs
03:52:47,blackhat57
03:54:28,RatnerLynn
04:50:44,EDMATIK
05:06:23,woitekj
05:44:23,DonohoeEthan
05:56:45,rickybobby90210
06:31:21,VA4DJT
06:53:15,lancasterwhims
