created_at,id,retweeted_status.created_at,retweeted_status.id,retweeted_status.retweet_count,retweeted_status.user.followers_count,retweeted_status.user.id,text,user.followers_count,user.friends_count,user.id,user.screen_name
Tue Nov 08 19:31:50 +0000 2016,796072760120221696,Tue Nov 08 19:31:27 +0000 2016,796072663072538624,8,93206,710990834972233728,"RT @Always_Trump: REMINDER: Hillary passes out and gets chucked into a van like a side of beef #HillarysHealth #ElectionDay #Voted… ",311,334,745346531469852673,GreatLee_Johnny
Tue Nov 08 19:31:52 +0000 2016,796072766936141824,Tue Nov 08 19:31:27 +0000 2016,796072663072538624,11,93198,710990834972233728,"RT @Always_Trump: REMINDER: Hillary passes out and gets chucked into a van like a side of beef #HillarysHealth #ElectionDay #Voted… ",282,145,780829149950726144,thatgirlsandra5
Tue Nov 08 19:32:18 +0000 2016,796072876222935040,Tue Nov 08 19:31:27 +0000 2016,796072663072538624,18,93200,710990834972233728,"RT @Always_Trump: REMINDER: Hillary passes out and gets chucked into a van like a side of beef #HillarysHealth #ElectionDay #Voted… ",2384,2669,371711815,nana_agyemann
Tue Nov 08 19:32:31 +0000 2016,796072930811740160,Tue Nov 08 19:31:27 +0000 2016,796072663072538624,22,93200,710990834972233728,"RT @Always_Trump: REMINDER: Hillary passes out and gets chucked into a van like a side of beef #HillarysHealth #ElectionDay #Voted… ",4008,4998,2676550971,patriot_girl_77
Tue Nov 08 19:32:33 +0000 2016,796072938038525952,Tue Nov 08 19:31:27 +0000 2016,796072663072538624,24,93200,710990834972233728,"RT @Always_Trump: REMINDER: Hillary passes out and gets chucked into a van like a side of beef #HillarysHealth #ElectionDay #Voted… ",28,90,4071079997,guntisanne
Tue Nov 08 19:32:36 +0000 2016,796072952739598337,Tue Nov 08 19:31:27 +0000 2016,796072663072538624,25,93200,710990834972233728,"RT @Always_Trump: REMINDER: Hillary passes out and gets chucked into a van like a side of beef #HillarysHealth #ElectionDay #Voted… ",158,146,839583163,fastfrank42
Tue Nov 08 19:32:40 +0000 2016,796072969579745280,Tue Nov 08 19:31:27 +0000 2016,796072663072538624,28,93200,710990834972233728,"RT @Always_Trump: REMINDER: Hillary passes out and gets chucked into a van like a side of beef #HillarysHealth #ElectionDay #Voted… ",84,70,1362401384,OkanaganSunny
Tue Nov 08 19:33:58 +0000 2016,796073296051650560,Tue Nov 08 19:31:27 +0000 2016,796072663072538624,46,93208,710990834972233728,"RT @Always_Trump: REMINDER: Hillary passes out and gets chucked into a van like a side of beef #HillarysHealth #ElectionDay #Voted… ",26,32,498356924,Chritacular
Tue Nov 08 19:34:05 +0000 2016,796073324895993857,Tue Nov 08 19:31:27 +0000 2016,796072663072538624,49,93200,710990834972233728,"RT @Always_Trump: REMINDER: Hillary passes out and gets chucked into a van like a side of beef #HillarysHealth #ElectionDay #Voted… ",594,680,250131859,Timekeeper1972
Tue Nov 08 19:34:20 +0000 2016,796073388183814144,Tue Nov 08 19:31:27 +0000 2016,796072663072538624,53,93200,710990834972233728,"RT @Always_Trump: REMINDER: Hillary passes out and gets chucked into a van like a side of beef #HillarysHealth #ElectionDay #Voted… ",127,270,3292346870,ehvaaaa
