id,retweeted_status.id,created_at,retweeted_status.created_at,user.id,user.screen_name,user.friends_count,user.followers_count,retweeted_status.user.id,retweeted_status.user.screen_name,retweeted_status.user.followers_count,retweeted_status.user.friends_count,text,retweeted_status.retweet_count
795972987589718020,795970323325796356,Tue Nov 08 12:55:23 +0000 2016,Tue Nov 08 12:44:48 +0000 2016,2305261994,Lilchief0270,465,22,336190254,DamiraMaricic,44844,45917,"RT @DamiraMaricic: Being the 1st female president of our country is an honorable and prestigious position! Which you, @HillaryClinton, sadl…",74
795972996603248640,795970323325796356,Tue Nov 08 12:55:25 +0000 2016,Tue Nov 08 12:44:48 +0000 2016,3353124735,eacsolution,628,23,336190254,DamiraMaricic,44844,45917,"RT @DamiraMaricic: Being the 1st female president of our country is an honorable and prestigious position! Which you, @HillaryClinton, sadl…",75
795973019151822848,795970323325796356,Tue Nov 08 12:55:30 +0000 2016,Tue Nov 08 12:44:48 +0000 2016,3159124043,kerrigoldsitmh,55,7,336190254,DamiraMaricic,44844,45917,"RT @DamiraMaricic: Being the 1st female president of our country is an honorable and prestigious position! Which you, @HillaryClinton, sadl…",76
795973041561817088,795970323325796356,Tue Nov 08 12:55:36 +0000 2016,Tue Nov 08 12:44:48 +0000 2016,2444793679,escarle7t97t,309,31,336190254,DamiraMaricic,44843,45917,"RT @DamiraMaricic: Being the 1st female president of our country is an honorable and prestigious position! Which you, @HillaryClinton, sadl…",77
795973100823318532,795970323325796356,Tue Nov 08 12:55:50 +0000 2016,Tue Nov 08 12:44:48 +0000 2016,2226589578,RoscoetWyeh,538,17,336190254,DamiraMaricic,44844,45917,"RT @DamiraMaricic: Being the 1st female president of our country is an honorable and prestigious position! Which you, @HillaryClinton, sadl…",78
795973134465667073,795970323325796356,Tue Nov 08 12:55:58 +0000 2016,Tue Nov 08 12:44:48 +0000 2016,2607920990,JimVenruto,358,25,336190254,DamiraMaricic,44843,45917,"RT @DamiraMaricic: Being the 1st female president of our country is an honorable and prestigious position! Which you, @HillaryClinton, sadl…",79
795973160285904896,795970323325796356,Tue Nov 08 12:56:04 +0000 2016,Tue Nov 08 12:44:48 +0000 2016,2257855489,PierreTsniea,423,35,336190254,DamiraMaricic,44844,45917,"RT @DamiraMaricic: Being the 1st female president of our country is an honorable and prestigious position! Which you, @HillaryClinton, sadl…",80
795973198462341120,795970323325796356,Tue Nov 08 12:56:13 +0000 2016,Tue Nov 08 12:44:48 +0000 2016,3182855389,DoctorNetXarys,783,26,336190254,DamiraMaricic,44843,45917,"RT @DamiraMaricic: Being the 1st female president of our country is an honorable and prestigious position! Which you, @HillaryClinton, sadl…",81
795973219635331073,795970323325796356,Tue Nov 08 12:56:18 +0000 2016,Tue Nov 08 12:44:48 +0000 2016,2360425122,ojymacok,207,19,336190254,DamiraMaricic,44844,45917,"RT @DamiraMaricic: Being the 1st female president of our country is an honorable and prestigious position! Which you, @HillaryClinton, sadl…",82
795973249201045504,795970323325796356,Tue Nov 08 12:56:25 +0000 2016,Tue Nov 08 12:44:48 +0000 2016,3503012176,Stynksyhf,660,21,336190254,DamiraMaricic,44844,45917,"RT @DamiraMaricic: Being the 1st female president of our country is an honorable and prestigious position! Which you, @HillaryClinton, sadl…",83
795973308281851904,795970323325796356,Tue Nov 08 12:56:39 +0000 2016,Tue Nov 08 12:44:48 +0000 2016,703536098597797889,mainelarwye,254,42,336190254,DamiraMaricic,44843,45917,"RT @DamiraMaricic: Being the 1st female president of our country is an honorable and prestigious position! Which you, @HillaryClinton, sadl…",84
795973334869544960,795970323325796356,Tue Nov 08 12:56:46 +0000 2016,Tue Nov 08 12:44:48 +0000 2016,2822735220,ralphhiskc,589,18,336190254,DamiraMaricic,44843,45917,"RT @DamiraMaricic: Being the 1st female president of our country is an honorable and prestigious position! Which you, @HillaryClinton, sadl…",85
795973370441560064,795970323325796356,Tue Nov 08 12:56:54 +0000 2016,Tue Nov 08 12:44:48 +0000 2016,702772984323383296,CaptnMorga9n4,333,40,336190254,DamiraMaricic,44844,45917,"RT @DamiraMaricic: Being the 1st female president of our country is an honorable and prestigious position! Which you, @HillaryClinton, sadl…",86
795973393778638848,795970323325796356,Tue Nov 08 12:57:00 +0000 2016,Tue Nov 08 12:44:48 +0000 2016,3299670246,sgulsie,881,45,336190254,DamiraMaricic,44844,45917,"RT @DamiraMaricic: Being the 1st female president of our country is an honorable and prestigious position! Which you, @HillaryClinton, sadl…",87
795973427798622208,795970323325796356,Tue Nov 08 12:57:08 +0000 2016,Tue Nov 08 12:44:48 +0000 2016,2657845927,TheMelleZono,311,12,336190254,DamiraMaricic,44844,45917,"RT @DamiraMaricic: Being the 1st female president of our country is an honorable and prestigious position! Which you, @HillaryClinton, sadl…",88
795973445691539456,795970323325796356,Tue Nov 08 12:57:12 +0000 2016,Tue Nov 08 12:44:48 +0000 2016,3154306918,curgny,1305,101,336190254,DamiraMaricic,44844,45917,"RT @DamiraMaricic: Being the 1st female president of our country is an honorable and prestigious position! Which you, @HillaryClinton, sadl…",89
