id,retweeted_status.id,created_at,retweeted_status.created_at,retweeted_status.user.screen_name,retweeted_status.user.id,retweeted_status.user.friends_count,retweeted_status.user.followers_count,user.screen_name,user.id,user.friends_count,user.followers_count,retweeted_status.retweet_count,retweeted_status.text
795983671689936898,795982963909357568,Tue Nov 08 13:37:50 +0000 2016,Tue Nov 08 13:35:01 +0000 2016,jimmykimmel,26053643,488,8135776,CalebRyman,1045789716,244,76,82,BREAKING - @RealDonaldTrump endorses @HillaryClinton for President... https://t.co/o4LlAUPNcC
795983675070513154,795982963909357568,Tue Nov 08 13:37:51 +0000 2016,Tue Nov 08 13:35:01 +0000 2016,jimmykimmel,26053643,488,8135776,melodysworld_,47246767,644,641,83,BREAKING - @RealDonaldTrump endorses @HillaryClinton for President... https://t.co/o4LlAUPNcC
795983685707268098,795982963909357568,Tue Nov 08 13:37:53 +0000 2016,Tue Nov 08 13:35:01 +0000 2016,jimmykimmel,26053643,488,8135774,heysammycat,18873165,211,63,84,BREAKING - @RealDonaldTrump endorses @HillaryClinton for President... https://t.co/o4LlAUPNcC
795983688660111361,795982963909357568,Tue Nov 08 13:37:54 +0000 2016,Tue Nov 08 13:35:01 +0000 2016,jimmykimmel,26053643,488,8135774,oliana90986045,2468068772,109,13,85,BREAKING - @RealDonaldTrump endorses @HillaryClinton for President... https://t.co/o4LlAUPNcC
795983697929469952,795982963909357568,Tue Nov 08 13:37:56 +0000 2016,Tue Nov 08 13:35:01 +0000 2016,jimmykimmel,26053643,488,8135776,holly70492856,2851824215,175,39,86,BREAKING - @RealDonaldTrump endorses @HillaryClinton for President... https://t.co/o4LlAUPNcC
795983698692833280,795982963909357568,Tue Nov 08 13:37:57 +0000 2016,Tue Nov 08 13:35:01 +0000 2016,jimmykimmel,26053643,488,8135776,finding_naeemah,352421634,1326,1489,86,BREAKING - @RealDonaldTrump endorses @HillaryClinton for President... https://t.co/o4LlAUPNcC
795983704376143872,795982963909357568,Tue Nov 08 13:37:58 +0000 2016,Tue Nov 08 13:35:01 +0000 2016,jimmykimmel,26053643,488,8135776,mmagin35,2744931285,294,106,88,BREAKING - @RealDonaldTrump endorses @HillaryClinton for President... https://t.co/o4LlAUPNcC
795983705508577280,795982963909357568,Tue Nov 08 13:37:58 +0000 2016,Tue Nov 08 13:35:01 +0000 2016,jimmykimmel,26053643,488,8135776,monikabwatson,2945011552,260,54,89,BREAKING - @RealDonaldTrump endorses @HillaryClinton for President... https://t.co/o4LlAUPNcC
795983713645580289,795982963909357568,Tue Nov 08 13:38:00 +0000 2016,Tue Nov 08 13:35:01 +0000 2016,jimmykimmel,26053643,488,8135776,Bullerdrengen,999074934,600,62,90,BREAKING - @RealDonaldTrump endorses @HillaryClinton for President... https://t.co/o4LlAUPNcC
795983752581222400,795982963909357568,Tue Nov 08 13:38:09 +0000 2016,Tue Nov 08 13:35:01 +0000 2016,jimmykimmel,26053643,488,8135776,reillymills,581828430,369,398,94,BREAKING - @RealDonaldTrump endorses @HillaryClinton for President... https://t.co/o4LlAUPNcC
795983753873133568,795982963909357568,Tue Nov 08 13:38:10 +0000 2016,Tue Nov 08 13:35:01 +0000 2016,jimmykimmel,26053643,488,8135776,laisgoncalves2,116439951,430,669,95,BREAKING - @RealDonaldTrump endorses @HillaryClinton for President... https://t.co/o4LlAUPNcC
795983759875174400,795982963909357568,Tue Nov 08 13:38:11 +0000 2016,Tue Nov 08 13:35:01 +0000 2016,jimmykimmel,26053643,488,8135776,Hangie30,43161403,203,27,96,BREAKING - @RealDonaldTrump endorses @HillaryClinton for President... https://t.co/o4LlAUPNcC
795983772571365376,795982963909357568,Tue Nov 08 13:38:14 +0000 2016,Tue Nov 08 13:35:01 +0000 2016,jimmykimmel,26053643,488,8135776,Patty_Coffey,144212764,898,332,97,BREAKING - @RealDonaldTrump endorses @HillaryClinton for President... https://t.co/o4LlAUPNcC
795983775100530688,795982963909357568,Tue Nov 08 13:38:15 +0000 2016,Tue Nov 08 13:35:01 +0000 2016,jimmykimmel,26053643,488,8135776,Roxane_I_am,250951895,372,34,98,BREAKING - @RealDonaldTrump endorses @HillaryClinton for President... https://t.co/o4LlAUPNcC
795983784202108928,795982963909357568,Tue Nov 08 13:38:17 +0000 2016,Tue Nov 08 13:35:01 +0000 2016,jimmykimmel,26053643,488,8135776,deyowe,23198450,70,10,99,BREAKING - @RealDonaldTrump endorses @HillaryClinton for President... https://t.co/o4LlAUPNcC
