user_id,cap,content_score,friend_score,network_score,sentiment_score,english_score,universal_score
336190254,0.038677030425236264,0.7,1.1,1.4,0.2,0.14589765727494236,0.33655519548719853
34717352,0.0043042404804791,0.9,0.8,1.3,0.7,0.08592399976334196,0.09590276214117437
2497380902.0,,,,,,,
2393437044.0,,,,,,,
1624904616.0,,,,,,,
2476088233.0,,,,,,,
1874447365.0,,,,,,,
2477536646.0,,,,,,,
3461940501,0.661263570635997,4.6,2.8,2.9,4.6,0.9178878139616656,0.8762045479593887
2476241982.0,,,,,,,
2502370724.0,,,,,,,
2360659446.0,,,,,,,
4370916880.0,,,,,,,
2542586058.0,,,,,,,
3242754537.0,,,,,,,
7.077348078250107e+17,,,,,,,
3260225720.0,,,,,,,
2526073843.0,,,,,,,
2385964333.0,,,,,,,
3438235528.0,,,,,,,
1317347384.0,,,,,,,
4405537276.0,,,,,,,
2521836782.0,,,,,,,
2521973659.0,,,,,,,
1649421650.0,,,,,,,
3199769494.0,,,,,,,
2354944597.0,,,,,,,
4403852727.0,,,,,,,
2716013095.0,,,,,,,
3251209263.0,,,,,,,
3289987426.0,,,,,,,
2476225471.0,,,,,,,
3256849627.0,,,,,,,
3410918945.0,,,,,,,
2385824984.0,,,,,,,
3254255787.0,,,,,,,
3228843807.0,,,,,,,
7.047611367643628e+17,,,,,,,
2505916027.0,,,,,,,
2683407979.0,,,,,,,
3008018877.0,,,,,,,
2352260360.0,,,,,,,
7.035556902001787e+17,,,,,,,
7.123967201480991e+17,,,,,,,
2294905111.0,,,,,,,
3256425638.0,,,,,,,
7.042237548602737e+17,,,,,,,
3253809006.0,,,,,,,
2533634581.0,,,,,,,
3334118337.0,,,,,,,
2718156774.0,,,,,,,
3334977184.0,,,,,,,
2606334103.0,,,,,,,
7.026980353573478e+17,,,,,,,
3228839223.0,,,,,,,
2327838175.0,,,,,,,
2497036369.0,,,,,,,
3256362811.0,,,,,,,
7.035382610048492e+17,,,,,,,
2495303816.0,,,,,,,
2495967248.0,,,,,,,
2396729874.0,,,,,,,
2262993763.0,,,,,,,
2518638542.0,,,,,,,
3258029034.0,,,,,,,
2491367718.0,,,,,,,
2487314725.0,,,,,,,
2296275595.0,,,,,,,
7.682266683350385e+17,,,,,,,
3257751096.0,,,,,,,
2372286607,0.007183846426565749,1.0,0.8,1.0,1.3,0.09286695366967546,0.13802618960216584
7.057553644411372e+17,,,,,,,
2212271941.0,,,,,,,
2521356662.0,,,,,,,
2974148632.0,,,,,,,
3156197656.0,,,,,,,
3348072088.0,,,,,,,
3023307034.0,,,,,,,
3157896191,0.8294998725518729,4.5,2.7,2.8,4.7,0.9352316115657808,0.9318767534287423
2466897068.0,,,,,,,
2730528288.0,,,,,,,
2408976536.0,,,,,,,
2495427722.0,,,,,,,
3257326806.0,,,,,,,
7.063708187591148e+17,,,,,,,
2255235080.0,,,,,,,
2440330676,0.845413117578195,4.8,2.4,4.6,4.5,0.9448325758058531,0.9369230763705965
2438070409.0,,,,,,,
7.042069933393879e+17,,,,,,,
2396868572.0,,,,,,,
3241983104.0,,,,,,,
3345362859.0,,,,,,,
3256588879.0,,,,,,,
2355480925.0,,,,,,,
2670310068.0,,,,,,,
3197939931.0,,,,,,,
2552049302.0,,,,,,,
2594035735.0,,,,,,,
4371767914.0,,,,,,,
3201735243,0.845413117578195,4.6,2.3,2.6,4.6,0.960149429127191,0.9369230763705965
4769688253.0,,,,,,,
3291190555.0,,,,,,,
3347434403.0,,,,,,,
7.04295965436584e+17,,,,,,,
2362127005.0,,,,,,,
2491533480.0,,,,,,,
2406240242.0,,,,,,,
2740803162.0,,,,,,,
2753545825.0,,,,,,,
2190255830.0,,,,,,,
2484315902.0,,,,,,,
3001493859.0,,,,,,,
2525558084.0,,,,,,,
2490125364.0,,,,,,,
55113653,0.01645230483113907,1.1,0.8,1.9,0.9,0.10827700665723966,0.22179568769021463
4813107140.0,,,,,,,
2546949367.0,,,,,,,
2780405263.0,,,,,,,
3228299001.0,,,,,,,
3350283215.0,,,,,,,
3332389317.0,,,,,,,
2548955311.0,,,,,,,
2313176178.0,,,,,,,
3183309056.0,,,,,,,
2714549430.0,,,,,,,
3271626134.0,,,,,,,
3434752871.0,,,,,,,
2356022707.0,,,,,,,
7.028295379235717e+17,,,,,,,
2159123114.0,,,,,,,
3151138518.0,,,,,,,
2612622456.0,,,,,,,
3184305998.0,,,,,,,
2555628847.0,,,,,,,
7.057176413239255e+17,,,,,,,
2299914631.0,,,,,,,
4565681413.0,,,,,,,
3360318593.0,,,,,,,
2409524731.0,,,,,,,
2497564770.0,,,,,,,
772838251057020928,0.14577620294303828,3.4,2.4,3.3,3.2,0.7238002465135849,0.5768086562548855
3447140055.0,,,,,,,
2410070112.0,,,,,,,
2473035930.0,,,,,,,
503136870,0.0018018679035892223,0.6,0.4,0.4,0.3,0.01983296694956421,0.029913823351421277
3234119245.0,,,,,,,
3322509275.0,,,,,,,
3438680957.0,,,,,,,
2277942935,0.003626193494014071,2.6,0.8,1.7,1.2,0.04918384795249982,0.0825396626774012
7.050468105496863e+17,,,,,,,
2203610466,0.8731487918871739,4.7,2.5,3.1,4.0,0.9688694437075864,0.9459854875837471
184722910,0.01859922727344653,0.6,0.8,0.5,0.9,0.07945465272791494,0.23633691139538376
2269213592.0,,,,,,,
1541332592.0,,,,,,,
2334289446.0,,,,,,,
7.043108450613903e+17,,,,,,,
3353222585.0,,,,,,,
2357189714.0,,,,,,,
16571052,0.003940623559956331,0.7,0.6,0.9,0.6,0.030068974042493608,0.08899515596679244
3448155683.0,,,,,,,
2762651493.0,,,,,,,
2358622854.0,,,,,,,
3184251692.0,,,,,,,
2384346523.0,,,,,,,
2577297846.0,,,,,,,
3408192891.0,,,,,,,
7.028185320447099e+17,,,,,,,
3266995795.0,,,,,,,
3367932869.0,,,,,,,
1957488432.0,,,,,,,
2358444078.0,,,,,,,
3348592215.0,,,,,,,
2334545238.0,,,,,,,
4601590933.0,,,,,,,
4320301752,0.13065598435976788,2.3,2.0,1.2,2.6,0.46359219069702307,0.5565870373496533
2505417374.0,,,,,,,
2497551570.0,,,,,,,
3256137852.0,,,,,,,
2836335005.0,,,,,,,
2332897416.0,,,,,,,
3352582888.0,,,,,,,
2462206206.0,,,,,,,
7.031762631171113e+17,,,,,,,
7.076665767120691e+17,,,,,,,
2478888008.0,,,,,,,
