"_id",created_at,id,retweeted_status.created_at,retweeted_status.id,retweeted_status.retweet_count,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.id,retweeted_status.user.screen_name,text,user.followers_count,user.friends_count,user.id,user.screen_name
5821dd0d369b220024821a29,Tue Nov 08 14:11:26 +0000 2016,795992126425284608,Tue Nov 08 14:06:15 +0000 2016,795990823162744833,49,5149,95,757029661289304064,alaskantexanQCT,"RT @alaskantexanQCT: #ElectionDay @HillaryClinton and all the pollsters severely underestimated how pissed off WE THE PEOPLE are!!… ",239,1104,711920732691931136,FreeSpeechFan
5821dd0f369b220024821a5f,Tue Nov 08 14:11:28 +0000 2016,795992133320720385,Tue Nov 08 14:06:15 +0000 2016,795990823162744833,50,5149,95,757029661289304064,alaskantexanQCT,"RT @alaskantexanQCT: #ElectionDay @HillaryClinton and all the pollsters severely underestimated how pissed off WE THE PEOPLE are!!… ",120,130,493846006,cimhogcimhog
5821dd12369b220024821abf,Tue Nov 08 14:11:31 +0000 2016,795992146096648192,Tue Nov 08 14:06:15 +0000 2016,795990823162744833,51,5150,95,757029661289304064,alaskantexanQCT,"RT @alaskantexanQCT: #ElectionDay @HillaryClinton and all the pollsters severely underestimated how pissed off WE THE PEOPLE are!!… ",46,31,786576360781119489,Legolas_Truth
5821dd14369b220024821afc,Tue Nov 08 14:11:33 +0000 2016,795992155290365961,Tue Nov 08 14:06:15 +0000 2016,795990823162744833,52,5151,95,757029661289304064,alaskantexanQCT,"RT @alaskantexanQCT: #ElectionDay @HillaryClinton and all the pollsters severely underestimated how pissed off WE THE PEOPLE are!!… ",5050,4651,41940890,HBwriterMike
5821dd16369b220024821b1e,Tue Nov 08 14:11:34 +0000 2016,795992161753776128,Tue Nov 08 14:06:15 +0000 2016,795990823162744833,53,5151,95,757029661289304064,alaskantexanQCT,"RT @alaskantexanQCT: #ElectionDay @HillaryClinton and all the pollsters severely underestimated how pissed off WE THE PEOPLE are!!… ",31488,2894,3497865853,veganvecoh
5821dd16369b220024821b26,Tue Nov 08 14:11:34 +0000 2016,795992162236301312,Tue Nov 08 14:06:15 +0000 2016,795990823162744833,53,5150,95,757029661289304064,alaskantexanQCT,"RT @alaskantexanQCT: #ElectionDay @HillaryClinton and all the pollsters severely underestimated how pissed off WE THE PEOPLE are!!… ",3108,4707,58019322,ALLENnKELLY
5821dd18369b220024821b59,Tue Nov 08 14:11:36 +0000 2016,795992169362444288,Tue Nov 08 14:06:15 +0000 2016,795990823162744833,55,5150,95,757029661289304064,alaskantexanQCT,"RT @alaskantexanQCT: #ElectionDay @HillaryClinton and all the pollsters severely underestimated how pissed off WE THE PEOPLE are!!… ",12,11,781008165169143808,LaRainChandler
5821dd1d369b220024821c01,Tue Nov 08 14:11:41 +0000 2016,795992190782676992,Tue Nov 08 14:06:15 +0000 2016,795990823162744833,56,5150,95,757029661289304064,alaskantexanQCT,"RT @alaskantexanQCT: #ElectionDay @HillaryClinton and all the pollsters severely underestimated how pissed off WE THE PEOPLE are!!… ",36878,10214,563769620,JesCaraballo15
5821dd1e369b220024821c19,Tue Nov 08 14:11:42 +0000 2016,795992194268233730,Tue Nov 08 14:06:15 +0000 2016,795990823162744833,57,5150,95,757029661289304064,alaskantexanQCT,"RT @alaskantexanQCT: #ElectionDay @HillaryClinton and all the pollsters severely underestimated how pissed off WE THE PEOPLE are!!… ",3267,3534,1097027300,TH3R34LTRUTH
5821dd20369b220024821c61,Tue Nov 08 14:11:45 +0000 2016,795992204560961536,Tue Nov 08 14:06:15 +0000 2016,795990823162744833,58,5150,95,757029661289304064,alaskantexanQCT,"RT @alaskantexanQCT: #ElectionDay @HillaryClinton and all the pollsters severely underestimated how pissed off WE THE PEOPLE are!!… ",23,13,142058666,cmflippen
5821dd21369b220024821c7c,Tue Nov 08 14:11:45 +0000 2016,795992207182483457,Tue Nov 08 14:06:15 +0000 2016,795990823162744833,59,5150,95,757029661289304064,alaskantexanQCT,"RT @alaskantexanQCT: #ElectionDay @HillaryClinton and all the pollsters severely underestimated how pissed off WE THE PEOPLE are!!… ",1044,1708,513855461,mamoobonnie
5821dd24369b220024821cf0,Tue Nov 08 14:11:49 +0000 2016,795992221455618048,Tue Nov 08 14:06:15 +0000 2016,795990823162744833,60,5150,95,757029661289304064,alaskantexanQCT,"RT @alaskantexanQCT: #ElectionDay @HillaryClinton and all the pollsters severely underestimated how pissed off WE THE PEOPLE are!!… ",12,81,795662478940237824,hayleighrebekah
5821dd24369b220024821cf5,Tue Nov 08 14:11:49 +0000 2016,795992221975613440,Tue Nov 08 14:06:15 +0000 2016,795990823162744833,60,5151,95,757029661289304064,alaskantexanQCT,"RT @alaskantexanQCT: #ElectionDay @HillaryClinton and all the pollsters severely underestimated how pissed off WE THE PEOPLE are!!… ",625,1294,715673939305848836,conrad_branch
5821dd2b369b220024821dbc,Tue Nov 08 14:11:56 +0000 2016,795992251562414081,Tue Nov 08 14:06:15 +0000 2016,795990823162744833,62,5150,95,757029661289304064,alaskantexanQCT,"RT @alaskantexanQCT: #ElectionDay @HillaryClinton and all the pollsters severely underestimated how pissed off WE THE PEOPLE are!!… ",1235,913,266578573,PiperPlexed
5821dd2f369b220024821e0d,Tue Nov 08 14:11:59 +0000 2016,795992265391017984,Tue Nov 08 14:06:15 +0000 2016,795990823162744833,63,5151,95,757029661289304064,alaskantexanQCT,"RT @alaskantexanQCT: #ElectionDay @HillaryClinton and all the pollsters severely underestimated how pissed off WE THE PEOPLE are!!… ",171,1078,37960280,westld
5821dd30369b220024821e3b,Tue Nov 08 14:12:01 +0000 2016,795992272001269760,Tue Nov 08 14:06:15 +0000 2016,795990823162744833,64,5151,95,757029661289304064,alaskantexanQCT,"RT @alaskantexanQCT: #ElectionDay @HillaryClinton and all the pollsters severely underestimated how pissed off WE THE PEOPLE are!!… ",2805,3731,710979399684898816,rrtaylor52
5821dd37369b220024821f06,Tue Nov 08 14:12:08 +0000 2016,795992301965348864,Tue Nov 08 14:06:15 +0000 2016,795990823162744833,65,5151,95,757029661289304064,alaskantexanQCT,"RT @alaskantexanQCT: #ElectionDay @HillaryClinton and all the pollsters severely underestimated how pissed off WE THE PEOPLE are!!… ",1161,2004,401098850,JoeTew
5821dd38369b220024821f12,Tue Nov 08 14:12:08 +0000 2016,795992304347652097,Tue Nov 08 14:06:15 +0000 2016,795990823162744833,66,5151,95,757029661289304064,alaskantexanQCT,"RT @alaskantexanQCT: #ElectionDay @HillaryClinton and all the pollsters severely underestimated how pissed off WE THE PEOPLE are!!… ",495,304,4352293774,peggyd6710
5821dd39369b220024821f21,Tue Nov 08 14:12:09 +0000 2016,795992307975782400,Tue Nov 08 14:06:15 +0000 2016,795990823162744833,67,5151,95,757029661289304064,alaskantexanQCT,"RT @alaskantexanQCT: #ElectionDay @HillaryClinton and all the pollsters severely underestimated how pissed off WE THE PEOPLE are!!… ",1291,1873,732033531304501252,MonteThompson54
5821dd42369b220024822028,Tue Nov 08 14:12:19 +0000 2016,795992347960078337,Tue Nov 08 14:06:15 +0000 2016,795990823162744833,68,5151,95,757029661289304064,alaskantexanQCT,"RT @alaskantexanQCT: #ElectionDay @HillaryClinton and all the pollsters severely underestimated how pissed off WE THE PEOPLE are!!… ",1042,1881,34402904,shanehawks
5821dd43369b220024822049,Tue Nov 08 14:12:19 +0000 2016,795992350845763584,Tue Nov 08 14:06:15 +0000 2016,795990823162744833,69,5151,95,757029661289304064,alaskantexanQCT,"RT @alaskantexanQCT: #ElectionDay @HillaryClinton and all the pollsters severely underestimated how pissed off WE THE PEOPLE are!!… ",145,348,3609323963,Cyrus_Noori
5821dd44369b220024822068,Tue Nov 08 14:12:20 +0000 2016,795992354301808640,Tue Nov 08 14:06:15 +0000 2016,795990823162744833,70,5151,95,757029661289304064,alaskantexanQCT,"RT @alaskantexanQCT: #ElectionDay @HillaryClinton and all the pollsters severely underestimated how pissed off WE THE PEOPLE are!!… ",1441,751,2859303759,heathershi2
5821dd47369b2200248220b9,Tue Nov 08 14:12:23 +0000 2016,795992366536683521,Tue Nov 08 14:06:15 +0000 2016,795990823162744833,71,5151,95,757029661289304064,alaskantexanQCT,"RT @alaskantexanQCT: #ElectionDay @HillaryClinton and all the pollsters severely underestimated how pissed off WE THE PEOPLE are!!… ",4342,697,3300840995,PGH4Bernie
5821dd49369b2200248220f6,Tue Nov 08 14:12:25 +0000 2016,795992374963040256,Tue Nov 08 14:06:15 +0000 2016,795990823162744833,72,5151,95,757029661289304064,alaskantexanQCT,"RT @alaskantexanQCT: #ElectionDay @HillaryClinton and all the pollsters severely underestimated how pissed off WE THE PEOPLE are!!… ",616,256,2986665808,6ae025af2132401
5821dd4a369b220024822114,Tue Nov 08 14:12:26 +0000 2016,795992379715125249,Tue Nov 08 14:06:15 +0000 2016,795990823162744833,73,5151,95,757029661289304064,alaskantexanQCT,"RT @alaskantexanQCT: #ElectionDay @HillaryClinton and all the pollsters severely underestimated how pissed off WE THE PEOPLE are!!… ",46,38,343062801,AngelicDeby
5821dd4e369b220024822184,Tue Nov 08 14:12:30 +0000 2016,795992394219057152,Tue Nov 08 14:06:15 +0000 2016,795990823162744833,74,5151,95,757029661289304064,alaskantexanQCT,"RT @alaskantexanQCT: #ElectionDay @HillaryClinton and all the pollsters severely underestimated how pissed off WE THE PEOPLE are!!… ",416,797,15725874,girl_writing
5821dd58369b2200248222b0,Tue Nov 08 14:12:41 +0000 2016,795992440696143872,Tue Nov 08 14:06:15 +0000 2016,795990823162744833,75,5151,95,757029661289304064,alaskantexanQCT,"RT @alaskantexanQCT: #ElectionDay @HillaryClinton and all the pollsters severely underestimated how pissed off WE THE PEOPLE are!!… ",129,228,786189934868701184,harden_beverly
5821dd63369b2200248223e0,Tue Nov 08 14:12:51 +0000 2016,795992484773904384,Tue Nov 08 14:06:15 +0000 2016,795990823162744833,76,5152,95,757029661289304064,alaskantexanQCT,"RT @alaskantexanQCT: #ElectionDay @HillaryClinton and all the pollsters severely underestimated how pissed off WE THE PEOPLE are!!… ",161,235,1733057005,DirtyMouseBalls
5821dd6d369b220024822519,Tue Nov 08 14:13:02 +0000 2016,795992529002971136,Tue Nov 08 14:06:15 +0000 2016,795990823162744833,77,5151,95,757029661289304064,alaskantexanQCT,"RT @alaskantexanQCT: #ElectionDay @HillaryClinton and all the pollsters severely underestimated how pissed off WE THE PEOPLE are!!… ",103,248,55423231,9856sillslane
