created_at,id,retweeted_status.created_at,retweeted_status.id,retweeted_status.retweet_count,retweeted_status.user.followers_count,retweeted_status.user.id,text,user.followers_count,user.friends_count,user.id,user.screen_name
Tue Nov 08 22:50:09 +0000 2016,796122667384532996,Tue Nov 08 22:49:59 +0000 2016,796122624778797057,3,67297185,79293791,RT @rihanna: #Election2016 #ElectionDay #ImWithHer https://t.co/65zBtxNMBB,114,88,748985320767619072,sivanskid
Tue Nov 08 22:50:11 +0000 2016,796122672425996288,Tue Nov 08 22:49:59 +0000 2016,796122624778797057,4,67297186,79293791,RT @rihanna: #Election2016 #ElectionDay #ImWithHer https://t.co/65zBtxNMBB,503,273,1388334378,aguusting_
Tue Nov 08 22:50:12 +0000 2016,796122679208243200,Tue Nov 08 22:49:59 +0000 2016,796122624778797057,9,67297185,79293791,RT @rihanna: #Election2016 #ElectionDay #ImWithHer https://t.co/65zBtxNMBB,578,862,175547117,Sylveon_Swift
Tue Nov 08 22:50:15 +0000 2016,796122691841441792,Tue Nov 08 22:49:59 +0000 2016,796122624778797057,14,67297185,79293791,RT @rihanna: #Election2016 #ElectionDay #ImWithHer https://t.co/65zBtxNMBB,1010,106,866789322,egzonabajraktar
Tue Nov 08 22:50:15 +0000 2016,796122692269342720,Tue Nov 08 22:49:59 +0000 2016,796122624778797057,14,67297185,79293791,RT @rihanna: #Election2016 #ElectionDay #ImWithHer https://t.co/65zBtxNMBB,3,204,796119245906214916,stefajestemhej1
Tue Nov 08 22:50:16 +0000 2016,796122694114807809,Tue Nov 08 22:49:59 +0000 2016,796122624778797057,16,67297186,79293791,RT @rihanna: #Election2016 #ElectionDay #ImWithHer https://t.co/65zBtxNMBB,1839,138,2455599102,KajolsSelen
Tue Nov 08 22:50:17 +0000 2016,796122698992730112,Tue Nov 08 22:49:59 +0000 2016,796122624778797057,18,67297186,79293791,RT @rihanna: #Election2016 #ElectionDay #ImWithHer https://t.co/65zBtxNMBB,12953,6494,716004816091291652,ASTARTESCORPIO
Tue Nov 08 22:50:17 +0000 2016,796122700959911936,Tue Nov 08 22:49:59 +0000 2016,796122624778797057,21,67297187,79293791,RT @rihanna: #Election2016 #ElectionDay #ImWithHer https://t.co/65zBtxNMBB,1051,693,100107733,Kris27jam
Tue Nov 08 22:50:18 +0000 2016,796122703942086656,Tue Nov 08 22:49:59 +0000 2016,796122624778797057,22,67297189,79293791,RT @rihanna: #Election2016 #ElectionDay #ImWithHer https://t.co/65zBtxNMBB,577,661,987582858,owensbronzi
Tue Nov 08 22:50:18 +0000 2016,796122704806088704,Tue Nov 08 22:49:59 +0000 2016,796122624778797057,23,67297189,79293791,RT @rihanna: #Election2016 #ElectionDay #ImWithHer https://t.co/65zBtxNMBB,134,41,1337171875,Yummie_yumm
Tue Nov 08 22:50:19 +0000 2016,796122709407084544,Tue Nov 08 22:49:59 +0000 2016,796122624778797057,25,67297393,79293791,RT @rihanna: #Election2016 #ElectionDay #ImWithHer https://t.co/65zBtxNMBB,11985,991,51320411,JRAM_91
Tue Nov 08 22:50:20 +0000 2016,796122713660260352,Tue Nov 08 22:49:59 +0000 2016,796122624778797057,27,67297190,79293791,RT @rihanna: #Election2016 #ElectionDay #ImWithHer https://t.co/65zBtxNMBB,5641,1230,220795500,MrMouthAlmighty
Tue Nov 08 22:50:20 +0000 2016,796122713542819840,Tue Nov 08 22:49:59 +0000 2016,796122624778797057,27,67297190,79293791,RT @rihanna: #Election2016 #ElectionDay #ImWithHer https://t.co/65zBtxNMBB,544,486,64839405,TMonfardini
Tue Nov 08 22:50:22 +0000 2016,796122719225921536,Tue Nov 08 22:49:59 +0000 2016,796122624778797057,29,67297393,79293791,RT @rihanna: #Election2016 #ElectionDay #ImWithHer https://t.co/65zBtxNMBB,1779,449,2799453924,ErinaaAgustin
Tue Nov 08 22:50:22 +0000 2016,796122721646215169,Tue Nov 08 22:49:59 +0000 2016,796122624778797057,32,67297193,79293791,RT @rihanna: #Election2016 #ElectionDay #ImWithHer https://t.co/65zBtxNMBB,1412,474,4909771845,HybsArt
Tue Nov 08 22:50:23 +0000 2016,796122725630808066,Tue Nov 08 22:49:59 +0000 2016,796122624778797057,36,67297193,79293791,RT @rihanna: #Election2016 #ElectionDay #ImWithHer https://t.co/65zBtxNMBB,2496,2609,1084163330,magaoon
Tue Nov 08 22:50:23 +0000 2016,796122726612094977,Tue Nov 08 22:49:59 +0000 2016,796122624778797057,37,67297396,79293791,RT @rihanna: #Election2016 #ElectionDay #ImWithHer https://t.co/65zBtxNMBB,323,466,300585205,BitchNastyDoe
Tue Nov 08 22:50:24 +0000 2016,796122726960336897,Tue Nov 08 22:49:59 +0000 2016,796122624778797057,37,67297193,79293791,RT @rihanna: #Election2016 #ElectionDay #ImWithHer https://t.co/65zBtxNMBB,52,100,788692922321502208,OdgmetHHaze666
Tue Nov 08 22:50:24 +0000 2016,796122727568592896,Tue Nov 08 22:49:59 +0000 2016,796122624778797057,40,67297193,79293791,RT @rihanna: #Election2016 #ElectionDay #ImWithHer https://t.co/65zBtxNMBB,728,303,2914690797,ana1ra
