created_at,id,retweeted_status.created_at,retweeted_status.id,retweeted_status.retweet_count,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.id,retweeted_status.user.screen_name,text,user.followers_count,user.friends_count,user.id,user.screen_name
Tue Nov 08 21:07:05 +0000 2016,796096729900843009,Tue Nov 08 21:06:27 +0000 2016,796096570030780416,6,51959,47846,4224729994,TEN_GOP,"RT @TEN_GOP: 🚨VoterFraud: Philly Democrat Judge of Elections inside voting booth with voter‼️

#ElectionDay #IVoted (Via… ",129,97,4832063230,countrymouse11
Tue Nov 08 21:07:06 +0000 2016,796096734338359296,Tue Nov 08 21:06:27 +0000 2016,796096570030780416,8,51959,47846,4224729994,TEN_GOP,"RT @TEN_GOP: 🚨VoterFraud: Philly Democrat Judge of Elections inside voting booth with voter‼️

#ElectionDay #IVoted (Via… ",1811,490,2261000927,EMMA__732
Tue Nov 08 21:07:18 +0000 2016,796096783508242432,Tue Nov 08 21:06:27 +0000 2016,796096570030780416,11,51959,47846,4224729994,TEN_GOP,"RT @TEN_GOP: 🚨VoterFraud: Philly Democrat Judge of Elections inside voting booth with voter‼️

#ElectionDay #IVoted (Via… ",3293,3805,2497286180,1776BetsyRoss
Tue Nov 08 21:07:41 +0000 2016,796096881113833473,Tue Nov 08 21:06:27 +0000 2016,796096570030780416,18,51959,47846,4224729994,TEN_GOP,"RT @TEN_GOP: 🚨VoterFraud: Philly Democrat Judge of Elections inside voting booth with voter‼️

#ElectionDay #IVoted (Via… ",364,794,31219558,CITYDOGSPA
Tue Nov 08 21:07:42 +0000 2016,796096884729409536,Tue Nov 08 21:06:27 +0000 2016,796096570030780416,20,51959,47846,4224729994,TEN_GOP,"RT @TEN_GOP: 🚨VoterFraud: Philly Democrat Judge of Elections inside voting booth with voter‼️

#ElectionDay #IVoted (Via… ",154,183,756988954755395584,TeaBoots
Tue Nov 08 21:07:44 +0000 2016,796096891247214592,Tue Nov 08 21:06:27 +0000 2016,796096570030780416,21,51962,47841,4224729994,TEN_GOP,"RT @TEN_GOP: 🚨VoterFraud: Philly Democrat Judge of Elections inside voting booth with voter‼️

#ElectionDay #IVoted (Via… ",111,147,497399405,JamesWHicks
Tue Nov 08 21:08:00 +0000 2016,796096961086636033,Tue Nov 08 21:06:27 +0000 2016,796096570030780416,22,51960,47846,4224729994,TEN_GOP,"RT @TEN_GOP: 🚨VoterFraud: Philly Democrat Judge of Elections inside voting booth with voter‼️

#ElectionDay #IVoted (Via… ",470,831,392532561,VictoriaLDias
Tue Nov 08 21:08:46 +0000 2016,796097153676509184,Tue Nov 08 21:06:27 +0000 2016,796096570030780416,34,51960,47846,4224729994,TEN_GOP,"RT @TEN_GOP: 🚨VoterFraud: Philly Democrat Judge of Elections inside voting booth with voter‼️

#ElectionDay #IVoted (Via… ",24,68,4644660315,PattyHamilton19
Tue Nov 08 21:08:47 +0000 2016,796097158059532289,Tue Nov 08 21:06:27 +0000 2016,796096570030780416,35,51960,47846,4224729994,TEN_GOP,"RT @TEN_GOP: 🚨VoterFraud: Philly Democrat Judge of Elections inside voting booth with voter‼️

#ElectionDay #IVoted (Via… ",1357,2639,703776194903220224,AGUIRRE2970
Tue Nov 08 21:08:57 +0000 2016,796097196479447041,Tue Nov 08 21:06:27 +0000 2016,796096570030780416,37,51960,47846,4224729994,TEN_GOP,"RT @TEN_GOP: 🚨VoterFraud: Philly Democrat Judge of Elections inside voting booth with voter‼️

#ElectionDay #IVoted (Via… ",884,1812,1662836400,isabelleh37m
Tue Nov 08 21:08:59 +0000 2016,796097207523016704,Tue Nov 08 21:06:27 +0000 2016,796096570030780416,38,51960,47846,4224729994,TEN_GOP,"RT @TEN_GOP: 🚨VoterFraud: Philly Democrat Judge of Elections inside voting booth with voter‼️

#ElectionDay #IVoted (Via… ",33,17,783437987111636993,RealMcConaha
Tue Nov 08 21:09:03 +0000 2016,796097225516453888,Tue Nov 08 21:06:27 +0000 2016,796096570030780416,40,51963,47841,4224729994,TEN_GOP,"RT @TEN_GOP: 🚨VoterFraud: Philly Democrat Judge of Elections inside voting booth with voter‼️

#ElectionDay #IVoted (Via… ",723,711,717293167708545024,Trumpisapatriot
Tue Nov 08 21:09:06 +0000 2016,796097238091100162,Tue Nov 08 21:06:27 +0000 2016,796096570030780416,41,51960,47846,4224729994,TEN_GOP,"RT @TEN_GOP: 🚨VoterFraud: Philly Democrat Judge of Elections inside voting booth with voter‼️

#ElectionDay #IVoted (Via… ",313,318,3855726676,Lstoud1
Tue Nov 08 21:09:24 +0000 2016,796097312472842240,Tue Nov 08 21:06:27 +0000 2016,796096570030780416,45,51960,47847,4224729994,TEN_GOP,"RT @TEN_GOP: 🚨VoterFraud: Philly Democrat Judge of Elections inside voting booth with voter‼️

#ElectionDay #IVoted (Via… ",276,242,2339429099,redladywalkon
Tue Nov 08 21:09:38 +0000 2016,796097371079852032,Tue Nov 08 21:06:27 +0000 2016,796096570030780416,50,51961,47847,4224729994,TEN_GOP,"RT @TEN_GOP: 🚨VoterFraud: Philly Democrat Judge of Elections inside voting booth with voter‼️

#ElectionDay #IVoted (Via… ",6383,6606,360967238,RICHARDVAUGHN2
Tue Nov 08 21:09:59 +0000 2016,796097459252592640,Tue Nov 08 21:06:27 +0000 2016,796096570030780416,55,51962,47847,4224729994,TEN_GOP,"RT @TEN_GOP: 🚨VoterFraud: Philly Democrat Judge of Elections inside voting booth with voter‼️

#ElectionDay #IVoted (Via… ",104,123,19304182,changesupporter
Tue Nov 08 21:10:04 +0000 2016,796097480366628864,Tue Nov 08 21:06:27 +0000 2016,796096570030780416,56,51962,47847,4224729994,TEN_GOP,"RT @TEN_GOP: 🚨VoterFraud: Philly Democrat Judge of Elections inside voting booth with voter‼️

#ElectionDay #IVoted (Via… ",37,123,455798325,dovidlee
Tue Nov 08 21:10:14 +0000 2016,796097522355859457,Tue Nov 08 21:06:27 +0000 2016,796096570030780416,60,51962,47847,4224729994,TEN_GOP,"RT @TEN_GOP: 🚨VoterFraud: Philly Democrat Judge of Elections inside voting booth with voter‼️

#ElectionDay #IVoted (Via… ",544,655,414129530,westillarepsu
Tue Nov 08 21:10:17 +0000 2016,796097534645022720,Tue Nov 08 21:06:27 +0000 2016,796096570030780416,62,51965,47842,4224729994,TEN_GOP,"RT @TEN_GOP: 🚨VoterFraud: Philly Democrat Judge of Elections inside voting booth with voter‼️

#ElectionDay #IVoted (Via… ",807,807,242089448,TheGOATVital
Tue Nov 08 21:10:27 +0000 2016,796097576286257152,Tue Nov 08 21:06:27 +0000 2016,796096570030780416,64,51962,47847,4224729994,TEN_GOP,"RT @TEN_GOP: 🚨VoterFraud: Philly Democrat Judge of Elections inside voting booth with voter‼️

#ElectionDay #IVoted (Via… ",376,838,3475563322,KrisSGator
Tue Nov 08 21:10:41 +0000 2016,796097635698569217,Tue Nov 08 21:06:27 +0000 2016,796096570030780416,66,51962,47847,4224729994,TEN_GOP,"RT @TEN_GOP: 🚨VoterFraud: Philly Democrat Judge of Elections inside voting booth with voter‼️

#ElectionDay #IVoted (Via… ",133,135,770270814381932544,sameperfectlive
Tue Nov 08 21:10:47 +0000 2016,796097660411346944,Tue Nov 08 21:06:27 +0000 2016,796096570030780416,69,51962,47847,4224729994,TEN_GOP,"RT @TEN_GOP: 🚨VoterFraud: Philly Democrat Judge of Elections inside voting booth with voter‼️

#ElectionDay #IVoted (Via… ",255,640,2286977055,jhscott12
Tue Nov 08 21:10:55 +0000 2016,796097694351638529,Tue Nov 08 21:06:27 +0000 2016,796096570030780416,72,51962,47847,4224729994,TEN_GOP,"RT @TEN_GOP: 🚨VoterFraud: Philly Democrat Judge of Elections inside voting booth with voter‼️

#ElectionDay #IVoted (Via… ",210,214,287322864,nihilcorsum
