created_at,id,retweeted_status.created_at,retweeted_status.retweet_count,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.id,retweeted_status.user.screen_name,text,user.followers_count,user.friends_count,user.id,user.screen_name,Time Difference,Weight,size
18:33:11,796057999055982592,18:32:48,3,24740,12782,4218156466,America_1st_,"RT @America_1st_: 🚨BREAKING🚨

Machine Refuses to Allow Vote For Trump in Pennsylvania!!

#VoterFraud #ElectionDay https://t.co/f5efnGdWF3",5762,5846,25572164,Rusher4DNCE,0 days 00:00:23.000000000,375.65217391304344,0.9856312008210742
18:33:39,796058116534272000,18:32:48,9,24740,12782,4218156466,America_1st_,"RT @America_1st_: 🚨BREAKING🚨

Machine Refuses to Allow Vote For Trump in Pennsylvania!!

#VoterFraud #ElectionDay https://t.co/f5efnGdWF3",9791,9518,915314664,Steve_Key1,0 days 00:00:51.000000000,169.41176470588235,1.028682496322757
18:33:52,796058172066824192,18:32:48,13,24740,12782,4218156466,America_1st_,"RT @America_1st_: 🚨BREAKING🚨

Machine Refuses to Allow Vote For Trump in Pennsylvania!!

#VoterFraud #ElectionDay https://t.co/f5efnGdWF3",11,50,368137707,WolfOfDarknesss,0 days 00:01:04.000000000,135.0,0.22
18:33:59,796058200881496065,18:32:48,15,24740,12782,4218156466,America_1st_,"RT @America_1st_: 🚨BREAKING🚨

Machine Refuses to Allow Vote For Trump in Pennsylvania!!

#VoterFraud #ElectionDay https://t.co/f5efnGdWF3",1301,94,60089996,bigpaulusa,0 days 00:01:11.000000000,121.69014084507042,13.840425531914894
18:34:10,796058246616256513,18:32:48,17,24740,12782,4218156466,America_1st_,"RT @America_1st_: 🚨BREAKING🚨

Machine Refuses to Allow Vote For Trump in Pennsylvania!!

#VoterFraud #ElectionDay https://t.co/f5efnGdWF3",464,723,705443103394562049,normanxc711,0 days 00:01:22.000000000,105.3658536585366,0.6417704011065007
18:34:55,796058435813068800,18:32:48,22,24740,12782,4218156466,America_1st_,"RT @America_1st_: 🚨BREAKING🚨

Machine Refuses to Allow Vote For Trump in Pennsylvania!!

#VoterFraud #ElectionDay https://t.co/f5efnGdWF3",26,221,781889848391139328,Ciaralliida,0 days 00:02:07.000000000,68.03149606299213,0.11764705882352941
18:35:02,796058464481112066,18:32:48,23,24740,12782,4218156466,America_1st_,"RT @America_1st_: 🚨BREAKING🚨

Machine Refuses to Allow Vote For Trump in Pennsylvania!!

#VoterFraud #ElectionDay https://t.co/f5efnGdWF3",20,37,842806212,JeffDoser,0 days 00:02:14.000000000,64.4776119402985,0.5405405405405406
18:35:55,796058687152549888,18:32:48,32,24740,12782,4218156466,America_1st_,"RT @America_1st_: 🚨BREAKING🚨

Machine Refuses to Allow Vote For Trump in Pennsylvania!!

#VoterFraud #ElectionDay https://t.co/f5efnGdWF3",38,295,740875734152011776,cyiencebish,0 days 00:03:07.000000000,46.20320855614973,0.1288135593220339
18:35:56,796058691610890240,18:32:48,33,24740,12782,4218156466,America_1st_,"RT @America_1st_: 🚨BREAKING🚨

Machine Refuses to Allow Vote For Trump in Pennsylvania!!

#VoterFraud #ElectionDay https://t.co/f5efnGdWF3",178,556,57465698,JPCents,0 days 00:03:08.000000000,45.95744680851064,0.32014388489208634
18:36:07,796058738016845824,18:32:48,35,24740,12782,4218156466,America_1st_,"RT @America_1st_: 🚨BREAKING🚨

Machine Refuses to Allow Vote For Trump in Pennsylvania!!

#VoterFraud #ElectionDay https://t.co/f5efnGdWF3",610,220,385194334,melvinteach,0 days 00:03:19.000000000,43.41708542713568,2.772727272727273
