created_at,id,retweeted_status.created_at,Source,retweeted_status.retweet_count,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.id,retweeted_status.user.screen_name,text,user.followers_count,user.friends_count,user.id,user.screen_name,Time Difference,Weight,size,Target
20:23:49,796085841835626496,20:22:42,796085557466136577,4,24781,12781,4218156466,America_1st_,"RT @America_1st_: ""My name is Brittany Foreman.. and today I witnessed #VoterFraud.""

Spread it, deplorables! Don't let them steal ou… ",1312,1972,2767657664,TrumpAmerica17,0 days 00:01:07.000000000,128.955223880597,0.665314401622718,796085841835626496
20:23:55,796085863327420416,20:22:42,796085557466136577,5,24781,12781,4218156466,America_1st_,"RT @America_1st_: ""My name is Brittany Foreman.. and today I witnessed #VoterFraud.""

Spread it, deplorables! Don't let them steal ou… ",191,103,371781500,HadEnough1960,0 days 00:01:13.000000000,118.35616438356165,1.854368932038835,796085863327420416
20:25:35,796086286616502272,20:22:42,796085557466136577,12,24784,12781,4218156466,America_1st_,"RT @America_1st_: ""My name is Brittany Foreman.. and today I witnessed #VoterFraud.""

Spread it, deplorables! Don't let them steal ou… ",1155,1849,475099294,cjsmith2373,0 days 00:02:53.000000000,49.94219653179191,0.6246619794483504,796086286616502272
20:25:55,796086369718181889,20:22:42,796085557466136577,15,24784,12781,4218156466,America_1st_,"RT @America_1st_: ""My name is Brittany Foreman.. and today I witnessed #VoterFraud.""

Spread it, deplorables! Don't let them steal ou… ",265,319,58641522,monadica,0 days 00:03:13.000000000,44.766839378238345,0.8307210031347962,796086369718181889
20:26:08,796086423690559488,20:22:42,796085557466136577,16,24784,12781,4218156466,America_1st_,"RT @America_1st_: ""My name is Brittany Foreman.. and today I witnessed #VoterFraud.""

Spread it, deplorables! Don't let them steal ou… ",1120,2723,16000837,sirsurfalot,0 days 00:03:26.000000000,41.94174757281554,0.41131105398457585,796086423690559488
20:26:11,796086437657640961,20:22:42,796085557466136577,17,24784,12781,4218156466,America_1st_,"RT @America_1st_: ""My name is Brittany Foreman.. and today I witnessed #VoterFraud.""

Spread it, deplorables! Don't let them steal ou… ",249,481,755972306627796993,JodyIglehart1,0 days 00:03:29.000000000,41.33971291866028,0.5176715176715176,796086437657640961
20:26:30,796086517072592896,20:22:42,796085557466136577,18,24784,12781,4218156466,America_1st_,"RT @America_1st_: ""My name is Brittany Foreman.. and today I witnessed #VoterFraud.""

Spread it, deplorables! Don't let them steal ou… ",79,236,2544888626,enerful2,0 days 00:03:48.000000000,37.89473684210526,0.3347457627118644,796086517072592896
20:26:32,796086525209485312,20:22:42,796085557466136577,20,24784,12781,4218156466,America_1st_,"RT @America_1st_: ""My name is Brittany Foreman.. and today I witnessed #VoterFraud.""

Spread it, deplorables! Don't let them steal ou… ",472,124,2496606679,mayurpatel1661,0 days 00:03:50.000000000,37.56521739130435,3.806451612903226,796086525209485312
20:26:39,796086554401730560,20:22:42,796085557466136577,21,24784,12781,4218156466,America_1st_,"RT @America_1st_: ""My name is Brittany Foreman.. and today I witnessed #VoterFraud.""

Spread it, deplorables! Don't let them steal ou… ",169,118,99110821,cdesai21,0 days 00:03:57.000000000,36.45569620253165,1.4322033898305084,796086554401730560
20:28:56,796087129306701825,20:22:42,796085557466136577,35,24786,12781,4218156466,America_1st_,"RT @America_1st_: ""My name is Brittany Foreman.. and today I witnessed #VoterFraud.""

Spread it, deplorables! Don't let them steal ou… ",430,1014,2961260697,UNIX5551,0 days 00:06:14.000000000,23.101604278074866,0.4240631163708087,796087129306701825
20:29:16,796087212504993792,20:22:42,796085557466136577,38,24786,12781,4218156466,America_1st_,"RT @America_1st_: ""My name is Brittany Foreman.. and today I witnessed #VoterFraud.""

Spread it, deplorables! Don't let them steal ou… ",2705,2758,2686109520,kimbosa24,0 days 00:06:34.000000000,21.928934010152282,0.9807831762146483,796087212504993792
