created_at,id,retweeted_status.created_at,Source,retweeted_status.retweet_count,retweeted_status.user.followers_count,retweeted_status.user.id,text,user.followers_count,user.friends_count,user.id,user.screen_name,Time Difference,Weight,size,Target
18:14:59,796053419790397441,18:14:31,796053302693822465,9,51820,4224729994,"RT @TEN_GOP: 🚨BREAKING: Machine Refuses to Allow Vote For Trump in Pennsylvania!!

RT the hell out of it! #VoterFraud

#voted… ",3742,3853,67792695,gigiljm,0 days 00:00:28.000000000,308.57142857142856,0.97119127952245,796053419790397441
18:15:07,796053452552097792,18:14:31,796053302693822465,12,51820,4224729994,"RT @TEN_GOP: 🚨BREAKING: Machine Refuses to Allow Vote For Trump in Pennsylvania!!

RT the hell out of it! #VoterFraud

#voted… ",110,220,770473020347604992,CallingAstro424,0 days 00:00:36.000000000,240.0,0.5,796053452552097792
18:15:07,796053452472381444,18:14:31,796053302693822465,12,51820,4224729994,"RT @TEN_GOP: 🚨BREAKING: Machine Refuses to Allow Vote For Trump in Pennsylvania!!

RT the hell out of it! #VoterFraud

#voted… ",345,508,625723904,whoisjohngalt58,0 days 00:00:36.000000000,240.0,0.6791338582677166,796053452472381444
18:15:11,796053469807443968,18:14:31,796053302693822465,15,51820,4224729994,"RT @TEN_GOP: 🚨BREAKING: Machine Refuses to Allow Vote For Trump in Pennsylvania!!

RT the hell out of it! #VoterFraud

#voted… ",846,178,703318052927094784,Milos51611,0 days 00:00:40.000000000,216.0,4.752808988764045,796053469807443968
18:15:12,796053473825607680,18:14:31,796053302693822465,16,51820,4224729994,"RT @TEN_GOP: 🚨BREAKING: Machine Refuses to Allow Vote For Trump in Pennsylvania!!

RT the hell out of it! #VoterFraud

#voted… ",792,1870,751445536796913664,okiegrl87,0 days 00:00:41.000000000,210.7317073170732,0.4235294117647059,796053473825607680
18:15:13,796053477646540801,18:14:31,796053302693822465,18,51820,4224729994,"RT @TEN_GOP: 🚨BREAKING: Machine Refuses to Allow Vote For Trump in Pennsylvania!!

RT the hell out of it! #VoterFraud

#voted… ",43,110,3284381899,natack5,0 days 00:00:42.000000000,205.71428571428572,0.39090909090909093,796053477646540801
18:15:14,796053482633445376,18:14:31,796053302693822465,19,51819,4224729994,"RT @TEN_GOP: 🚨BREAKING: Machine Refuses to Allow Vote For Trump in Pennsylvania!!

RT the hell out of it! #VoterFraud

#voted… ",69,119,750725978645749761,herschel_matan,0 days 00:00:43.000000000,200.93023255813952,0.5798319327731093,796053482633445376
18:15:19,796053500148842496,18:14:31,796053302693822465,21,51819,4224729994,"RT @TEN_GOP: 🚨BREAKING: Machine Refuses to Allow Vote For Trump in Pennsylvania!!

RT the hell out of it! #VoterFraud

#voted… ",145,975,3074629950,davejscorona,0 days 00:00:48.000000000,180.0,0.14871794871794872,796053500148842496
18:15:24,796053522764746753,18:14:31,796053302693822465,25,51820,4224729994,"RT @TEN_GOP: 🚨BREAKING: Machine Refuses to Allow Vote For Trump in Pennsylvania!!

RT the hell out of it! #VoterFraud

#voted… ",236,1190,343405136,TGPickern,0 days 00:00:53.000000000,163.0188679245283,0.19831932773109243,796053522764746753
18:15:29,796053545783066625,18:14:31,796053302693822465,28,51820,4224729994,"RT @TEN_GOP: 🚨BREAKING: Machine Refuses to Allow Vote For Trump in Pennsylvania!!

RT the hell out of it! #VoterFraud

#voted… ",72,296,3443356339,biggs_boss,0 days 00:00:58.000000000,148.96551724137933,0.24324324324324326,796053545783066625
18:15:30,796053549058785280,18:14:31,796053302693822465,29,51820,4224729994,"RT @TEN_GOP: 🚨BREAKING: Machine Refuses to Allow Vote For Trump in Pennsylvania!!

RT the hell out of it! #VoterFraud

#voted… ",1189,1597,251269492,Eliitrust,0 days 00:00:59.000000000,146.4406779661017,0.7445209768315592,796053549058785280
18:15:36,796053575373914112,18:14:31,796053302693822465,30,51820,4224729994,"RT @TEN_GOP: 🚨BREAKING: Machine Refuses to Allow Vote For Trump in Pennsylvania!!

RT the hell out of it! #VoterFraud

#voted… ",426,1687,766242758340280320,brokenveteran2,0 days 00:01:05.000000000,132.92307692307693,0.25251926496739774,796053575373914112
18:15:43,796053604268437504,18:14:31,796053302693822465,36,51820,4224729994,"RT @TEN_GOP: 🚨BREAKING: Machine Refuses to Allow Vote For Trump in Pennsylvania!!

RT the hell out of it! #VoterFraud

#voted… ",6,77,1696880564,OwnOrFall,0 days 00:01:12.000000000,120.0,0.07792207792207792,796053604268437504
18:15:44,796053608374632448,18:14:31,796053302693822465,38,51820,4224729994,"RT @TEN_GOP: 🚨BREAKING: Machine Refuses to Allow Vote For Trump in Pennsylvania!!

RT the hell out of it! #VoterFraud

#voted… ",58,484,2369843809,cushenhart1,0 days 00:01:13.000000000,118.35616438356165,0.11983471074380166,796053608374632448
18:15:46,796053616415113216,18:14:31,796053302693822465,43,51820,4224729994,"RT @TEN_GOP: 🚨BREAKING: Machine Refuses to Allow Vote For Trump in Pennsylvania!!

RT the hell out of it! #VoterFraud

#voted… ",18660,19422,128251507,bbvida,0 days 00:01:15.000000000,115.2,0.960766141489033,796053616415113216
18:15:50,796053634110918656,18:14:31,796053302693822465,52,51820,4224729994,"RT @TEN_GOP: 🚨BREAKING: Machine Refuses to Allow Vote For Trump in Pennsylvania!!

RT the hell out of it! #VoterFraud

#voted… ",251,505,971110213,JerryBluhm,0 days 00:01:19.000000000,109.36708860759492,0.497029702970297,796053634110918656
18:16:05,796053692923285504,18:14:31,796053302693822465,58,51819,4224729994,"RT @TEN_GOP: 🚨BREAKING: Machine Refuses to Allow Vote For Trump in Pennsylvania!!

RT the hell out of it! #VoterFraud

#voted… ",670,476,822701304,Kimmy__Diane__,0 days 00:01:34.000000000,91.91489361702128,1.4075630252100841,796053692923285504
18:16:10,796053714184192000,18:14:31,796053302693822465,64,51819,4224729994,"RT @TEN_GOP: 🚨BREAKING: Machine Refuses to Allow Vote For Trump in Pennsylvania!!

RT the hell out of it! #VoterFraud

#voted… ",1343,2075,2290504362,rtandat,0 days 00:01:39.000000000,87.27272727272728,0.6472289156626506,796053714184192000
18:16:11,796053721088036864,18:14:31,796053302693822465,68,51819,4224729994,"RT @TEN_GOP: 🚨BREAKING: Machine Refuses to Allow Vote For Trump in Pennsylvania!!

RT the hell out of it! #VoterFraud

#voted… ",200,336,14600110,c_aline,0 days 00:01:40.000000000,86.4,0.5952380952380952,796053721088036864
18:16:11,796053721788645376,18:14:31,796053302693822465,69,51820,4224729994,"RT @TEN_GOP: 🚨BREAKING: Machine Refuses to Allow Vote For Trump in Pennsylvania!!

RT the hell out of it! #VoterFraud

#voted… ",264,635,785861752361746433,Takemuricaback,0 days 00:01:40.000000000,86.4,0.415748031496063,796053721788645376
18:16:12,796053722384236545,18:14:31,796053302693822465,69,51820,4224729994,"RT @TEN_GOP: 🚨BREAKING: Machine Refuses to Allow Vote For Trump in Pennsylvania!!

RT the hell out of it! #VoterFraud

#voted… ",107,181,146677265,econfive,0 days 00:01:41.000000000,85.54455445544554,0.5911602209944752,796053722384236545
