,created_at,id,retweeted_status.created_at,retweeted_status.retweet_count,retweeted_status.user.followers_count,retweeted_status.user.id,text,user.followers_count,user.friends_count,user.id,user.screen_name,Time Difference,Weight,size,user_id,cap,content_score,friend_score,network_score,sentiment_score,english_score,universal_score,bot_english
0,18:56:37,796063894934605824,,,,,"🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… https://t.co/6IDSzgOTqD",51848,47785,4224729994,TEN_GOP,,,1.0850266820131842,4224729994.0,,,,,,,,-1.0
1,18:56:51,796063955378704388,18:56:37,1.0,51848.0,4224729994.0,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",444,381,713361782,HFTSpaceCadet,0 days 00:00:14.000000000,617.1428571428571,1.1653543307086611,713361782.0,0.0033536770167744536,3.3,1.0,0.8,3.8,0.06263387811083082,0.07651310672792835,0.0
2,18:56:57,796063977352654848,18:56:37,3.0,51848.0,4224729994.0,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",145,309,787089269437272064,RealJoeMirto,0 days 00:00:20.000000000,432.0,0.4692556634304207,7.87089269437272e+17,,,,,,,,-1.0
3,18:57:00,796063989931397120,18:56:37,5.0,51848.0,4224729994.0,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",276,148,769542302570311681,Apple55552,0 days 00:00:23.000000000,375.6521739130434,1.864864864864865,7.695423025703117e+17,0.003116817556886547,0.8,1.4,1.9,1.3,0.057807182984135924,0.07089257330076087,0.0
4,18:57:00,796063993282621440,18:56:37,7.0,51848.0,4224729994.0,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",1050,293,740630733681659904,littleoldme_2,0 days 00:00:23.000000000,375.6521739130434,3.583617747440273,7.406307336816599e+17,0.0057783009738140365,0.7,1.3,2.2,1.3,0.07945465272791494,0.11956986651967942,0.0
5,18:57:02,796064001759162368,18:56:37,10.0,51847.0,4224729994.0,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",48,116,2947475305,wallielect,0 days 00:00:25.000000000,345.6,0.4137931034482759,2947475305.0,0.021041094138717437,2.1,2.0,4.0,3.5,0.25265321740844954,0.25152334764543,0.0
6,18:57:28,796064110299541504,18:56:37,22.0,51847.0,4224729994.0,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",1660,285,92601375,AprilLaJune,0 days 00:00:51.000000000,169.41176470588238,5.824561403508773,92601375.0,0.04342086940555935,0.3,1.2,0.6,0.2,0.12588928944948308,0.3551862170861128,0.0
7,18:57:36,796064143895826433,18:56:37,25.0,51847.0,4224729994.0,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",473,311,893576652,allnighttom,0 days 00:00:59.000000000,146.44067796610167,1.5209003215434085,893576652.0,,,,,,,,-1.0
8,18:57:37,796064145422462976,18:56:37,26.0,51846.0,4224729994.0,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",153,179,111680038,Caggerty,0 days 00:01:00.000000000,144.0,0.8547486033519553,111680038.0,,,,,,,,-1.0
9,18:57:41,796064165228150784,18:56:37,29.0,51848.0,4224729994.0,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",157,279,584016500,cpnd226,0 days 00:01:04.000000000,135.0,0.5627240143369175,584016500.0,,,,,,,,-1.0
