created_at,id,retweeted_status.created_at,retweeted_status.id,retweeted_status.retweet_count,retweeted_status.user.followers_count,retweeted_status.user.id,text,user.followers_count,user.friends_count,user.id,user.screen_name
Tue Nov 08 18:56:37 +0000 2016,796063894934605824,,,,,,"🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… https://t.co/6IDSzgOTqD",51848,47785,4224729994,TEN_GOP
Tue Nov 08 18:56:51 +0000 2016,796063955378704388,Tue Nov 08 18:56:37 +0000 2016,796063894934605824,1,51848,4224729994,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",444,381,713361782,HFTSpaceCadet
Tue Nov 08 18:56:57 +0000 2016,796063977352654848,Tue Nov 08 18:56:37 +0000 2016,796063894934605824,3,51848,4224729994,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",145,309,787089269437272064,RealJoeMirto
Tue Nov 08 18:57:00 +0000 2016,796063989931397120,Tue Nov 08 18:56:37 +0000 2016,796063894934605824,5,51848,4224729994,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",276,148,769542302570311681,Apple55552
Tue Nov 08 18:57:00 +0000 2016,796063993282621440,Tue Nov 08 18:56:37 +0000 2016,796063894934605824,7,51848,4224729994,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",1050,293,740630733681659904,littleoldme_2
Tue Nov 08 18:57:02 +0000 2016,796064001759162368,Tue Nov 08 18:56:37 +0000 2016,796063894934605824,10,51847,4224729994,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",48,116,2947475305,wallielect
Tue Nov 08 18:57:28 +0000 2016,796064110299541504,Tue Nov 08 18:56:37 +0000 2016,796063894934605824,22,51847,4224729994,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",1660,285,92601375,AprilLaJune
Tue Nov 08 18:57:36 +0000 2016,796064143895826433,Tue Nov 08 18:56:37 +0000 2016,796063894934605824,25,51847,4224729994,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",473,311,893576652,allnighttom
Tue Nov 08 18:57:37 +0000 2016,796064145422462976,Tue Nov 08 18:56:37 +0000 2016,796063894934605824,26,51846,4224729994,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",153,179,111680038,Caggerty
Tue Nov 08 18:57:41 +0000 2016,796064165228150784,Tue Nov 08 18:56:37 +0000 2016,796063894934605824,29,51848,4224729994,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",157,279,584016500,cpnd226
Tue Nov 08 18:57:46 +0000 2016,796064186262581248,Tue Nov 08 18:56:37 +0000 2016,796063894934605824,32,51848,4224729994,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",1624,1230,2179196810,BlueStaterDemoc
Tue Nov 08 18:57:59 +0000 2016,796064240402628608,Tue Nov 08 18:56:37 +0000 2016,796063894934605824,38,51848,4224729994,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",425,307,2766239923,piercedart
Tue Nov 08 18:58:03 +0000 2016,796064257263763457,Tue Nov 08 18:56:37 +0000 2016,796063894934605824,39,51848,4224729994,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",110,241,4925562393,AlexDitt105
Tue Nov 08 18:58:14 +0000 2016,796064304202182656,Tue Nov 08 18:56:37 +0000 2016,796063894934605824,42,51848,4224729994,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",230,124,765207622169616384,iamdansim
Tue Nov 08 18:58:23 +0000 2016,796064338691944448,Tue Nov 08 18:56:37 +0000 2016,796063894934605824,44,51848,4224729994,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",246,366,4199181612,aj_elington
Tue Nov 08 18:58:23 +0000 2016,796064340646498305,Tue Nov 08 18:56:37 +0000 2016,796063894934605824,45,51848,4224729994,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",53,159,783677240336932864,conservemenot
Tue Nov 08 18:58:26 +0000 2016,796064353380352000,Tue Nov 08 18:56:37 +0000 2016,796063894934605824,47,51848,4224729994,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",48,202,1112735490,psnelson300
Tue Nov 08 18:58:34 +0000 2016,796064387870183428,Tue Nov 08 18:56:37 +0000 2016,796063894934605824,49,51848,4224729994,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",520,1216,117641761,db_ky
Tue Nov 08 18:58:44 +0000 2016,796064429406384129,Tue Nov 08 18:56:37 +0000 2016,796063894934605824,53,51849,4224729994,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",10581,5740,3376927462,ImmoralReport
Tue Nov 08 18:58:52 +0000 2016,796064462637666305,Tue Nov 08 18:56:37 +0000 2016,796063894934605824,56,51848,4224729994,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",4,18,4165988087,JonathanBooth72
Tue Nov 08 18:58:55 +0000 2016,796064475094781952,Tue Nov 08 18:56:37 +0000 2016,796063894934605824,57,51848,4224729994,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",1510,2366,100383930,BugsyBanks
Tue Nov 08 18:59:09 +0000 2016,796064534301671425,Tue Nov 08 18:56:37 +0000 2016,796063894934605824,64,51849,4224729994,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",3315,3165,223714177,Im_0n1
Tue Nov 08 18:59:14 +0000 2016,796064552655998976,Tue Nov 08 18:56:37 +0000 2016,796063894934605824,65,51849,4224729994,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",225,435,760105555658625024,ERimback
Tue Nov 08 18:59:15 +0000 2016,796064560130256897,Tue Nov 08 18:56:37 +0000 2016,796063894934605824,66,51849,4224729994,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",362,754,390533335,B_C_I_4
Tue Nov 08 18:59:25 +0000 2016,796064601460748288,Tue Nov 08 18:56:37 +0000 2016,796063894934605824,71,51848,4224729994,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",428,860,711042658500681729,Michael02077548
Tue Nov 08 18:59:26 +0000 2016,796064605374152704,Tue Nov 08 18:56:37 +0000 2016,796063894934605824,72,51849,4224729994,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",943,1080,3770851995,CelesteMontoy19
Tue Nov 08 18:59:26 +0000 2016,796064606443761664,Tue Nov 08 18:56:37 +0000 2016,796063894934605824,73,51849,4224729994,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",260,290,3083579811,delcruz66
Tue Nov 08 18:59:21 +0000 2016,796064584364859392,Tue Nov 08 18:56:37 +0000 2016,796063894934605824,70,51849,4224729994,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",2408,4999,713533069056016384,HillaryCriminal
Tue Nov 08 18:59:34 +0000 2016,796064639687589888,Tue Nov 08 18:56:37 +0000 2016,796063894934605824,78,51848,4224729994,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",136,180,132446717,epbenson
Tue Nov 08 18:59:43 +0000 2016,796064676916248576,Tue Nov 08 18:56:37 +0000 2016,796063894934605824,81,51848,4224729994,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",155,307,756656323702456320,ClintonKaineSux
Tue Nov 08 18:59:45 +0000 2016,796064684524924929,Tue Nov 08 18:56:37 +0000 2016,796063894934605824,83,51849,4224729994,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",56,97,196778339,Taxidriver69
Tue Nov 08 18:59:50 +0000 2016,796064705920036864,Tue Nov 08 18:56:37 +0000 2016,796063894934605824,84,51849,4224729994,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",119,83,702168623402455040,ailuy7
Tue Nov 08 18:59:51 +0000 2016,796064707874390016,Tue Nov 08 18:56:37 +0000 2016,796063894934605824,85,51848,4224729994,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",1375,1956,21395133,malefecent
Tue Nov 08 18:59:53 +0000 2016,796064718561546240,Tue Nov 08 18:56:37 +0000 2016,796063894934605824,86,51848,4224729994,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",5572,6099,215808662,Kimber4Trump
Tue Nov 08 19:00:05 +0000 2016,796064768968814596,Tue Nov 08 18:56:37 +0000 2016,796063894934605824,89,51850,4224729994,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",1470,2980,4020035189,newslaves2016
Tue Nov 08 19:00:07 +0000 2016,796064777755729921,Tue Nov 08 18:56:37 +0000 2016,796063894934605824,91,51849,4224729994,"RT @TEN_GOP: 🚨BREAKING: reports of #VoterFraud in Philly.. ""Instructional ballot"" being handed out inside polling stations‼️… ",424,714,769958789256663040,71Timez
