Time Difference,user.screen_name,Column1
0 days 00:40:40.000000000,greentea_pt,2
0 days 02:30:51.000000000,Greg713114081,2
0 days 02:30:51.000000000,Greg713114081,2
0 days 02:33:48.000000000,GregKnighten555,2
0 days 02:33:48.000000000,GregKnighten555,2
0 days 00:39:47.000000000,GregKotseos,2
0 days 00:39:47.000000000,GregKotseos,2
0 days 00:58:46.000000000,gregmoss319,2
0 days 00:58:46.000000000,gregmoss319,2
0 days 01:29:41.000000000,GregScheinert,2
0 days 01:29:41.000000000,GregScheinert,2
0 days 04:13:50.000000000,GreyMadison,2
0 days 04:13:50.000000000,GreyMadison,2
0 days 00:12:46.000000000,grgrnld1973,2
0 days 02:49:34.000000000,grgrnld1973,2
0 days 02:03:37.000000000,griswold_gwen,2
0 days 02:03:37.000000000,griswold_gwen,2
0 days 00:35:58.000000000,grit_lori,2
0 days 01:34:19.000000000,grit_lori,2
0 days 01:08:47.000000000,grliho,2
0 days 01:08:47.000000000,grliho,2
0 days 02:23:59.000000000,GroteBalle,2
0 days 02:23:59.000000000,GroteBalle,2
0 days 02:14:37.000000000,GrovesDawg,2
0 days 02:14:37.000000000,GrovesDawg,2
0 days 01:59:35.000000000,grrrilla,2
0 days 01:59:35.000000000,grrrilla,2
0 days 02:34:05.000000000,Gsimmons03Ginny,2
0 days 02:34:05.000000000,Gsimmons03Ginny,2
0 days 01:05:02.000000000,gstranyord153,2
0 days 01:05:02.000000000,gstranyord153,2
0 days 07:53:12.000000000,GTolbert9,2
0 days 07:53:12.000000000,GTolbert9,2
0 days 01:01:29.000000000,gufolibero,2
0 days 01:01:29.000000000,gufolibero,2
0 days 00:05:01.000000000,guillermohinoj1,2
0 days 00:05:01.000000000,guillermohinoj1,2
0 days 00:06:16.000000000,gulfmiss,2
0 days 00:06:16.000000000,gulfmiss,2
0 days 01:18:28.000000000,GUNHAND73,2
0 days 01:18:28.000000000,GUNHAND73,2
0 days 04:50:11.000000000,GunksBound,2
0 days 04:50:11.000000000,GunksBound,2
0 days 01:51:09.000000000,GunLazer,2
0 days 01:51:09.000000000,GunLazer,2
0 days 04:30:47.000000000,Gunner44444,2
0 days 01:34:02.000000000,Gunner44444,2
0 days 04:18:56.000000000,gunzz33180,2
0 days 04:18:56.000000000,gunzz33180,2
0 days 00:04:14.000000000,gupdiver,2
0 days 00:04:14.000000000,gupdiver,2
0 days 00:03:47.000000000,gurby1,2
0 days 00:03:47.000000000,gurby1,2
0 days 01:28:17.000000000,GUSMAR80,2
0 days 00:28:42.000000000,GUSMAR80,2
0 days 04:46:37.000000000,Guy75356686,2
0 days 01:52:01.000000000,Guy75356686,2
0 days 00:17:29.000000000,guytron2,2
0 days 00:21:10.000000000,guytron2,2
0 days 01:39:45.000000000,gvanpelt361,2
0 days 01:39:45.000000000,gvanpelt361,2
0 days 00:18:57.000000000,gwammaross,2
0 days 00:18:57.000000000,gwammaross,2
0 days 00:27:07.000000000,gwesnow,2
0 days 00:27:07.000000000,gwesnow,2
0 days 00:13:24.000000000,gxant05,2
0 days 00:13:24.000000000,gxant05,2
0 days 01:36:48.000000000,gypsie626,2
0 days 01:36:48.000000000,gypsie626,2
0 days 00:23:21.000000000,Gypsysoulpcb,2
0 days 00:23:21.000000000,Gypsysoulpcb,2
0 days 00:56:40.000000000,gzibordi,2
0 days 00:56:40.000000000,gzibordi,2
0 days 00:48:18.000000000,H2O4lifePa,2
0 days 00:48:18.000000000,H2O4lifePa,2
0 days 00:09:00.000000000,h7t,2
0 days 00:09:00.000000000,h7t,2
0 days 02:19:51.000000000,hadassahchen1,2
0 days 02:19:51.000000000,hadassahchen1,2
0 days 00:07:15.000000000,hahail,2
0 days 00:07:15.000000000,hahail,2
0 days 01:54:12.000000000,HaleYeah24,2
0 days 01:54:12.000000000,HaleYeah24,2
0 days 01:57:27.000000000,halezmom,2
0 days 01:57:27.000000000,halezmom,2
0 days 00:40:27.000000000,Hamm_04,2
0 days 00:40:27.000000000,Hamm_04,2
0 days 01:30:07.000000000,hamster_ai,2
0 days 01:30:07.000000000,hamster_ai,2
0 days 01:33:06.000000000,HandsomeRob10,2
0 days 01:33:06.000000000,HandsomeRob10,2
0 days 02:14:06.000000000,HandyManCallaha,2
0 days 02:14:06.000000000,HandyManCallaha,2
0 days 08:42:25.000000000,haniefhaider,2
0 days 08:42:25.000000000,haniefhaider,2
0 days 00:02:29.000000000,hankkohl,2
0 days 00:02:29.000000000,hankkohl,2
0 days 00:51:33.000000000,HankRobertson4,2
0 days 00:07:57.000000000,HankRobertson4,2
0 days 00:51:57.000000000,hanktastic1776,2
0 days 00:51:21.000000000,hanktastic1776,2
0 days 00:01:47.000000000,happinessjoy134,2
0 days 00:01:47.000000000,happinessjoy134,2
0 days 02:07:24.000000000,happyskip,2
0 days 02:01:11.000000000,happyskip,2
0 days 01:26:38.000000000,harbin_jacob,2
0 days 01:26:38.000000000,harbin_jacob,2
0 days 01:46:57.000000000,hardontruth,2
0 days 01:46:57.000000000,hardontruth,2
0 days 01:02:00.000000000,harlydogg,2
0 days 01:02:00.000000000,harlydogg,2
0 days 03:18:29.000000000,haroldrschmidt,2
0 days 03:18:29.000000000,haroldrschmidt,2
0 days 04:02:42.000000000,HarperMart,2
0 days 04:02:42.000000000,HarperMart,2
0 days 02:36:47.000000000,Harriettedm,2
0 days 02:36:47.000000000,Harriettedm,2
0 days 00:33:21.000000000,harrison569,2
0 days 00:33:21.000000000,harrison569,2
0 days 00:23:02.000000000,Harry_Dillema,2
0 days 00:23:02.000000000,Harry_Dillema,2
0 days 01:59:21.000000000,harrybrown1976,2
0 days 01:59:21.000000000,harrybrown1976,2
0 days 01:29:06.000000000,Harrykim333,2
0 days 01:29:06.000000000,Harrykim333,2
0 days 02:01:38.000000000,HarryTuttl3,2
0 days 02:01:38.000000000,HarryTuttl3,2
0 days 01:16:13.000000000,harshil2001,2
0 days 01:16:13.000000000,harshil2001,2
0 days 05:21:56.000000000,harvey02,2
0 days 05:21:56.000000000,harvey02,2
0 days 02:10:07.000000000,HarvirKalirai,2
0 days 02:10:07.000000000,HarvirKalirai,2
0 days 00:35:29.000000000,haveaclue85,2
0 days 00:02:14.000000000,haveaclue85,2
0 days 00:45:18.000000000,Hayes1954Hayes,2
0 days 00:02:25.000000000,Hayes1954Hayes,2
0 days 00:51:45.000000000,HayesKotseos,2
0 days 00:51:45.000000000,HayesKotseos,2
0 days 01:32:24.000000000,hayhead47,2
0 days 01:32:24.000000000,hayhead47,2
0 days 01:41:16.000000000,hcato1,2
0 days 01:41:16.000000000,hcato1,2
0 days 01:24:01.000000000,hdcowboy,2
0 days 01:24:01.000000000,hdcowboy,2
0 days 02:52:04.000000000,Heath_Caldwell,2
0 days 02:52:04.000000000,Heath_Caldwell,2
0 days 03:14:44.000000000,Heather_H72,2
0 days 03:14:44.000000000,Heather_H72,2
0 days 02:16:39.000000000,heather_stamp1,2
0 days 02:16:39.000000000,heather_stamp1,2
0 days 00:42:33.000000000,HeatherAnnkw,2
0 days 00:42:33.000000000,HeatherAnnkw,2
0 days 00:15:52.000000000,heatherwat,2
0 days 00:15:52.000000000,heatherwat,2
0 days 04:03:38.000000000,heatyler23,2
0 days 01:02:05.000000000,heatyler23,2
0 days 02:43:08.000000000,HeavenPain57,2
0 days 02:43:08.000000000,HeavenPain57,2
0 days 00:39:39.000000000,heavyhauldude,2
0 days 00:39:39.000000000,heavyhauldude,2
0 days 01:46:06.000000000,heharrison14,2
0 days 01:46:06.000000000,heharrison14,2
0 days 01:17:05.000000000,Heierle,2
0 days 01:17:05.000000000,Heierle,2
0 days 01:41:57.000000000,Helen47,2
0 days 01:41:57.000000000,Helen47,2
0 days 00:54:58.000000000,HelenCruea12,2
0 days 00:54:58.000000000,HelenCruea12,2
0 days 00:22:03.000000000,HelpUsChangeUSA,2
0 days 01:44:46.000000000,HelpUsChangeUSA,2
0 days 01:02:01.000000000,Henigan412,2
0 days 01:02:01.000000000,Henigan412,2
0 days 03:29:26.000000000,HennaKaylee,2
0 days 03:29:26.000000000,HennaKaylee,2
0 days 00:26:31.000000000,HenrysTheMan,2
0 days 00:26:31.000000000,HenrysTheMan,2
0 days 00:10:34.000000000,herblady0519,2
0 days 00:10:34.000000000,herblady0519,2
0 days 05:48:27.000000000,herewegokids7,2
0 days 02:40:34.000000000,herewegokids7,2
0 days 01:25:42.000000000,HermanAldridge,2
0 days 01:25:42.000000000,HermanAldridge,2
0 days 00:48:30.000000000,HexezWork,2
0 days 00:01:34.000000000,HexezWork,2
0 days 00:44:38.000000000,HEYWALIO21,2
0 days 00:44:38.000000000,HEYWALIO21,2
0 days 00:26:34.000000000,HH75876116,2
0 days 00:26:34.000000000,HH75876116,2
0 days 00:30:53.000000000,hibbs101,2
0 days 00:30:53.000000000,hibbs101,2
0 days 02:24:39.000000000,Highcentered,2
0 days 02:24:39.000000000,Highcentered,2
0 days 02:44:56.000000000,Hiking586,2
0 days 02:44:56.000000000,Hiking586,2
0 days 01:21:40.000000000,HilaryForTrump,2
0 days 01:21:40.000000000,HilaryForTrump,2
0 days 02:01:48.000000000,hillary_shit,2
0 days 02:01:48.000000000,hillary_shit,2
0 days 07:11:05.000000000,hillbillyfreeme,2
0 days 07:11:05.000000000,hillbillyfreeme,2
0 days 02:52:07.000000000,hillrod4prison,2
0 days 02:52:07.000000000,hillrod4prison,2
0 days 03:38:54.000000000,HillsFall,2
0 days 03:38:54.000000000,HillsFall,2
0 days 00:04:41.000000000,HindmanDebra,2
0 days 00:04:41.000000000,HindmanDebra,2
0 days 01:56:32.000000000,HippieInk,2
0 days 01:56:32.000000000,HippieInk,2
0 days 02:45:40.000000000,HiQTPiii,2
0 days 02:45:40.000000000,HiQTPiii,2
0 days 03:27:32.000000000,hitgirl2now,2
0 days 03:27:32.000000000,hitgirl2now,2
0 days 00:46:51.000000000,Hitofan,2
0 days 00:46:51.000000000,Hitofan,2
0 days 02:14:21.000000000,HMcfuddlestein,2
0 days 02:14:21.000000000,HMcfuddlestein,2
0 days 00:36:32.000000000,HMoly123,2
0 days 00:36:32.000000000,HMoly123,2
0 days 07:49:14.000000000,hobiekona,2
0 days 07:49:14.000000000,hobiekona,2
0 days 02:12:07.000000000,HoboBabe,2
0 days 00:05:27.000000000,HoboBabe,2
0 days 02:52:42.000000000,HoffmanMarie,2
0 days 02:52:42.000000000,HoffmanMarie,2
0 days 03:57:08.000000000,HoffMike99,2
0 days 03:57:08.000000000,HoffMike99,2
0 days 00:24:42.000000000,holly_tayse,2
0 days 00:24:42.000000000,holly_tayse,2
0 days 00:24:49.000000000,Hollyblink777,2
0 days 00:12:58.000000000,Hollyblink777,2
0 days 00:00:20.000000000,hollytcollins,2
0 days 00:00:20.000000000,hollytcollins,2
0 days 05:31:42.000000000,HolyAIly,2
0 days 03:12:30.000000000,HolyAIly,2
0 days 02:25:44.000000000,HomeForexTrader,2
0 days 00:18:27.000000000,HomeForexTrader,2
0 days 00:51:53.000000000,homefreeee,2
0 days 00:51:53.000000000,homefreeee,2
0 days 02:16:31.000000000,HomeGrownHippy,2
0 days 02:16:31.000000000,HomeGrownHippy,2
0 days 03:16:17.000000000,HomerWhite,2
0 days 03:16:17.000000000,HomerWhite,2
0 days 03:10:48.000000000,HoopHooly,2
0 days 03:10:48.000000000,HoopHooly,2
0 days 01:39:44.000000000,hoosierxheart,2
0 days 01:39:44.000000000,hoosierxheart,2
0 days 00:02:34.000000000,HooverEdina,2
0 days 00:02:34.000000000,HooverEdina,2
0 days 00:13:13.000000000,HopeHeck,2
0 days 00:13:13.000000000,HopeHeck,2
0 days 00:08:58.000000000,HopeZobinou1,2
0 days 00:08:58.000000000,HopeZobinou1,2
0 days 02:24:56.000000000,horizon1592,2
0 days 02:24:56.000000000,horizon1592,2
0 days 01:21:22.000000000,horsesense11,2
0 days 01:21:22.000000000,horsesense11,2
0 days 00:46:32.000000000,HorseShort,2
0 days 00:46:32.000000000,HorseShort,2
0 days 02:17:36.000000000,hotmomforbernie,2
0 days 02:17:36.000000000,hotmomforbernie,2
0 days 01:39:43.000000000,hotstreak_,2
0 days 01:39:43.000000000,hotstreak_,2
0 days 02:14:09.000000000,Hounddoglover99,2
0 days 02:14:09.000000000,Hounddoglover99,2
0 days 03:38:39.000000000,Hronakre,2
0 days 03:38:39.000000000,Hronakre,2
0 days 02:38:44.000000000,HTownStacyBrown,2
0 days 02:38:44.000000000,HTownStacyBrown,2
0 days 01:19:07.000000000,hudson_tweet,2
0 days 01:19:07.000000000,hudson_tweet,2
0 days 01:47:30.000000000,huffmantom16,2
0 days 01:47:30.000000000,huffmantom16,2
0 days 03:34:05.000000000,huge_organ,2
0 days 03:34:05.000000000,huge_organ,2
0 days 02:07:01.000000000,humanitarmakt,2
0 days 02:07:01.000000000,humanitarmakt,2
0 days 00:44:14.000000000,hun120e,2
0 days 00:44:14.000000000,hun120e,2
0 days 00:52:40.000000000,Hunkaburnindawg,2
0 days 00:52:40.000000000,Hunkaburnindawg,2
0 days 04:53:28.000000000,HunterBraxton,2
0 days 01:53:12.000000000,HunterBraxton,2
0 days 03:19:34.000000000,hunterhawkins24,2
0 days 03:19:34.000000000,hunterhawkins24,2
0 days 01:03:34.000000000,HunterMasling,2
0 days 01:03:34.000000000,HunterMasling,2
0 days 01:25:28.000000000,HusskeDavid,2
0 days 01:09:02.000000000,HusskeDavid,2
0 days 00:47:47.000000000,hutchens_logan,2
0 days 00:47:47.000000000,hutchens_logan,2
0 days 01:27:43.000000000,hy_me33,2
0 days 00:50:04.000000000,hy_me33,2
0 days 00:40:22.000000000,i2Shock4SwordB8,2
0 days 00:40:22.000000000,i2Shock4SwordB8,2
0 days 01:25:44.000000000,iamiyc,2
0 days 01:25:44.000000000,iamiyc,2
0 days 00:10:55.000000000,iamjoaquin2,2
0 days 00:10:55.000000000,iamjoaquin2,2
0 days 00:14:32.000000000,iamnotasecular,2
0 days 00:14:32.000000000,iamnotasecular,2
0 days 00:01:49.000000000,IB4UT2,2
0 days 00:01:49.000000000,IB4UT2,2
0 days 01:16:11.000000000,ibikus31,2
0 days 01:16:11.000000000,ibikus31,2
0 days 00:05:36.000000000,Iceman7112,2
0 days 00:05:36.000000000,Iceman7112,2
0 days 00:19:38.000000000,idk_u82,2
0 days 00:19:38.000000000,idk_u82,2
0 days 02:19:45.000000000,Iectricguy,2
0 days 02:19:45.000000000,Iectricguy,2
0 days 01:25:36.000000000,igorlorenzo0,2
0 days 01:25:36.000000000,igorlorenzo0,2
0 days 01:17:17.000000000,ih8rhetoric,2
0 days 00:16:22.000000000,ih8rhetoric,2
0 days 01:14:09.000000000,iheartchz,2
0 days 01:14:09.000000000,iheartchz,2
0 days 02:01:23.000000000,iiAndy_,2
0 days 00:04:33.000000000,iiAndy_,2
0 days 02:25:42.000000000,iiLokii,2
0 days 02:25:42.000000000,iiLokii,2
0 days 00:46:10.000000000,ijitendragupta,2
0 days 00:46:10.000000000,ijitendragupta,2
0 days 00:00:37.000000000,IKnowFB,2
0 days 00:02:29.000000000,IKnowFB,2
0 days 03:32:56.000000000,ilovekommodors,2
0 days 03:32:56.000000000,ilovekommodors,2
0 days 01:07:03.000000000,Iluvfastracks,2
0 days 01:07:03.000000000,Iluvfastracks,2
0 days 01:06:34.000000000,imagine_smthng,2
0 days 00:35:26.000000000,imagine_smthng,2
0 days 03:23:30.000000000,imaginethatsr,2
0 days 03:23:30.000000000,imaginethatsr,2
0 days 00:18:18.000000000,ImAnReporter,2
0 days 00:18:18.000000000,ImAnReporter,2
0 days 02:21:59.000000000,ImBCooley,2
0 days 02:21:59.000000000,ImBCooley,2
0 days 02:37:25.000000000,ImDiabetus,2
0 days 02:02:11.000000000,ImDiabetus,2
0 days 00:08:40.000000000,imhearin_whos,2
0 days 00:08:40.000000000,imhearin_whos,2
0 days 00:15:03.000000000,immigrant_legal,2
0 days 00:15:03.000000000,immigrant_legal,2
0 days 00:22:51.000000000,Immune30,2
0 days 00:22:51.000000000,Immune30,2
0 days 00:33:42.000000000,imo4u2,2
0 days 00:33:42.000000000,imo4u2,2
0 days 01:42:07.000000000,importslife,2
0 days 01:42:07.000000000,importslife,2
0 days 02:10:24.000000000,imsure,2
0 days 02:10:24.000000000,imsure,2
0 days 02:32:02.000000000,In66gal,2
0 days 02:32:02.000000000,In66gal,2
0 days 01:03:33.000000000,InAbsentia9,2
0 days 01:03:33.000000000,InAbsentia9,2
0 days 00:48:37.000000000,IND4Trump,2
0 days 00:48:37.000000000,IND4Trump,2
0 days 00:20:19.000000000,IndeCardio,2
0 days 00:20:19.000000000,IndeCardio,2
0 days 02:08:17.000000000,inder_kooner,2
0 days 00:25:01.000000000,inder_kooner,2
0 days 05:16:03.000000000,indiaforest,2
0 days 05:16:03.000000000,indiaforest,2
0 days 02:02:50.000000000,IndianaTrump4US,2
0 days 02:02:50.000000000,IndianaTrump4US,2
0 days 00:11:22.000000000,Indians4Trump,2
0 days 00:11:22.000000000,Indians4Trump,2
0 days 00:49:30.000000000,indiesongljp,2
0 days 00:41:53.000000000,indiesongljp,2
0 days 02:24:47.000000000,indigoblue65,2
0 days 02:24:47.000000000,indigoblue65,2
0 days 02:09:09.000000000,IndigoHawthorne,2
0 days 01:56:56.000000000,IndigoHawthorne,2
0 days 00:38:30.000000000,inexoria,2
0 days 00:38:30.000000000,inexoria,2
0 days 05:08:11.000000000,Infinityforu,2
0 days 00:17:06.000000000,Infinityforu,2
0 days 04:27:19.000000000,Informalmeddler,2
0 days 04:27:19.000000000,Informalmeddler,2
0 days 00:41:35.000000000,InLulzITrust,2
0 days 00:35:21.000000000,InLulzITrust,2
0 days 08:44:07.000000000,InncentBystndr,2
0 days 08:44:07.000000000,InncentBystndr,2
0 days 00:30:56.000000000,innuendum,2
0 days 00:30:56.000000000,innuendum,2
0 days 02:12:03.000000000,InOtherNewsNotO,2
0 days 00:17:55.000000000,InOtherNewsNotO,2
0 days 01:38:20.000000000,inquisitivduck,2
0 days 01:38:20.000000000,inquisitivduck,2
0 days 03:26:43.000000000,InTheElections,2
0 days 03:26:43.000000000,InTheElections,2
0 days 00:28:58.000000000,invertedNormal,2
0 days 01:29:34.000000000,invertedNormal,2
0 days 00:33:23.000000000,invmyers,2
0 days 00:33:23.000000000,invmyers,2
0 days 02:31:01.000000000,iofbeholdervtg,2
0 days 02:31:01.000000000,iofbeholdervtg,2
0 days 01:35:08.000000000,iphooey,2
0 days 01:35:08.000000000,iphooey,2
0 days 01:53:39.000000000,IQBEAUTYMAKEUP,2
0 days 01:53:39.000000000,IQBEAUTYMAKEUP,2
0 days 00:31:08.000000000,Ir2much4u,2
0 days 00:27:11.000000000,Ir2much4u,2
0 days 00:11:30.000000000,irichmillion,2
0 days 00:11:30.000000000,irichmillion,2
0 days 00:15:42.000000000,Irishclover573,2
0 days 00:15:42.000000000,Irishclover573,2
0 days 00:04:43.000000000,IsaTotah,2
0 days 00:04:43.000000000,IsaTotah,2
0 days 00:26:51.000000000,IslamDrForTrump,2
0 days 00:26:51.000000000,IslamDrForTrump,2
0 days 00:29:26.000000000,ismith72,2
0 days 00:29:26.000000000,ismith72,2
0 days 01:47:27.000000000,iswho,2
0 days 01:47:27.000000000,iswho,2
0 days 00:43:26.000000000,ItHasAnH,2
0 days 00:43:26.000000000,ItHasAnH,2
0 days 00:12:13.000000000,its_Sierra99,2
0 days 00:12:13.000000000,its_Sierra99,2
0 days 02:18:22.000000000,itsaseeel,2
0 days 02:18:22.000000000,itsaseeel,2
0 days 01:25:34.000000000,itsbethc,2
0 days 01:25:34.000000000,itsbethc,2
0 days 00:07:21.000000000,ItsBushTime,2
0 days 00:07:21.000000000,ItsBushTime,2
0 days 00:08:26.000000000,ItsEvelyn_G,2
0 days 00:08:26.000000000,ItsEvelyn_G,2
0 days 00:14:48.000000000,ItsJustJaynie,2
0 days 00:14:48.000000000,ItsJustJaynie,2
0 days 00:29:22.000000000,ItsMobs,2
0 days 01:22:17.000000000,ItsMobs,2
0 days 05:43:06.000000000,Itspretty65,2
0 days 05:43:06.000000000,Itspretty65,2
0 days 00:10:23.000000000,itwillbe,2
0 days 00:10:23.000000000,itwillbe,2
0 days 00:19:59.000000000,ItzShroudHD,2
0 days 00:19:59.000000000,ItzShroudHD,2
0 days 02:51:25.000000000,IvanJakoff,2
0 days 02:51:25.000000000,IvanJakoff,2
0 days 01:19:12.000000000,ivanmed22,2
0 days 01:19:12.000000000,ivanmed22,2
0 days 00:26:32.000000000,IvanPaluJunior,2
0 days 00:26:32.000000000,IvanPaluJunior,2
0 days 00:47:29.000000000,ivyfgiordano,2
0 days 00:47:29.000000000,ivyfgiordano,2
0 days 00:32:12.000000000,iwbsedated,2
0 days 00:32:12.000000000,iwbsedated,2
0 days 03:46:11.000000000,izag2010,2
0 days 03:46:11.000000000,izag2010,2
0 days 02:23:15.000000000,izzipatriot,2
0 days 02:23:15.000000000,izzipatriot,2
0 days 00:38:49.000000000,izzy16142,2
0 days 00:38:49.000000000,izzy16142,2
0 days 01:45:58.000000000,izzysroses,2
0 days 01:45:58.000000000,izzysroses,2
0 days 01:00:39.000000000,j_cwin,2
0 days 01:00:39.000000000,j_cwin,2
0 days 00:57:54.000000000,j_holste,2
0 days 00:55:19.000000000,j_holste,2
0 days 00:14:21.000000000,j_john95,2
0 days 00:14:21.000000000,j_john95,2
0 days 03:09:40.000000000,j1m1v,2
0 days 02:32:29.000000000,j1m1v,2
0 days 00:43:03.000000000,jaakwei,2
0 days 00:43:03.000000000,jaakwei,2
0 days 01:31:02.000000000,JABNM82,2
0 days 01:31:02.000000000,JABNM82,2
0 days 04:07:48.000000000,jack_hoover3,2
0 days 01:04:22.000000000,jack_hoover3,2
0 days 00:04:22.000000000,Jack0126Cross,2
0 days 00:04:22.000000000,Jack0126Cross,2
0 days 00:08:40.000000000,JackBauer3911,2
0 days 00:08:40.000000000,JackBauer3911,2
0 days 01:43:36.000000000,jackgrisan35,2
0 days 01:43:36.000000000,jackgrisan35,2
0 days 01:38:15.000000000,JackiesClean98,2
0 days 01:38:15.000000000,JackiesClean98,2
0 days 00:18:37.000000000,jackiwebster28,2
0 days 00:18:37.000000000,jackiwebster28,2
0 days 03:30:07.000000000,JackJThompson,2
0 days 03:30:07.000000000,JackJThompson,2
0 days 00:09:44.000000000,JackOElmwood,2
0 days 04:40:23.000000000,JackOElmwood,2
0 days 02:06:35.000000000,jackruss53,2
0 days 03:23:32.000000000,jackruss53,2
0 days 02:18:55.000000000,jacksback2007,2
0 days 02:18:55.000000000,jacksback2007,2
0 days 03:28:55.000000000,JacquelineWoodm,2
0 days 03:28:55.000000000,JacquelineWoodm,2
0 days 01:03:21.000000000,jacquiquinn5,2
0 days 01:03:21.000000000,jacquiquinn5,2
0 days 01:57:20.000000000,jagforlife85,2
0 days 01:31:26.000000000,jagforlife85,2
0 days 00:24:21.000000000,Jaikrit94,2
0 days 00:24:21.000000000,Jaikrit94,2
0 days 04:52:52.000000000,JaimJue,2
0 days 04:52:52.000000000,JaimJue,2
0 days 00:04:00.000000000,jajulierangelo,2
0 days 00:04:00.000000000,jajulierangelo,2
0 days 03:48:14.000000000,jakeak_leywick,2
0 days 02:31:33.000000000,jakeak_leywick,2
0 days 01:35:40.000000000,jakeandmagic4,2
0 days 01:35:40.000000000,jakeandmagic4,2
0 days 03:30:01.000000000,jakecasto93,2
0 days 03:30:01.000000000,jakecasto93,2
0 days 08:43:35.000000000,Jakersmom1982,2
0 days 08:43:35.000000000,Jakersmom1982,2
0 days 02:41:47.000000000,JakeWerner77,2
0 days 02:41:47.000000000,JakeWerner77,2
0 days 03:31:38.000000000,JakobVcjakob,2
0 days 03:31:38.000000000,JakobVcjakob,2
0 days 03:30:14.000000000,Jalepeno84,2
0 days 03:30:14.000000000,Jalepeno84,2
0 days 02:51:56.000000000,jamelbrown187,2
0 days 05:13:28.000000000,jamelbrown187,2
0 days 01:16:50.000000000,James_Alan61,2
0 days 01:16:50.000000000,James_Alan61,2
0 days 07:42:05.000000000,James_Taylor78,2
0 days 07:42:05.000000000,James_Taylor78,2
0 days 01:50:45.000000000,james1100011,2
0 days 01:50:45.000000000,james1100011,2
0 days 07:45:04.000000000,JamesDeLong4G,2
0 days 07:45:04.000000000,JamesDeLong4G,2
0 days 04:10:25.000000000,jamesedgriffin,2
0 days 03:28:24.000000000,jamesedgriffin,2
0 days 05:33:05.000000000,JamesHotham,2
0 days 05:33:05.000000000,JamesHotham,2
0 days 00:52:55.000000000,Jameson_2016,2
0 days 02:11:06.000000000,Jameson_2016,2
0 days 02:23:16.000000000,jamesradecki,2
0 days 02:23:16.000000000,jamesradecki,2
0 days 02:08:25.000000000,JamesSaporito,2
0 days 01:30:27.000000000,JamesSaporito,2
0 days 00:35:45.000000000,JamesTScorpio1,2
0 days 00:43:03.000000000,JamesTScorpio1,2
0 days 00:12:59.000000000,jamesventurajr,2
0 days 00:12:59.000000000,jamesventurajr,2
0 days 02:02:47.000000000,Jamie_Mcguire,2
0 days 02:02:47.000000000,Jamie_Mcguire,2
0 days 07:21:30.000000000,JamieConners1,2
0 days 07:21:30.000000000,JamieConners1,2
0 days 08:02:35.000000000,JamieKerns1,2
0 days 08:02:35.000000000,JamieKerns1,2
0 days 00:23:07.000000000,JamieMi64891458,2
0 days 03:35:30.000000000,JamieMi64891458,2
0 days 04:45:01.000000000,jamis_dempsey,2
0 days 04:45:01.000000000,jamis_dempsey,2
0 days 00:35:41.000000000,JamJam007007,2
0 days 00:35:41.000000000,JamJam007007,2
0 days 00:34:47.000000000,JammyDogger1,2
0 days 00:34:47.000000000,JammyDogger1,2
0 days 05:52:41.000000000,JaneDoeCountry,2
0 days 05:52:41.000000000,JaneDoeCountry,2
0 days 01:15:29.000000000,janedonuts2,2
0 days 01:15:29.000000000,janedonuts2,2
0 days 04:08:38.000000000,JaneHayes31527,2
0 days 04:08:38.000000000,JaneHayes31527,2
0 days 00:12:27.000000000,JanekaSmith1,2
0 days 00:12:27.000000000,JanekaSmith1,2
0 days 01:37:56.000000000,janelle_huntley,2
0 days 01:37:56.000000000,janelle_huntley,2
0 days 01:12:09.000000000,JanetHuggs,2
0 days 01:12:09.000000000,JanetHuggs,2
0 days 01:05:45.000000000,janetking123,2
0 days 01:05:45.000000000,janetking123,2
0 days 00:28:36.000000000,janetlorraine41,2
0 days 00:28:36.000000000,janetlorraine41,2
0 days 00:54:39.000000000,janiceponchak,2
0 days 03:48:05.000000000,janiceponchak,2
0 days 02:35:21.000000000,janielyn3,2
0 days 00:24:46.000000000,janielyn3,2
0 days 00:02:10.000000000,JanineDrum,2
0 days 00:02:10.000000000,JanineDrum,2
0 days 02:17:14.000000000,janinehuarte,2
0 days 02:01:35.000000000,janinehuarte,2
0 days 04:24:05.000000000,janismeier2,2
0 days 01:29:29.000000000,janismeier2,2
0 days 08:01:32.000000000,jaqiz2015,2
0 days 08:01:32.000000000,jaqiz2015,2
0 days 04:28:18.000000000,Jas7nn,2
0 days 04:28:18.000000000,Jas7nn,2
0 days 00:51:14.000000000,Jasonfl2016,2
0 days 00:51:14.000000000,Jasonfl2016,2
0 days 03:55:24.000000000,JasonMo66771319,2
0 days 03:55:24.000000000,JasonMo66771319,2
0 days 02:06:38.000000000,JasonNature1972,2
0 days 02:06:38.000000000,JasonNature1972,2
0 days 01:59:08.000000000,jaugustyniak88,2
0 days 02:00:10.000000000,jaugustyniak88,2
0 days 07:26:02.000000000,javierccancce,2
0 days 00:18:39.000000000,javierccancce,2
0 days 00:12:38.000000000,Jawdinzzzz,2
0 days 00:12:38.000000000,Jawdinzzzz,2
0 days 00:13:42.000000000,jaxsonteller1,2
0 days 01:38:15.000000000,jaxsonteller1,2
0 days 01:23:39.000000000,JaxxFacts,2
0 days 01:23:39.000000000,JaxxFacts,2
