created_at,id,retweeted_status.created_at,Source,retweeted_status.retweet_count,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.id,retweeted_status.user.screen_name,user.followers_count,user.friends_count,user.id,user.screen_name,Time Difference,Weight,size,Target
12:19:53,795964055945093120,12:09:29,7.95961436279337e+17,86.0,444149.0,304.0,213478296.0,UzoAduba,641,1312,400946816,BreanneShaye,0 days 00:10:24.000000000,13.846153846153848,0.4885670731707317,795964055945093120
12:19:57,795964070050537472,12:09:29,7.95961436279337e+17,87.0,444149.0,304.0,213478296.0,UzoAduba,1422,1467,87221163,alixnjohn,0 days 00:10:28.000000000,13.75796178343949,0.9693251533742331,795964070050537472
12:20:03,795964097980403717,12:09:29,7.95961436279337e+17,88.0,444149.0,304.0,213478296.0,UzoAduba,2078,1959,3507624377,RoboRaspi,0 days 00:10:34.000000000,13.627760252365931,1.0607452782031648,795964097980403717
12:20:03,795964097909129216,12:09:29,7.95961436279337e+17,88.0,444149.0,304.0,213478296.0,UzoAduba,613,1360,72033161,remi_marie24,0 days 00:10:34.000000000,13.627760252365931,0.45073529411764707,795964097909129216
12:20:04,795964099918254081,12:09:29,7.95961436279337e+17,90.0,444149.0,304.0,213478296.0,UzoAduba,182,1245,1576722427,HarryBoschGal,0 days 00:10:35.000000000,13.606299212598424,0.1461847389558233,795964099918254081
12:20:10,795964126707281921,12:09:29,7.95961436279337e+17,91.0,444149.0,304.0,213478296.0,UzoAduba,110,246,717088488378798080,JRODakaMadMax,0 days 00:10:41.000000000,13.478939157566302,0.44715447154471544,795964126707281921
12:20:17,795964156713304064,12:09:29,7.95961436279337e+17,92.0,444149.0,304.0,213478296.0,UzoAduba,440,1144,447243440,MattWeinstein10,0 days 00:10:48.000000000,13.333333333333334,0.38461538461538464,795964156713304064
12:20:20,795964169401012224,12:09:29,7.95961436279337e+17,93.0,444149.0,304.0,213478296.0,UzoAduba,44,177,2971242130,gioviannac,0 days 00:10:51.000000000,13.27188940092166,0.24858757062146894,795964169401012224
12:20:45,795964274141237248,12:09:29,7.95961436279337e+17,94.0,444149.0,304.0,213478296.0,UzoAduba,3784,756,2156327224,tenderlytommo,0 days 00:11:16.000000000,12.781065088757398,5.005291005291006,795964274141237248
12:21:21,795964424515452928,12:09:29,7.95961436279337e+17,95.0,444149.0,304.0,213478296.0,UzoAduba,11730,6444,865108772,laurenmooney99,0 days 00:11:52.000000000,12.134831460674157,1.820297951582868,795964424515452928
12:21:22,795964428671995904,12:09:29,7.95961436279337e+17,96.0,444149.0,304.0,213478296.0,UzoAduba,160,618,709192566629998592,_thisisfine_,0 days 00:11:53.000000000,12.117812061711081,0.2588996763754045,795964428671995904
12:21:23,795964432727887872,12:09:29,7.95961436279337e+17,97.0,444149.0,304.0,213478296.0,UzoAduba,416,709,1095291438,AllisonEpstein2,0 days 00:11:54.000000000,12.100840336134455,0.5867418899858956,795964432727887872
12:21:23,795964432581033985,12:09:29,7.95961436279337e+17,97.0,444149.0,304.0,213478296.0,UzoAduba,83,301,1611727249,MegGarman25,0 days 00:11:54.000000000,12.100840336134455,0.2757475083056478,795964432581033985
12:21:47,795964530459365376,12:09:29,7.95961436279337e+17,99.0,444149.0,304.0,213478296.0,UzoAduba,286,413,50740931,sallycookson,0 days 00:12:18.000000000,11.707317073170731,0.6924939467312349,795964530459365376
12:21:58,795964578324762624,12:09:29,7.95961436279337e+17,100.0,444149.0,304.0,213478296.0,UzoAduba,1947,1952,67726840,bruhpreacha,0 days 00:12:29.000000000,11.535380507343124,0.9974385245901639,795964578324762624
12:22:04,795964602911703040,12:09:29,7.95961436279337e+17,101.0,444149.0,304.0,213478296.0,UzoAduba,1541,1438,317551644,drewbie_g,0 days 00:12:35.000000000,11.443708609271523,1.0716272600834493,795964602911703040
12:22:07,795964615930871808,12:09:29,7.95961436279337e+17,102.0,444149.0,304.0,213478296.0,UzoAduba,129,145,75436558,CastleSosa,0 days 00:12:38.000000000,11.398416886543536,0.8896551724137931,795964615930871808
12:22:07,795964617424011264,12:09:29,7.95961436279337e+17,102.0,444149.0,304.0,213478296.0,UzoAduba,661,489,269243178,Audrey_Sprenger,0 days 00:12:38.000000000,11.398416886543536,1.3517382413087935,795964617424011264
12:22:27,795964701389844480,12:09:29,7.95961436279337e+17,104.0,444149.0,304.0,213478296.0,UzoAduba,511,779,1686317419,atdylann,0 days 00:12:58.000000000,11.105398457583547,0.6559691912708601,795964701389844480
12:22:34,795964729424547840,12:09:29,7.95961436279337e+17,105.0,444149.0,304.0,213478296.0,UzoAduba,71,146,3889585091,RobynGithinji,0 days 00:13:05.000000000,11.006369426751593,0.4863013698630137,795964729424547840
12:22:41,795964760927903746,12:09:29,7.95961436279337e+17,106.0,444149.0,304.0,213478296.0,UzoAduba,153,330,1602060044,jzappasodi,0 days 00:13:12.000000000,10.90909090909091,0.4636363636363636,795964760927903746
12:22:54,795964815449686017,12:09:29,7.95961436279337e+17,107.0,444149.0,304.0,213478296.0,UzoAduba,88,396,39549098,MDNisn,0 days 00:13:25.000000000,10.732919254658384,0.2222222222222222,795964815449686017
12:23:24,795964940859346944,12:09:29,7.95961436279337e+17,109.0,444149.0,304.0,213478296.0,UzoAduba,4496,4176,45214274,modelchiefjay,0 days 00:13:55.000000000,10.347305389221557,1.0766283524904214,795964940859346944
12:23:33,795964976896806912,12:09:29,7.95961436279337e+17,110.0,444149.0,304.0,213478296.0,UzoAduba,296,677,27733420,daynago11,0 days 00:14:04.000000000,10.23696682464455,0.43722304283604135,795964976896806912
12:23:43,795965018277838849,12:09:29,7.95961436279337e+17,111.0,444149.0,304.0,213478296.0,UzoAduba,908,1018,148767210,Micky_Piet,0 days 00:14:14.000000000,10.117096018735364,0.8919449901768173,795965018277838849
