created_at,id,retweeted_status.created_at,retweeted_status.retweet_count,retweeted_status.user.followers_count,retweeted_status.user.id,text,user.followers_count,user.friends_count,user.id,user.screen_name,Time Difference,Weight,size
21:48:09,796107064317804544,,,,,"Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionDay",118301,9934,328878936,JaredWyand,,,11.908697402858868
21:48:16,796107093384298497,21:48:09,1.0,118301.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",863,2011,2323179422,NoctRTW,0 days 00:00:07.000000000,1234.2857142857142,0.4291397314768772
21:48:16,796107093677744128,21:48:09,1.0,118299.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",49,147,3443856619,FlaviousMc,0 days 00:00:07.000000000,1234.2857142857142,0.3333333333333333
21:48:22,796107118797529088,21:48:09,3.0,118301.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",4604,3824,245885182,KnucklDraginSam,0 days 00:00:13.000000000,664.6153846153845,1.2039748953974896
21:48:27,796107140582830080,21:48:09,7.0,118301.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",221,368,31610197,saladbarbeef,0 days 00:00:18.000000000,480.0,0.6005434782608695
21:48:33,796107165354360832,21:48:09,11.0,118301.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",505,1022,428224490,VSmiley1944,0 days 00:00:24.000000000,360.0,0.49412915851272016
21:48:35,796107173348704257,21:48:09,13.0,118301.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",450,459,841550880,AMuller65,0 days 00:00:26.000000000,332.30769230769226,0.9803921568627451
21:48:42,796107203736285184,21:48:09,18.0,118299.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",326,327,2265056095,crystal20562765,0 days 00:00:33.000000000,261.8181818181818,0.9969418960244648
21:48:43,796107203900035072,21:48:09,18.0,118301.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",143,163,760931331127779328,hokewjh87,0 days 00:00:34.000000000,254.1176470588235,0.8773006134969326
21:48:55,796107254156005376,21:48:09,25.0,118299.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",78,154,29835084,sammarazzi,0 days 00:00:46.000000000,187.82608695652172,0.5064935064935064
21:48:55,796107257289342976,21:48:09,27.0,118301.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",444,623,2677167336,stealthtrades,0 days 00:00:46.000000000,187.82608695652172,0.7126805778491172
21:49:01,796107282350280704,21:48:09,30.0,118300.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",32,66,59744136,NFL_TV,0 days 00:00:52.000000000,166.15384615384613,0.48484848484848486
21:49:08,796107312830312448,21:48:09,34.0,118300.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",713,1519,2581320411,gregmwells,0 days 00:00:59.000000000,146.4406779661017,0.46938775510204084
21:49:11,796107325316571136,21:48:09,36.0,118298.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",438,737,1246949840,JNAyz22,0 days 00:01:02.000000000,139.3548387096774,0.5943012211668928
21:49:14,796107337371152385,21:48:09,38.0,118300.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",344,325,272093380,F1fanincarolina,0 days 00:01:05.000000000,132.92307692307693,1.0584615384615386
21:49:20,796107362079834112,21:48:09,43.0,118300.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",99,163,702318051585187840,Kjslom5,0 days 00:01:11.000000000,121.69014084507042,0.6073619631901841
21:49:21,796107366760583168,21:48:09,44.0,118300.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",11,127,795707692937609217,theOGCleveland,0 days 00:01:12.000000000,120.0,0.08661417322834646
21:49:26,796107384280195073,21:48:09,49.0,118300.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",170,121,725873063628312576,RJMA03,0 days 00:01:17.000000000,112.20779220779221,1.4049586776859504
21:49:27,796107389367963648,21:48:09,50.0,118300.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",139,106,14512842,AbanAbbas,0 days 00:01:18.000000000,110.76923076923079,1.3113207547169812
21:49:29,796107399841120256,21:48:09,52.0,118300.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",65,37,773611653686554624,blacknyte7,0 days 00:01:20.000000000,108.0,1.7567567567567568
21:49:38,796107437367496705,21:48:09,54.0,118300.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",109,174,749489394512498689,Chef_The_Meme,0 days 00:01:29.000000000,97.07865168539325,0.6264367816091954
21:49:48,796107479344103425,21:48:09,60.0,118301.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",117,196,742732003921911808,ctznnotsubjects,0 days 00:01:39.000000000,87.27272727272728,0.5969387755102041
21:49:49,796107480694669312,21:48:09,62.0,118301.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",7,19,789116583314595840,Captain_Ballz,0 days 00:01:40.000000000,86.4,0.3684210526315789
21:49:52,796107496435941376,21:48:09,63.0,118301.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",690,139,54935632,LaurieAnnBaker,0 days 00:01:43.000000000,83.88349514563107,4.9640287769784175
21:50:01,796107534889287682,21:48:09,68.0,118301.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",3259,2448,4230384973,DebHiers1,0 days 00:01:52.000000000,77.14285714285714,1.3312908496732025
21:50:03,796107542090969093,21:48:09,69.0,118301.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",215,244,777138125743108097,fredgthegreat,0 days 00:01:54.000000000,75.78947368421052,0.8811475409836066
21:50:03,796107542636228608,21:48:09,69.0,118301.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",43,187,718167540,lferreira12,0 days 00:01:54.000000000,75.78947368421052,0.22994652406417113
21:50:08,796107563502891008,21:48:09,73.0,118301.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",9090,9026,271602903,MissD4Trump,0 days 00:01:59.000000000,72.60504201680672,1.007090627077332
21:50:27,796107640099061760,21:48:09,85.0,118299.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",66,104,1957608462,GuyDaryl,0 days 00:02:18.000000000,62.608695652173914,0.6346153846153846
21:50:28,796107647057436672,21:48:09,86.0,118300.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",143,192,1326133188,DocLionel1,0 days 00:02:19.000000000,62.15827338129496,0.7447916666666666
21:50:36,796107681824120833,21:48:09,91.0,118303.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",511,380,881263908,johnkellywiles,0 days 00:02:27.000000000,58.77551020408164,1.3447368421052632
21:50:46,796107722697674752,21:48:09,95.0,118303.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",283,335,2216950542,ATWilliams23,0 days 00:02:37.000000000,55.03184713375796,0.844776119402985
21:50:52,796107745929859072,21:48:09,97.0,118303.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",79,234,48630780,mcszenthing,0 days 00:02:43.000000000,53.006134969325146,0.33760683760683763
21:51:02,796107789177393152,21:48:09,101.0,118303.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",73,200,3315441375,funny_maliyana,0 days 00:02:53.000000000,49.94219653179191,0.365
21:51:17,796107853350273024,21:48:09,110.0,118303.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",3395,3567,367439014,QuisUtDeus7,0 days 00:03:08.000000000,45.95744680851064,0.951780207457247
21:51:23,796107877689671680,21:48:09,113.0,118301.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",75,89,784605017693126660,JLH130,0 days 00:03:14.000000000,44.5360824742268,0.8426966292134831
21:51:30,796107907230265344,21:48:09,116.0,118304.0,328878936.0,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD…",59,46,2960800713,davidrgodhee,0 days 00:03:21.000000000,42.985074626865675,1.2826086956521738
