created_at,id,retweeted_status.created_at,retweeted_status.id,retweeted_status.retweet_count,retweeted_status.user.followers_count,retweeted_status.user.id,text,user.followers_count,user.friends_count,user.id,user.screen_name
Tue Nov 08 17:28:10 +0000 2016,796041637407444993,Tue Nov 08 17:27:57 +0000 2016,796041580566159362,1,93102,710990834972233728,"RT @Always_Trump: MORE evidence of PA votes being switched to Hillary. YOU DONT SEE IT HAPPENING THE OTHER WAY AROUND! #MyVote2016… ",256,505,607669449,cpie63
Tue Nov 08 17:28:30 +0000 2016,796041720563724289,Tue Nov 08 17:27:57 +0000 2016,796041580566159362,8,93102,710990834972233728,"RT @Always_Trump: MORE evidence of PA votes being switched to Hillary. YOU DONT SEE IT HAPPENING THE OTHER WAY AROUND! #MyVote2016… ",40,39,19183483,brendadward
Tue Nov 08 17:28:35 +0000 2016,796041742017589248,Tue Nov 08 17:27:57 +0000 2016,796041580566159362,11,93102,710990834972233728,"RT @Always_Trump: MORE evidence of PA votes being switched to Hillary. YOU DONT SEE IT HAPPENING THE OTHER WAY AROUND! #MyVote2016… ",383,363,97983023,defnii
Tue Nov 08 17:28:35 +0000 2016,796041742130749441,Tue Nov 08 17:27:57 +0000 2016,796041580566159362,11,93102,710990834972233728,"RT @Always_Trump: MORE evidence of PA votes being switched to Hillary. YOU DONT SEE IT HAPPENING THE OTHER WAY AROUND! #MyVote2016… ",22,64,755617384887623680,LibertasCampana
Tue Nov 08 17:28:38 +0000 2016,796041755653238784,Tue Nov 08 17:27:57 +0000 2016,796041580566159362,15,93102,710990834972233728,"RT @Always_Trump: MORE evidence of PA votes being switched to Hillary. YOU DONT SEE IT HAPPENING THE OTHER WAY AROUND! #MyVote2016… ",251,744,3308167423,AandyZeus
Tue Nov 08 17:28:48 +0000 2016,796041797159960576,Tue Nov 08 17:27:57 +0000 2016,796041580566159362,20,93100,710990834972233728,"RT @Always_Trump: MORE evidence of PA votes being switched to Hillary. YOU DONT SEE IT HAPPENING THE OTHER WAY AROUND! #MyVote2016… ",759,792,520063574,marjonnat
Tue Nov 08 17:28:49 +0000 2016,796041798120599552,Tue Nov 08 17:27:57 +0000 2016,796041580566159362,21,93102,710990834972233728,"RT @Always_Trump: MORE evidence of PA votes being switched to Hillary. YOU DONT SEE IT HAPPENING THE OTHER WAY AROUND! #MyVote2016… ",41,145,793758968094961664,RogersVick
Tue Nov 08 17:29:00 +0000 2016,796041846417920000,Tue Nov 08 17:27:57 +0000 2016,796041580566159362,26,93102,710990834972233728,"RT @Always_Trump: MORE evidence of PA votes being switched to Hillary. YOU DONT SEE IT HAPPENING THE OTHER WAY AROUND! #MyVote2016… ",570,905,751482508798103553,MadridMagical
Tue Nov 08 17:29:08 +0000 2016,796041881071194112,Tue Nov 08 17:27:57 +0000 2016,796041580566159362,28,93100,710990834972233728,"RT @Always_Trump: MORE evidence of PA votes being switched to Hillary. YOU DONT SEE IT HAPPENING THE OTHER WAY AROUND! #MyVote2016… ",243,1022,341233344,BrianScott18
Tue Nov 08 17:29:12 +0000 2016,796041898079244288,Tue Nov 08 17:27:57 +0000 2016,796041580566159362,30,93102,710990834972233728,"RT @Always_Trump: MORE evidence of PA votes being switched to Hillary. YOU DONT SEE IT HAPPENING THE OTHER WAY AROUND! #MyVote2016… ",216,151,3910256217,Demoocunts
Tue Nov 08 17:29:13 +0000 2016,796041902336475136,Tue Nov 08 17:27:57 +0000 2016,796041580566159362,31,93102,710990834972233728,"RT @Always_Trump: MORE evidence of PA votes being switched to Hillary. YOU DONT SEE IT HAPPENING THE OTHER WAY AROUND! #MyVote2016… ",44,44,28360276,nola650
