id,retweeted_status.id,created_at,retweeted_status.created_at,user.id,user.screen_name,user.followers_count,user.friends_count,retweeted_status.user.id,retweeted_status.user.screen_name,retweeted_status.user.friends_count,retweeted_status.user.followers_count,text,retweeted_status.retweet_count
795969136128049152,,Tue Nov 08 12:40:05 +0000 2016,,282695161,WayneDupreeShow,141079,10750,,,,,LGBTQ Member RIPS Hillary Over Supporting Countries That Kills Gays; Voting Trump! https://t.co/2YHrjT4e15 #MyVote2016 #ImVotingTrump #MAGA,
795969205157986305,795969136128049152,Tue Nov 08 12:40:21 +0000 2016,Tue Nov 08 12:40:05 +0000 2016,1969847486,TotaiVandyMove,311,115,282695161,WayneDupreeShow,10750,141079,RT @WayneDupreeShow: LGBTQ Member RIPS Hillary Over Supporting Countries That Kills Gays; Voting Trump! https://t.co/2YHrjT4e15 #MyVote2016…,3
795969215404462081,795969136128049152,Tue Nov 08 12:40:24 +0000 2016,Tue Nov 08 12:40:05 +0000 2016,2601118704,CrimsonMariner,4967,5255,282695161,WayneDupreeShow,10750,141078,RT @WayneDupreeShow: LGBTQ Member RIPS Hillary Over Supporting Countries That Kills Gays; Voting Trump! https://t.co/2YHrjT4e15 #MyVote2016…,4
795969215387860992,795969136128049152,Tue Nov 08 12:40:23 +0000 2016,Tue Nov 08 12:40:05 +0000 2016,283011172,Tereseto89,387,1939,282695161,WayneDupreeShow,10750,141079,RT @WayneDupreeShow: LGBTQ Member RIPS Hillary Over Supporting Countries That Kills Gays; Voting Trump! https://t.co/2YHrjT4e15 #MyVote2016…,4
795969218109931521,795969136128049152,Tue Nov 08 12:40:24 +0000 2016,Tue Nov 08 12:40:05 +0000 2016,181312554,mangu66,69,281,282695161,WayneDupreeShow,10750,141079,RT @WayneDupreeShow: LGBTQ Member RIPS Hillary Over Supporting Countries That Kills Gays; Voting Trump! https://t.co/2YHrjT4e15 #MyVote2016…,6
795969240826257408,795969136128049152,Tue Nov 08 12:40:30 +0000 2016,Tue Nov 08 12:40:05 +0000 2016,788653445783887872,jabs611,197,536,282695161,WayneDupreeShow,10750,141079,RT @WayneDupreeShow: LGBTQ Member RIPS Hillary Over Supporting Countries That Kills Gays; Voting Trump! https://t.co/2YHrjT4e15 #MyVote2016…,7
795969244999667712,795969136128049152,Tue Nov 08 12:40:31 +0000 2016,Tue Nov 08 12:40:05 +0000 2016,781058453435449344,Eino207,536,759,282695161,WayneDupreeShow,10750,141079,RT @WayneDupreeShow: LGBTQ Member RIPS Hillary Over Supporting Countries That Kills Gays; Voting Trump! https://t.co/2YHrjT4e15 #MyVote2016…,8
795969259570597889,795969136128049152,Tue Nov 08 12:40:34 +0000 2016,Tue Nov 08 12:40:05 +0000 2016,2611087060,womanonthebeech,67,104,282695161,WayneDupreeShow,10750,141079,RT @WayneDupreeShow: LGBTQ Member RIPS Hillary Over Supporting Countries That Kills Gays; Voting Trump! https://t.co/2YHrjT4e15 #MyVote2016…,10
795969264557707264,795969136128049152,Tue Nov 08 12:40:35 +0000 2016,Tue Nov 08 12:40:05 +0000 2016,1969469078,CWSimpson85,315,116,282695161,WayneDupreeShow,10750,141079,RT @WayneDupreeShow: LGBTQ Member RIPS Hillary Over Supporting Countries That Kills Gays; Voting Trump! https://t.co/2YHrjT4e15 #MyVote2016…,12
795969288087605248,795969136128049152,Tue Nov 08 12:40:41 +0000 2016,Tue Nov 08 12:40:05 +0000 2016,26686224,bigbirdx2,1985,2677,282695161,WayneDupreeShow,10750,141078,RT @WayneDupreeShow: LGBTQ Member RIPS Hillary Over Supporting Countries That Kills Gays; Voting Trump! https://t.co/2YHrjT4e15 #MyVote2016…,13
