created_at,id,retweeted_status.created_at,retweeted_status.id,retweeted_status.retweet_count,retweeted_status.user.followers_count,retweeted_status.user.id,text,user.followers_count,user.friends_count,user.id,user.screen_name
Tue Nov 08 19:04:35 +0000 2016,796065901569155073,Tue Nov 08 18:57:14 +0000 2016,796064050954326016,5,123835,3280889948,RT @nwiajk: #BREAKING: Voters In Pa. Report Ballots Defaulting To Clinton - #ElectionDay,13,372,2410003346,MiizzLicVii
Tue Nov 08 19:06:08 +0000 2016,796066291576668161,Tue Nov 08 18:57:14 +0000 2016,796064050954326016,6,123834,3280889948,RT @nwiajk: #BREAKING: Voters In Pa. Report Ballots Defaulting To Clinton - #ElectionDay,46,268,702447160693014529,MatthewBronwYT
Tue Nov 08 19:15:58 +0000 2016,796068766497067009,Tue Nov 08 18:57:14 +0000 2016,796064050954326016,12,123834,3280889948,RT @nwiajk: #BREAKING: Voters In Pa. Report Ballots Defaulting To Clinton - #ElectionDay,14,431,2341020554,MlEddieDiaz
Tue Nov 08 19:20:48 +0000 2016,796069979787554817,Tue Nov 08 18:57:14 +0000 2016,796064050954326016,15,123834,3280889948,RT @nwiajk: #BREAKING: Voters In Pa. Report Ballots Defaulting To Clinton - #ElectionDay,20,520,3257027953,1unoapzkma
Tue Nov 08 19:27:53 +0000 2016,796071765239861248,Tue Nov 08 18:57:14 +0000 2016,796064050954326016,20,123833,3280889948,RT @nwiajk: #BREAKING: Voters In Pa. Report Ballots Defaulting To Clinton - #ElectionDay,174,1094,2395852272,Sfeptonstars
Tue Nov 08 19:29:22 +0000 2016,796072138214178817,Tue Nov 08 18:57:14 +0000 2016,796064050954326016,21,123833,3280889948,RT @nwiajk: #BREAKING: Voters In Pa. Report Ballots Defaulting To Clinton - #ElectionDay,31,1122,2409216499,ESC_TimReddock
Tue Nov 08 19:32:08 +0000 2016,796072831586955264,Tue Nov 08 18:57:14 +0000 2016,796064050954326016,23,123833,3280889948,RT @nwiajk: #BREAKING: Voters In Pa. Report Ballots Defaulting To Clinton - #ElectionDay,37,140,2720181090,TronsJese
Tue Nov 08 19:34:54 +0000 2016,796073530861326337,Tue Nov 08 18:57:14 +0000 2016,796064050954326016,25,123832,3280889948,RT @nwiajk: #BREAKING: Voters In Pa. Report Ballots Defaulting To Clinton - #ElectionDay,28,552,2194068691,danbrisxgg
Tue Nov 08 19:36:13 +0000 2016,796073862249271296,Tue Nov 08 18:57:14 +0000 2016,796064050954326016,26,123831,3280889948,RT @nwiajk: #BREAKING: Voters In Pa. Report Ballots Defaulting To Clinton - #ElectionDay,15,439,2551163977,We_ArCT_eC
Tue Nov 08 19:38:21 +0000 2016,796074398797197316,Tue Nov 08 18:57:14 +0000 2016,796064050954326016,28,123831,3280889948,RT @nwiajk: #BREAKING: Voters In Pa. Report Ballots Defaulting To Clinton - #ElectionDay,9,0,756345872242315268,laenjaggead421
Tue Nov 08 19:38:29 +0000 2016,796074432573927424,Tue Nov 08 18:57:14 +0000 2016,796064050954326016,29,123831,3280889948,RT @nwiajk: #BREAKING: Voters In Pa. Report Ballots Defaulting To Clinton - #ElectionDay,14,21,758493995022577664,BraudeAntonina
Tue Nov 08 19:38:31 +0000 2016,796074440983461888,Tue Nov 08 18:57:14 +0000 2016,796064050954326016,30,123831,3280889948,RT @nwiajk: #BREAKING: Voters In Pa. Report Ballots Defaulting To Clinton - #ElectionDay,0,0,796072234708246529,kirixlllbmikry
Tue Nov 08 19:38:32 +0000 2016,796074445886619648,Tue Nov 08 18:57:14 +0000 2016,796064050954326016,32,123831,3280889948,RT @nwiajk: #BREAKING: Voters In Pa. Report Ballots Defaulting To Clinton - #ElectionDay,19,21,781011663281618948,OdiliaSkater
Tue Nov 08 19:38:46 +0000 2016,796074501381509120,Tue Nov 08 18:57:14 +0000 2016,796064050954326016,37,123831,3280889948,RT @nwiajk: #BREAKING: Voters In Pa. Report Ballots Defaulting To Clinton - #ElectionDay,3,5,775337361521668096,08klkshelerk
Tue Nov 08 19:38:50 +0000 2016,796074520893390848,Tue Nov 08 18:57:14 +0000 2016,796064050954326016,39,123831,3280889948,RT @nwiajk: #BREAKING: Voters In Pa. Report Ballots Defaulting To Clinton - #ElectionDay,10,0,756347582855712768,gk7e23x6ks4245
Tue Nov 08 19:39:01 +0000 2016,796074566611271681,Tue Nov 08 18:57:14 +0000 2016,796064050954326016,44,123831,3280889948,RT @nwiajk: #BREAKING: Voters In Pa. Report Ballots Defaulting To Clinton - #ElectionDay,8,21,778698282109251585,lavonnabartolu2
Tue Nov 08 19:39:03 +0000 2016,796074574999863296,Tue Nov 08 18:57:14 +0000 2016,796064050954326016,46,123831,3280889948,RT @nwiajk: #BREAKING: Voters In Pa. Report Ballots Defaulting To Clinton - #ElectionDay,24,10,769883746032054273,fidelanguyen282
Tue Nov 08 19:39:05 +0000 2016,796074583195602944,Tue Nov 08 18:57:14 +0000 2016,796064050954326016,49,123831,3280889948,RT @nwiajk: #BREAKING: Voters In Pa. Report Ballots Defaulting To Clinton - #ElectionDay,21,10,768751190456893440,elmirakyriakod2
Tue Nov 08 19:39:07 +0000 2016,796074592733270016,Tue Nov 08 18:57:14 +0000 2016,796064050954326016,51,123832,3280889948,RT @nwiajk: #BREAKING: Voters In Pa. Report Ballots Defaulting To Clinton - #ElectionDay,0,0,796072968501731330,bvksyushalove1
