Time Difference,Retweet Count
00:02:10,33
00:13:17,205
00:14:50,230
00:30:04,438
00:32:31,453
03:30:35,879
03:59:59,922
00:01:20,114
00:01:49,153
00:05:40,368
00:05:55,379
00:06:15,394
00:06:20,399
00:13:54,660
00:15:29,716
00:18:50,817
00:23:06,909
00:25:25,964
00:25:42,971
00:26:30,982
00:27:36,1002
00:41:22,1218
00:48:46,1306
00:48:46,1307
00:59:08,1423
01:11:21,1528
01:12:45,1549
01:25:05,1650
01:46:53,1794
01:50:17,1836
02:05:16,2014
02:06:15,2026
02:08:02,2039
02:49:52,2292
04:19:09,2374
00:01:26,114
00:06:33,513
00:08:46,666
00:11:00,852
00:11:11,868
00:12:42,984
00:14:05,1090
00:15:16,1191
00:25:08,1682
00:29:36,1810
00:54:32,2520
01:15:16,2936
01:33:12,3205
02:19:28,3635
02:35:10,3761
03:40:04,4082
04:02:48,4165
05:07:20,4369
05:31:32,4430
00:02:46,22
00:11:34,281
00:23:24,576
00:40:19,768
02:27:01,1140
02:56:48,1194
02:57:46,1196
00:09:10,287
00:16:42,539
00:19:24,589
00:20:23,615
00:00:45,6
00:02:08,53
00:05:41,170
00:05:48,173
00:16:50,400
00:26:32,509
00:36:07,606
01:10:49,801
02:24:50,1105
02:29:28,1138
02:41:29,1202
02:50:35,1256
03:13:50,1333
03:19:33,1353
03:20:16,1360
03:38:07,1415
04:12:48,1487
04:43:16,1524
00:00:18,17
00:00:25,27
00:00:31,37
00:01:24,61
00:01:29,67
00:01:33,69
00:01:44,76
00:02:51,124
00:03:13,142
00:10:03,347
00:11:23,393
00:11:51,409
00:12:01,415
00:16:39,533
00:17:06,543
00:20:38,591
00:24:11,648
00:27:47,704
00:30:13,746
00:36:38,806
00:40:30,830
00:41:26,841
00:47:39,874
00:56:44,915
01:15:50,980
01:47:01,1088
01:51:47,1102
02:05:49,1136
